family_group,aggregation,family_a,family_b,pearson,spearman
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.40184127988879953,0.21587150379720044
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.593222186849536,0.5254866679015286
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.5002827589970209,0.4139581734628175
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.23689507918567337,0.20515869676726148
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.12050560827765058,0.0792410891482099
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.2759876238293758,0.2801785257512812
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.4013517513901773,0.355938009931818
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.42711579665058114,0.30332689441048577
BM,MAX,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.9999999999999999,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.6445125805695485,0.6200527462446968
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.6155381598611793,0.5942032053487163
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.606130341877406,0.5777657819763085
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.6540557441530637,0.6265484727404232
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.6226797601536677,0.5867813324160075
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.6126215014370243,0.584962204404929
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.5476072366114992,0.5240676351512266
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.5700748153185539,0.5382145660783433
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.59234304333328,0.5593949176611716
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.6043603919955493,0.5800319300009703
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.5763247140037654,0.5503846594868267
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.6445125805695485,0.6200527462446968
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.8098257291619174,0.7937505402520884
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.7830797186063553,0.7608559357166169
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.8028640281315712,0.7853912307163082
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.808161830931993,0.7877346458151412
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.6396834034028173,0.6296673811224895
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.5747669110795912,0.5857313469697372
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.7054298609192774,0.7004997662582803
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.7611212534382116,0.7572056838929905
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.7325630554943944,0.7235320578973831
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.7415081019068988,0.7367221472484632
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.6155381598611792,0.5942032053487163
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.8098257291619174,0.7937505402520884
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.9093295652857846,0.9035728083406103
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.9143460573751384,0.9024349712894606
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.9109819734485056,0.9027232233424185
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.6937572937525692,0.695893731311688
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.613692840122623,0.6179700634189799
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.7185651848239089,0.7126374004392582
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.8269984759855771,0.825054642639782
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.8384866147923998,0.8423691707902236
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.851976188026674,0.848288040362344
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.606130341877406,0.5777657819763085
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.7830797186063553,0.7608559357166169
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.9093295652857846,0.9035728083406103
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.9665899961303762,0.9642712109585175
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.9438193218025256,0.9377255607596165
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.725597036479567,0.7204473728312739
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.6767859133000976,0.6674657987351487
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.7400478645562456,0.7246822435676926
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.8409311825346097,0.8234870736418725
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.8717267055107953,0.8627228705247283
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.9168664407343559,0.90998421140836
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.6540557441530638,0.6265484727404232
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.8028640281315713,0.7853912307163082
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.9143460573751383,0.9024349712894606
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.9665899961303762,0.9642712109585175
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.9509378580354922,0.9467848605929102
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.7559409018761898,0.7472131812689089
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.6790132335132875,0.665062051811278
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.7575238668327482,0.7418933961348821
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.8527468938852725,0.8342748273398429
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.8743096225848178,0.8636433718786661
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.9222694417434417,0.9166058938195163
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.6226797601536677,0.5867813324160075
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.808161830931993,0.7877346458151412
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.9109819734485057,0.9027232233424185
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.9438193218025255,0.9377255607596165
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.9509378580354922,0.9467848605929102
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.7446314870735512,0.7350508498496117
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.6828308256291526,0.6603230045954505
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.7804719856562834,0.7669713247422227
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.8606446417063399,0.8447316380443316
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.8737704986714566,0.8631455461176825
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.9391003480934627,0.9353221666534361
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.6126215014370243,0.584962204404929
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.6396834034028172,0.6296673811224895
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.6937572937525692,0.695893731311688
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.725597036479567,0.7204473728312739
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.7559409018761898,0.7472131812689089
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.7446314870735512,0.7350508498496117
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.6982637809225007,0.7041598969772346
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.7180271292806468,0.6988087110687732
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.7984679299509926,0.7886773746835667
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.8147083639103035,0.813191147804151
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.7875844055318982,0.7827634445591103
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.5476072366114991,0.5240676351512266
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.5747669110795913,0.5857313469697372
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.6136928401226232,0.6179700634189799
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.6767859133000976,0.6674657987351487
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.6790132335132874,0.665062051811278
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.6828308256291526,0.6603230045954505
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.6982637809225007,0.7041598969772346
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.6517546464104964,0.6409896536212326
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.7339061671435728,0.7264625616328403
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.7221785885884924,0.7176555264480962
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.7359508189303909,0.7245365298616074
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.5700748153185538,0.5382145660783433
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.7054298609192774,0.7004997662582803
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.7185651848239089,0.7126374004392582
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.7400478645562456,0.7246822435676926
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.7575238668327482,0.7418933961348821
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.7804719856562834,0.7669713247422227
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.7180271292806468,0.6988087110687732
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.6517546464104964,0.6409896536212326
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,0.8325787803657028,0.8240053628288924
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.8221084096139567,0.812096001693525
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.844699043107764,0.8281696700272553
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.59234304333328,0.5593949176611716
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.7611212534382116,0.7572056838929905
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.8269984759855772,0.825054642639782
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.8409311825346099,0.8234870736418725
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.8527468938852724,0.8342748273398429
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.8606446417063399,0.8447316380443316
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0,0.7984679299509926,0.7886773746835667
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,0.7339061671435728,0.7264625616328403
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,0.8325787803657028,0.8240053628288924
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,1.0,1.0
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,0.9473288760227108,0.9426851190318684
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R7p5,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R10p0,0.9121842675072739,0.902683354943417
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0,0.6043603919955493,0.5800319300009703
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0,0.7325630554943944,0.7235320578973831
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0,0.8384866147923998,0.8423691707902236
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5,0.8717267055107953,0.8627228705247283
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0,0.8743096225848178,0.8636433718786661
BM,MEAN,HSP_BM_RAW_TOTAL_RASA_TIEN_CENTROID_R8p0,HSP_BM_RAW_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0,0.8737704986714565,0.8631455461176825
