feature,spearman_rho_HIC_dev,pvalue
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__H_CDR3__TOP3_MEAN,0.26643915576504806,0.000610016769467389
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__H_CDR3__TOP5_MEAN,0.27910751324694294,0.00032228569843778505
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__L_CDR3__MAX,-0.06093683184472945,0.44111629063978325
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__L_CDR3__MEAN,-0.08845833038494218,0.26298310534665065
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__L_CDR3__SUM,-0.031224904292495703,0.6932511661357806
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__L_CDR3__Q90,-0.10988134712042366,0.16393754837796332
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__L_CDR3__Q95,-0.0921899633152151,0.24329639192709845
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__L_CDR3__TOP3_MEAN,-0.09202906840067233,0.24412345111741912
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R4p0__L_CDR3__TOP5_MEAN,-0.05334230960653025,0.500209883640717
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_FV__MAX,0.3854477608885259,4.0826628125298455e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_FV__MEAN,0.17093532175381146,0.029642368122428143
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_FV__SUM,0.3029171378814756,8.924603263126292e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_FV__Q90,0.29497400999510043,0.00013870153817610486
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_FV__Q95,0.2901147013041285,0.00018051618296581454
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_FV__TOP3_MEAN,0.3753142039901296,8.606699592120142e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_FV__TOP5_MEAN,0.3586375872336602,2.783104482418285e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__HEAVY__MAX,0.3670873929649553,1.5482705214240179e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__HEAVY__MEAN,0.17204888392551543,0.02858092933822805
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__HEAVY__SUM,0.28416017810714606,0.00024772601487824374
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__HEAVY__Q90,0.2698207716882455,0.0005160321316370803
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__HEAVY__Q95,0.321877333337333,2.956231469932409e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__HEAVY__TOP3_MEAN,0.3669123844614175,1.5674568536552803e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__HEAVY__TOP5_MEAN,0.3716898343362185,1.1169900921393034e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__LIGHT__MAX,0.066801028072144,0.39833515047229423
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__LIGHT__MEAN,0.03408149470507984,0.6667936635017953
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__LIGHT__SUM,0.05338747309131418,0.49984658547695887
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__LIGHT__Q90,0.03065048122039998,0.6986177512410019
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__LIGHT__Q95,0.14643413125852464,0.06296964896109533
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__LIGHT__TOP3_MEAN,0.05701748818082326,0.47110574848286735
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__LIGHT__TOP5_MEAN,0.07284870095649332,0.35691604985652864
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_CDR__MAX,0.4198496340637918,2.673010851138903e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_CDR__MEAN,0.30144509054929913,9.693836615974226e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_CDR__SUM,0.3992452054900192,1.419376259061727e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_CDR__Q90,0.41975930709422393,2.6933143228967802e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_CDR__Q95,0.37864359963404554,6.754971267631993e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_CDR__TOP3_MEAN,0.42334839277564756,1.9904960022389452e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__ALL_CDR__TOP5_MEAN,0.429654344338605,1.1600666557569726e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__H_CDR3__MAX,0.3656901476544522,1.7079019736854223e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__H_CDR3__MEAN,0.24900322792064872,0.0013971795910544319
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__H_CDR3__SUM,0.3649576523856126,1.797728826291176e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__H_CDR3__Q90,0.3162558908406321,4.13433256345339e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__H_CDR3__Q95,0.3659074969249748,1.6820810527103371e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__H_CDR3__TOP3_MEAN,0.3719706947572186,1.0947758247209202e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__H_CDR3__TOP5_MEAN,0.34411188144002586,7.33893020807593e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__L_CDR3__MAX,-0.062437106354895924,0.42993005076911467
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__L_CDR3__MEAN,-0.09313557377787883,0.23847502771958656
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__L_CDR3__SUM,-0.0029172788452625485,0.970609830317474
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__L_CDR3__Q90,-0.02748339184992627,0.728468633977628
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__L_CDR3__Q95,-0.052207577051333776,0.5093830993016076
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__L_CDR3__TOP3_MEAN,-0.02813402830259489,0.7223010319190813
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R5p0__L_CDR3__TOP5_MEAN,-0.042007686284661096,0.5955818644882063
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_FV__MAX,0.2951970047012211,0.00013701896508405267
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_FV__MEAN,0.15964021648112828,0.04243927108935381
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_FV__SUM,0.32943233752634626,1.863661370525686e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_FV__Q90,0.31416284559267643,4.676319855082882e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_FV__Q95,0.30277741335042535,8.995086954968716e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_FV__TOP3_MEAN,0.34124964559184373,8.834238186872912e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_FV__TOP5_MEAN,0.34816953827608293,5.624641121459756e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__HEAVY__MAX,0.32899622762640135,1.9146007972562978e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__HEAVY__MEAN,0.20151805774703552,0.010126455329823992
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__HEAVY__SUM,0.33224094173634744,1.5650080052278958e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__HEAVY__Q90,0.3718394383795653,1.105104435751946e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__HEAVY__Q95,0.41493387101683993,4.022079312288215e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__HEAVY__TOP3_MEAN,0.37620900553241143,8.066302236326297e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__HEAVY__TOP5_MEAN,0.40683408229262047,7.775015718446725e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__LIGHT__MAX,0.018349077052374645,0.8167270244514371
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__LIGHT__MEAN,0.04342327926085768,0.5832338401674557
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__LIGHT__SUM,0.048952983429091185,0.5361693508570226
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__LIGHT__Q90,0.11218750756220353,0.15521567431223318
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__LIGHT__Q95,0.06982980427046692,0.37724471393738307
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__LIGHT__TOP3_MEAN,0.02066370564755151,0.7940945917584186
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__LIGHT__TOP5_MEAN,0.027312617423087004,0.7300903704804385
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_CDR__MAX,0.2811878562648031,0.00028937050860750583
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_CDR__MEAN,0.295267572646196,0.00013649048528465978
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_CDR__SUM,0.37442222516564677,9.17965455106423e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_CDR__Q90,0.4229828508206775,2.0530844073568604e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_CDR__Q95,0.3898935414219449,2.9199219695963744e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_CDR__TOP3_MEAN,0.3506930479883855,4.758023809043526e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__ALL_CDR__TOP5_MEAN,0.3859868999881341,3.9210640801171804e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__H_CDR3__MAX,0.2968878126628199,0.00012486740418182174
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__H_CDR3__MEAN,0.32627089359147055,2.2639174866316114e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__H_CDR3__SUM,0.3879035253736525,3.394665704990063e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__H_CDR3__Q90,0.41070826247174264,5.685001059601288e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__H_CDR3__Q95,0.3660599236861206,1.6641950431290044e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__H_CDR3__TOP3_MEAN,0.3838769184333845,4.5905916088549926e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__H_CDR3__TOP5_MEAN,0.41417455992890995,4.2816166343755515e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__L_CDR3__MAX,-0.009696035639551865,0.9025366049154415
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__L_CDR3__MEAN,-0.0062142132344900815,0.9374444042878056
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__L_CDR3__SUM,0.051002276551162413,0.5192215017480795
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__L_CDR3__Q90,0.05857703976476865,0.4590410876038746
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__L_CDR3__Q95,0.017891796768937266,0.821216918328973
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__L_CDR3__TOP3_MEAN,0.039947102291393886,0.6137639673262328
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R6p0__L_CDR3__TOP5_MEAN,0.04188207534260577,0.5966832337602933
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_FV__MAX,0.1530463477026732,0.051853477234138315
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_FV__MEAN,0.15875247173334395,0.04361658584668379
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_FV__SUM,0.3286532674138233,1.955579643162339e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_FV__Q90,0.20763629857635973,0.008018901773996464
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_FV__Q95,0.24139318073455499,0.0019712035841324407
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_FV__TOP3_MEAN,0.19299768407076556,0.013869832129410464
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_FV__TOP5_MEAN,0.22040768525791793,0.004827068635588016
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__HEAVY__MAX,0.18207094347085137,0.020402814192706537
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__HEAVY__MEAN,0.17982829417954893,0.022031973115015653
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__HEAVY__SUM,0.3221652505528306,2.9053570471216413e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__HEAVY__Q90,0.3350678936120421,1.3104421725057144e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__HEAVY__Q95,0.3269963320658125,2.1654837981159794e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__HEAVY__TOP3_MEAN,0.22998798946771098,0.003238188577277113
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__HEAVY__TOP5_MEAN,0.2619891411549306,0.000757767131706832
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__LIGHT__MAX,-0.07880181279457625,0.3188773029048055
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__LIGHT__MEAN,0.010795484222260877,0.8915493001391026
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__LIGHT__SUM,0.05799838261597443,0.46349744101894236
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__LIGHT__Q90,-0.0349932325541556,0.6584330145154368
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__LIGHT__Q95,-0.09342066827557746,0.23703461873422887
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__LIGHT__TOP3_MEAN,-0.040033195184263265,0.6129994680982803
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__LIGHT__TOP5_MEAN,-0.041924416109590704,0.5963118830849348
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_CDR__MAX,0.35821417956381074,2.864844167016901e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_CDR__MEAN,0.3018543846301536,9.473953406402575e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_CDR__SUM,0.37671144930063266,7.777215535208407e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_CDR__Q90,0.3482683333990477,5.588067464128554e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_CDR__Q95,0.3383888211025611,1.0613917767350373e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_CDR__TOP3_MEAN,0.3874293087834212,3.5182313419570545e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__ALL_CDR__TOP5_MEAN,0.3979298189956869,1.5730668141313662e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__H_CDR3__MAX,0.3386626247290637,1.0429925239486131e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__H_CDR3__MEAN,0.31744566639290894,3.8531556915548726e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__H_CDR3__SUM,0.3647205440904969,1.8277566740308623e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__H_CDR3__Q90,0.3585627852119868,2.7973820641668382e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__H_CDR3__Q95,0.35923035797144937,2.6723855128740232e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__H_CDR3__TOP3_MEAN,0.3721823985921433,1.0783104217901828e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__H_CDR3__TOP5_MEAN,0.38328273633669585,4.798023615169612e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__L_CDR3__MAX,-0.12044819120096585,0.1268237490846074
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__L_CDR3__MEAN,-0.06915235199870783,0.38190184811575345
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__L_CDR3__SUM,0.02788986321298172,0.7246134848647279
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__L_CDR3__Q90,-0.05856716025247216,0.4591169715891778
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__L_CDR3__Q95,-0.09585808509501065,0.2249681799509755
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__L_CDR3__TOP3_MEAN,-0.06150984355792567,0.4368244691866571
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R7p5__L_CDR3__TOP5_MEAN,-0.061965712482463554,0.4334271232053647
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_FV__MAX,0.19476611677183664,0.013006057324031817
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_FV__MEAN,0.1346648093956101,0.08753954543835155
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_FV__SUM,0.3046813365058483,8.077986605722648e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_FV__Q90,0.1347960657732634,0.0872284251415264
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_FV__Q95,0.17916354413788532,0.022535918154493628
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_FV__TOP3_MEAN,0.2501167900923527,0.001327381231380261
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_FV__TOP5_MEAN,0.2662345087246209,0.0006161821349531048
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__HEAVY__MAX,0.23248468336092307,0.002910515075746762
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__HEAVY__MEAN,0.16406623798995423,0.036959592165877096
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__HEAVY__SUM,0.31073888890249407,5.7090714890769294e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__HEAVY__Q90,0.2384942495549859,0.0022411932742156778
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__HEAVY__Q95,0.29236723010772747,0.00015985422283649634
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__HEAVY__TOP3_MEAN,0.29168554375926986,0.0001658619978511201
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__HEAVY__TOP5_MEAN,0.30046560747304746,0.00010239568821344521
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__LIGHT__MAX,0.02884394182904243,0.7155918712137919
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__LIGHT__MEAN,-0.0008242335973068835,0.9916945337858104
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__LIGHT__SUM,0.04697284689309537,0.5528031727400424
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__LIGHT__Q90,0.018876925280786928,0.8115516533683578
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__LIGHT__Q95,-0.069014038826557,0.38285695611038933
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__LIGHT__TOP3_MEAN,0.02220773228360242,0.7790907822504123
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__LIGHT__TOP5_MEAN,0.02107158836950646,0.7901234735373508
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_CDR__MAX,0.40998141263850113,6.030758686249361e-08
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_CDR__MEAN,0.31452838754764645,4.5770910586074524e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_CDR__SUM,0.3751970612014712,8.679950818813107e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_CDR__Q90,0.36367896122266735,1.965411389876382e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_CDR__Q95,0.3202302775016187,3.2637628879290554e-05
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_CDR__TOP3_MEAN,0.3894814246232914,3.012699245208801e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__ALL_CDR__TOP5_MEAN,0.3901038338979701,2.873639466806127e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__H_CDR3__MAX,0.3451831028447449,6.843634212986216e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__H_CDR3__MEAN,0.2947820651847687,0.0001401652476215713
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__H_CDR3__SUM,0.37540453095969745,8.550619740967933e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__H_CDR3__Q90,0.35761717474932303,2.9839819577162805e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__H_CDR3__Q95,0.3668037098261561,1.5794846618974052e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__H_CDR3__TOP3_MEAN,0.3863651441731996,3.8113600231692917e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__H_CDR3__TOP5_MEAN,0.38973123514850255,2.9561299899995967e-07
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__L_CDR3__MAX,0.014422676593970962,0.8554581977192909
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__L_CDR3__MEAN,-0.01871885308404314,0.8131006526181228
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__L_CDR3__SUM,0.06453579703844958,0.41455907948143855
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__L_CDR3__Q90,-0.030949689307093575,0.6958204978261507
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__L_CDR3__Q95,-0.020945977427451128,0.7913458430677129
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__L_CDR3__TOP3_MEAN,0.0040477773237605165,0.959229058869289
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R8p0__L_CDR3__TOP5_MEAN,0.007120305647967854,0.9283459739584283
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__ALL_FV__MAX,0.2778711628509826,0.00034345807845359273
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__ALL_FV__MEAN,0.15768125032862493,0.0450734838997576
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__ALL_FV__SUM,0.34599886828865484,6.487875653168036e-06
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__ALL_FV__Q90,0.10611443021766327,0.17896282320208892
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__ALL_FV__Q95,0.2112818386137633,0.006957070799914171
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__ALL_FV__TOP3_MEAN,0.272063420979548,0.0004612808507910582
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__ALL_FV__TOP5_MEAN,0.2712151942809496,0.00048132482644288823
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__HEAVY__MAX,0.298605436443509,0.00011355912752339804
HSP_WW_MINMAX_TOTAL_RASA_TIEN_CLOSEST_SC_R10p0__HEAVY__MEAN,0.2210413854037926,0.004703587918053648
