feature,spearman_rho_HIC_dev,pvalue
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__ALL_CDR__MAX,0.305255759577944,7.818971766124925e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__ALL_CDR__MEAN,0.33555763515016795,1.2705277624082829e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__ALL_CDR__SUM,0.4177015458187556,3.198102256020122e-08
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__ALL_CDR__Q90,0.3298373975305022,1.817496511417154e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__ALL_CDR__Q95,0.33253450438744303,1.5365458769966473e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__ALL_CDR__TOP3_MEAN,0.33406582879339847,1.3958335054261446e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__ALL_CDR__TOP5_MEAN,0.3413103340245221,8.799737203322335e-06
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__H_CDR3__MAX,0.2608572313175331,0.0008002717599106779
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__H_CDR3__MEAN,0.20324838375782017,0.009485780228819468
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__H_CDR3__SUM,0.33045133865178383,1.749577787187763e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__H_CDR3__Q90,0.22752375682918732,0.003593888112801543
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__H_CDR3__Q95,0.24234725935061568,0.0018890377181591316
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__H_CDR3__TOP3_MEAN,0.252832244614987,0.0011703312305101894
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__H_CDR3__TOP5_MEAN,0.2629305175408958,0.0007240096525946571
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__L_CDR3__MAX,0.024879434680352298,0.7533235370210792
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__L_CDR3__MEAN,0.017068974530529878,0.8293104929467876
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__L_CDR3__SUM,0.0744957567922076,0.34611901323735644
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__L_CDR3__Q90,0.02402132846945746,0.7615714424022799
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__L_CDR3__Q95,0.025496198519432963,0.7474124712144284
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__L_CDR3__TOP3_MEAN,0.03590638176213086,0.6501016119996899
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R6p0__L_CDR3__TOP5_MEAN,0.03910593238729303,0.6212552955005392
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_FV__MAX,0.014116411712779877,0.8584951058366781
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_FV__MEAN,0.14517943319687085,0.06528493562299006
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_FV__SUM,0.2692223555148583,0.000531623645128812
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_FV__Q90,0.1779836480979049,0.023454856003113554
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_FV__Q95,0.2007276967633166,0.010431584546195938
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_FV__TOP3_MEAN,0.10655618555320616,0.17715001379844028
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_FV__TOP5_MEAN,0.12628416025039046,0.10930917093771286
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__HEAVY__MAX,0.05523211917295818,0.48512743624231003
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__HEAVY__MEAN,0.15737216272963483,0.045501332107751494
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__HEAVY__SUM,0.2702582929470899,0.000504901056436048
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__HEAVY__Q90,0.2142358127904128,0.006190428837604236
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__HEAVY__Q95,0.1009093385963143,0.20136067586574283
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__HEAVY__TOP3_MEAN,0.12237610745768022,0.12081326290161794
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__HEAVY__TOP5_MEAN,0.14659361481416794,0.06268023184451113
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__LIGHT__MAX,0.059773872111543024,0.4498999519885806
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__LIGHT__MEAN,0.05133253453364497,0.5165161009180085
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__LIGHT__SUM,0.06881080314502928,0.3842630077919915
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__LIGHT__Q90,0.0916183629609184,0.24624348998179174
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__LIGHT__Q95,0.07063286748428133,0.3717692156495651
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__LIGHT__TOP3_MEAN,0.05881414805988432,0.4572219618460976
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__LIGHT__TOP5_MEAN,0.05954523196982433,0.4516383146432982
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_CDR__MAX,0.30265321376726956,9.058176056917213e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_CDR__MEAN,0.2749919906960065,0.00039785684629282394
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_CDR__SUM,0.36076168237740486,2.405414244261503e-06
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_CDR__Q90,0.2750300973862929,0.0003970875309144195
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_CDR__Q95,0.2616490036601516,0.0007703162266090714
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_CDR__TOP3_MEAN,0.29765418054524734,0.00011969784935725891
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__ALL_CDR__TOP5_MEAN,0.3046982728126423,8.070236214524865e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__H_CDR3__MAX,0.2605043915926586,0.000813962768669808
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__H_CDR3__MEAN,0.19277045528794637,0.013984379222495886
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__H_CDR3__SUM,0.32904703654678324,1.9085992045134565e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__H_CDR3__Q90,0.2120129225237033,0.0067598543860409805
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__H_CDR3__Q95,0.2325538399469985,0.0029018815156550085
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__H_CDR3__TOP3_MEAN,0.25653988444396847,0.000983304967198025
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__H_CDR3__TOP5_MEAN,0.256912483193436,0.0009661125308742684
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__L_CDR3__MAX,-0.024495545059688817,0.757010005669538
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__L_CDR3__MEAN,-0.019832415255747134,0.8022042630423372
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__L_CDR3__SUM,0.0639373808650624,0.4189087851656451
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__L_CDR3__Q90,0.007490081679636354,0.9246355045975423
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__L_CDR3__Q95,-0.01551224566438349,0.844671562999541
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__L_CDR3__TOP3_MEAN,0.0044697736347104455,0.9549827914619166
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R7p5__L_CDR3__TOP5_MEAN,0.005792216923540153,0.9416846706667982
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_FV__MAX,0.10765140005921667,0.1727141367724817
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_FV__MEAN,0.13321675516472503,0.09103108284457574
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_FV__SUM,0.25630842158445083,0.00099412595606617
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_FV__Q90,0.165728818773563,0.03506156046069837
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_FV__Q95,0.1827766229206004,0.019912192839891384
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_FV__TOP3_MEAN,0.15580132027449345,0.047728470796234
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_FV__TOP5_MEAN,0.17705638530093468,0.024199471173209954
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__HEAVY__MAX,0.07497703017693644,0.3430034206031985
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__HEAVY__MEAN,0.14381747185885518,0.06787639010510846
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__HEAVY__SUM,0.26302225586936323,0.0007207950552086966
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__HEAVY__Q90,0.19906088190300936,0.011101766066744635
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__HEAVY__Q95,0.13345245210094123,0.09045533202878153
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__HEAVY__TOP3_MEAN,0.12984078467712562,0.0996022490549075
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__HEAVY__TOP5_MEAN,0.14000398011241136,0.07558086976316028
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__LIGHT__MAX,0.12907723951249717,0.101626550737949
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__LIGHT__MEAN,0.05933352813489962,0.45325125944308503
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__LIGHT__SUM,0.06635503865990261,0.40149908406799023
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__LIGHT__Q90,0.030004078844429856,0.7046746893343522
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__LIGHT__Q95,0.07238295251965896,0.3600069099710356
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__LIGHT__TOP3_MEAN,0.13365286506466995,0.08996805774699092
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__LIGHT__TOP5_MEAN,0.11860636783712084,0.13277869881484006
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_CDR__MAX,0.3182205024287334,3.6798166008934e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_CDR__MEAN,0.2742524386326695,0.00041306312964690814
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_CDR__SUM,0.3708754802512081,1.183855096770372e-06
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_CDR__Q90,0.27711749719865064,0.0003569894046965606
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_CDR__Q95,0.25786232773279816,0.0009235248772239849
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_CDR__TOP3_MEAN,0.30673345234571847,7.187950736300535e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__ALL_CDR__TOP5_MEAN,0.29421469890717045,0.00014457649557427822
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__H_CDR3__MAX,0.2567050134352098,0.0009756512600343531
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__H_CDR3__MEAN,0.18154027252464008,0.02077860957827716
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__H_CDR3__SUM,0.3252561265427314,2.4087054219875587e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__H_CDR3__Q90,0.23292785005536545,0.0028555897753003794
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__H_CDR3__Q95,0.2439336267536516,0.0017592909227551186
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__H_CDR3__TOP3_MEAN,0.2646608435516805,0.0006655453797923108
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__H_CDR3__TOP5_MEAN,0.26878906833271243,0.0005431829320336284
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__L_CDR3__MAX,0.049535874654583895,0.5313208564127069
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__L_CDR3__MEAN,-0.001325266006628705,0.9866462130009416
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__L_CDR3__SUM,0.07960769872618965,0.31393781934703757
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__L_CDR3__Q90,0.05008630462538815,0.5267626815004152
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__L_CDR3__Q95,0.054296388222590954,0.49256479624255145
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__L_CDR3__TOP3_MEAN,0.06692663901419935,0.39744673499233796
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R8p0__L_CDR3__TOP5_MEAN,0.05074823194925275,0.5213074994944237
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_FV__MAX,0.2555420537020233,0.0010307381041521331
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_FV__MEAN,0.13917127836170748,0.0773538773222183
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_FV__SUM,0.273840321834016,0.0004217684121868022
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_FV__Q90,0.15351915293400503,0.051125248772207595
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_FV__Q95,0.23805249421944302,0.002285162244473985
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_FV__TOP3_MEAN,0.24585025213916997,0.0016133830051745996
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_FV__TOP5_MEAN,0.23701232271051292,0.0023918005781038334
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__HEAVY__MAX,0.2257623809226137,0.003869311157691823
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__HEAVY__MEAN,0.147276712521525,0.06145290736594612
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__HEAVY__SUM,0.2730697198748901,0.0004385030393363357
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__HEAVY__Q90,0.19231740908120748,0.0142152329500126
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__HEAVY__Q95,0.21284844699220618,0.006540571489349742
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__HEAVY__TOP3_MEAN,0.2419365539108618,0.001924018204138549
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__HEAVY__TOP5_MEAN,0.23122292850477177,0.003072164976777994
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__LIGHT__MAX,0.13435572179662,0.08827568694238057
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__LIGHT__MEAN,0.05704006992321523,0.470929829102838
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__LIGHT__SUM,0.07135830595862333,0.36686518754260183
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__LIGHT__Q90,0.07774470497885218,0.3254325851074294
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__LIGHT__Q95,0.08107692334056717,0.30506157022498526
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__LIGHT__TOP3_MEAN,0.125143782259596,0.11257371060239112
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__LIGHT__TOP5_MEAN,0.1105037563951023,0.16154835172960813
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_CDR__MAX,0.3576270542616196,2.981972650645165e-06
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_CDR__MEAN,0.3216557499901118,2.995954691384852e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_CDR__SUM,0.40586730144646416,8.401642909450066e-08
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_CDR__Q90,0.3103140698737451,5.851187280631444e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_CDR__Q95,0.29606075634771395,0.0001306797767020604
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_CDR__TOP3_MEAN,0.35075797049776236,4.737495320014265e-06
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__ALL_CDR__TOP5_MEAN,0.3385511273760034,1.0504482894178898e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__H_CDR3__MAX,0.3205421878184078,3.203306010301681e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__H_CDR3__MEAN,0.21119010028529592,0.006982176084591455
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__H_CDR3__SUM,0.3571923557205741,3.071609594073734e-06
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__H_CDR3__Q90,0.2893328084738066,0.00018825169756633706
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__H_CDR3__Q95,0.33271798104437783,1.5190060333539675e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__H_CDR3__TOP3_MEAN,0.3388291650792045,1.0319492257780071e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__H_CDR3__TOP5_MEAN,0.32407623050275103,2.588019115675907e-05
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__L_CDR3__MAX,0.14621678198800192,0.06336583681330674
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__L_CDR3__MEAN,0.029385903646449697,0.7104845418415208
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__L_CDR3__SUM,0.1028330207763302,0.1928581360882706
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__L_CDR3__Q90,0.09849591487817258,0.2124066230680131
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__L_CDR3__Q95,0.1282544172740898,0.10384418742543075
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__L_CDR3__TOP3_MEAN,0.11459246312694828,0.14649678181696027
HSP_KD_MINMAX_SIDECHAIN_OVER_TIEN_CLOSEST_SC_R10p0__L_CDR3__TOP5_MEAN,0.10613277788335673,0.17888725979945144
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_FV__MAX,0.07893230595293586,0.31807407518074154
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_FV__MEAN,0.1591674112497964,0.04306294102334557
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_FV__SUM,0.270575848699477,0.000496961380848565
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_FV__Q90,-0.07452973459051102,0.345898468971948
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_FV__Q95,0.013083324695338527,0.868754202141939
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_FV__TOP3_MEAN,0.06190365637355955,0.4338887020147103
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_FV__TOP5_MEAN,0.032737881032757654,0.6791894469844373
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__HEAVY__MAX,0.0766012354891713,0.33262045724621153
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__HEAVY__MEAN,0.220339940030742,0.004840439664685015
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__HEAVY__SUM,0.29731545440936774,0.0001219575827549087
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__HEAVY__Q90,0.04419388121998363,0.5765620701303398
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__HEAVY__Q95,0.13116181660705584,0.09617533139212335
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__HEAVY__TOP3_MEAN,0.025326165515167025,0.7490406159590431
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__HEAVY__TOP5_MEAN,0.08181371041842411,0.3006730272332931
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__LIGHT__MAX,0.1378080163247246,0.08032889295376494
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__LIGHT__MEAN,-0.049113878343633975,0.534828824261943
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__LIGHT__SUM,-0.02359933215850753,0.765637496312902
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__LIGHT__Q90,-0.07328632564521513,0.35402696648284876
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__LIGHT__Q95,-0.14106632631730673,0.07336674902899211
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__LIGHT__TOP3_MEAN,0.0849002945993075,0.28274320926506186
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__LIGHT__TOP5_MEAN,0.06266010106101663,0.4282814191671614
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_CDR__MAX,0.1789889447046575,0.022669915743547642
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_CDR__MEAN,0.2375373482211262,0.002337423610527335
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_CDR__SUM,0.3414966333992559,8.694622145709697e-06
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_CDR__Q90,0.11122072671604734,0.15882856095580855
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_CDR__Q95,0.22380059205231131,0.004198310866797431
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_CDR__TOP3_MEAN,0.270570203263879,0.0004971015180752633
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__ALL_CDR__TOP5_MEAN,0.279796256389898,0.00031102240558519265
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__H_CDR3__MAX,0.21960233335919127,0.0049881856629830305
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__H_CDR3__MEAN,0.2829718139137687,0.0002636585044503258
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__H_CDR3__SUM,0.38863884336029103,3.211235087060644e-07
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__H_CDR3__Q90,0.23141769603290252,0.003046694423506427
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__H_CDR3__Q95,0.17950368163266434,0.022276834564076177
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__H_CDR3__TOP3_MEAN,0.2895106396951433,0.000186465717572964
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__H_CDR3__TOP5_MEAN,0.32906961828917525,1.9059375310398165e-05
HSP_KD_MINMAX_SIDECHAIN_SASA_ABS_CENTROID_R4p0__L_CDR3__MAX,-0.069920476619293,0.3766240309332889
