scheme,fold,seed,initial_lr,epoch,optimizer_step,learning_rate,train_loss,val_mae
primary,0,101,1e-05,1,7,1e-05,0.40829816766615423,0.5885758544459487
primary,0,101,1e-05,2,14,9.99938933078422e-06,0.4068429746798107,0.5784869916511305
primary,0,101,1e-05,3,21,9.997557473810373e-06,0.41935974998133524,0.56888502294367
primary,0,101,1e-05,4,28,9.994504881061752e-06,0.3855992555618286,0.5610836202448065
primary,0,101,1e-05,5,35,9.990232305719944e-06,0.3834292713020529,0.5546857660466974
primary,0,101,1e-05,6,42,9.984740801978984e-06,0.4193862761769976,0.5499442996400775
primary,0,101,1e-05,7,49,9.978031724785247e-06,0.393822651888643,0.5465504039417614
primary,0,101,1e-05,8,56,9.97010672950314e-06,0.3873031490615436,0.5436569560657848
primary,0,101,1e-05,9,63,9.960967771506666e-06,0.38425906215395245,0.5424036546186968
primary,0,101,1e-05,10,70,9.950617105696961e-06,0.3794322511447327,0.5413095878832268
primary,0,101,1e-05,11,77,9.939057285945933e-06,0.4013118211712156,0.539177316607851
primary,0,101,1e-05,12,84,9.926291164466131e-06,0.3686265317457063,0.5365931482026072
primary,0,101,1e-05,13,91,9.91232189110701e-06,0.4898003467491695,0.5349469907356031
primary,0,101,1e-05,14,98,9.897152912577742e-06,0.3867660675730024,0.5354393756750858
primary,0,101,1e-05,15,105,9.8807879715968e-06,0.3998332555804934,0.5349687518495502
primary,0,101,1e-05,16,112,9.8632311059685e-06,0.38115472186888966,0.5343425346143318
primary,0,101,1e-05,17,119,9.844486647586724e-06,0.5916490937982287,0.5339997898448597
primary,0,101,1e-05,18,126,9.824559221366101e-06,0.38777525989072664,0.5341314546989672
primary,0,101,1e-05,19,133,9.803453744100868e-06,0.45343124866485596,0.5336762052593809
primary,0,101,1e-05,20,140,9.781175423251734e-06,0.7633669376373291,0.5344095808086973
primary,0,101,1e-05,21,147,9.757729755661012e-06,0.37812409456819296,0.5358023210005327
primary,0,101,1e-05,22,154,9.73312252619635e-06,0.5459847982440676,0.5376227407744436
primary,0,101,1e-05,23,161,9.707359806323418e-06,0.3761834013941033,0.5380477038296786
primary,0,101,1e-05,24,168,9.680447952607845e-06,0.39652280296598164,0.5384939656113134
primary,0,101,1e-05,25,175,9.652393605146845e-06,0.42703805225236074,0.5386732852820194
primary,0,101,1e-05,26,182,9.62320368593087e-06,0.37581297914896694,0.5371389678030303
primary,0,101,1e-05,27,189,9.592885397135707e-06,0.44970783378396717,0.5356912612915039
primary,0,101,1e-05,28,196,9.561446219345455e-06,0.38528419952906134,0.535145412791859
primary,0,101,1e-05,29,203,9.528893909706798e-06,0.42304353415966034,0.5346981106382428
primary,0,101,1e-05,30,210,9.495236500015048e-06,0.411263678755079,0.5338549469456528
primary,0,101,1e-05,31,217,9.460482294732422e-06,0.3897045680454799,0.5334525830817946
primary,0,101,1e-05,32,224,9.424639868939035e-06,0.38106717242460164,0.533775907574278
primary,0,101,1e-05,33,231,9.387718066217125e-06,0.49045394573892864,0.5349983446525804
primary,0,101,1e-05,34,238,9.349725996469047e-06,0.3801108013306345,0.5364946018565785
primary,0,101,1e-05,35,245,9.310673033669522e-06,0.3922027753932135,0.5359555157748136
primary,0,101,1e-05,36,252,9.270568813552757e-06,0.3895570752876146,0.5364536227601947
primary,0,101,1e-05,37,259,9.229423231234975e-06,0.38092714741027783,0.536116311044404
primary,0,101,1e-05,38,266,9.18724643877294e-06,0.42599483685834066,0.5365860389940666
primary,0,101,1e-05,39,273,9.144048842659081e-06,0.4049838866506304,0.5355180393565785
primary,0,101,1e-05,40,280,9.099841101253867e-06,0.3828600288501808,0.5349340438842773
primary,0,101,1e-05,41,287,9.054634122155991e-06,0.3830186785863979,0.5344903541333748
primary,0,101,1e-05,42,294,9.0084390595111e-06,0.45718543018613544,0.5343306570342092
primary,0,101,1e-05,43,301,8.961267311259668e-06,0.39183444316898075,0.5349175713279031
primary,0,101,1e-05,44,308,8.913130516324733e-06,0.5961796151740211,0.5347448984781901
primary,0,101,1e-05,45,315,8.864040551740158e-06,0.4370835189308439,0.5346901922514944
primary,0,101,1e-05,46,322,8.814009529720155e-06,0.38074863968150957,0.5353440660418887
primary,0,101,1e-05,47,329,8.763049794670776e-06,0.3765776620379516,0.5364067193233606
primary,0,101,1e-05,48,336,8.711173920144118e-06,0.4391195135457175,0.5376477675004439
primary,0,101,1e-05,49,343,8.658394705735988e-06,0.42232708420072285,0.5389666123823686
primary,0,101,1e-05,50,350,8.604725173927786e-06,0.37743172475269865,0.5387369791666666
primary,0,101,1e-05,51,357,8.550178566873412e-06,0.37377991394272875,0.5381394877578273
primary,0,101,1e-05,52,364,8.494768343131955e-06,0.37679366625421346,0.5368015982887961
primary,0,101,1e-05,53,371,8.43850817434701e-06,0.40979997175080435,0.5358564781420159
primary,0,101,1e-05,54,378,8.381411941873379e-06,0.3809687418064901,0.5358769676902078
primary,0,101,1e-05,55,385,8.323493733352078e-06,0.5999887926237923,0.5354259953354344
primary,0,101,1e-05,56,392,8.26476783923441e-06,0.403376110962459,0.5353583133581913
primary,0,101,1e-05,57,399,8.205248749256014e-06,0.37310047620641335,0.5344528140443744
primary,0,101,1e-05,58,406,8.144951148861743e-06,0.394644568075559,0.535137060916785
primary,0,101,1e-05,59,413,8.083889915582235e-06,0.6544904283114842,0.5354735056559244
primary,0,101,1e-05,60,420,8.022080115363127e-06,0.38459333471421686,0.5357676708337032
primary,0,101,1e-05,61,427,7.959536998847744e-06,0.5977959845747266,0.5346332318855055
primary,0,101,0.0001,1,7,0.0001,0.38675346152324763,0.5274985920299183
primary,0,101,0.0001,2,14,9.99938933078422e-05,0.39195450209081173,0.5270755363233162
primary,0,101,0.0001,3,21,9.997557473810373e-05,0.382112372134413,0.5307117519956647
primary,0,101,0.0001,4,28,9.994504881061753e-05,0.37174207301411244,0.5330843491987749
primary,0,101,0.0001,5,35,9.990232305719945e-05,0.3844977737005268,0.5396623611450195
primary,0,101,0.0001,6,42,9.984740801978984e-05,0.41399640270641874,0.5409689816561613
