scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,61,427,0.0007959536998847743,0.4828003970059482,91,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/primary_k0_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
primary,1,0.001,1e-05,20,120,0.0009781175423251734,0.5059797691576409,50,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/primary_k1_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
primary,2,0.001,1e-05,28,196,0.0009561446219345453,0.33324798941612244,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/primary_k2_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
primary,3,0.001,1e-05,45,315,0.0008864040551740157,0.4835836589336395,75,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/primary_k3_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
primary,4,0.01,0.0001,18,126,0.0098245592213661,0.46600180864334106,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/primary_k4_lr1e-02_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
shadow,0,0.001,1e-05,50,350,0.0008604725173927785,0.39410478418523615,80,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
shadow,1,0.001,1e-05,53,371,0.0008438508174347009,0.43657389283180237,83,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
shadow,2,0.001,1e-05,14,98,0.0009897152912577741,0.46250221133232117,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
shadow,3,0.001,1e-05,58,406,0.0008144951148861742,0.4754054907596473,88,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
shadow,4,0.0001,1.0000000000000002e-06,74,518,7.086996075095289e-05,0.4269165098667145,104,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H099_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,d43bd1027a05a428,101,11a82033823ad63a15b461a05458a1a7d00776f5668db4e06c05100fd62faa45,FS_HIC_STATIC_SAP_KD_CHAIN9
