scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,84,588,6.356171597328596e-05,3.0777585578687265,114,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/primary_k0_lr1e-04_seed101.pt,efc5c97f142d97d9,101
primary,1,0.0001,1.0000000000000002e-06,119,714,3.668994025105816e-05,3.159571560946378,149,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/primary_k1_lr1e-04_seed101.pt,efc5c97f142d97d9,101
primary,2,0.001,1e-05,17,119,0.0009844486647586723,3.326902151107788,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/primary_k2_lr1e-03_seed101.pt,efc5c97f142d97d9,101
primary,3,0.001,1e-05,13,91,0.000991232189110701,2.7396323680877686,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/primary_k3_lr1e-03_seed101.pt,efc5c97f142d97d9,101
primary,4,0.001,1e-05,17,119,0.0009844486647586723,2.897810697555542,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/primary_k4_lr1e-03_seed101.pt,efc5c97f142d97d9,101
shadow,0,0.0001,1.0000000000000002e-06,59,413,8.083889915582235e-05,2.6869511459812974,89,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,efc5c97f142d97d9,101
shadow,1,0.001,1e-05,20,140,0.0009781175423251734,3.298844814300537,50,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,efc5c97f142d97d9,101
shadow,2,0.001,1e-05,14,98,0.0009897152912577741,3.1035938262939453,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,efc5c97f142d97d9,101
shadow,3,0.001,1e-05,12,84,0.000992629116446613,3.519067012902462,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,efc5c97f142d97d9,101
shadow,4,0.001,1e-05,24,168,0.0009680447952607845,3.021749496459961,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T098_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,efc5c97f142d97d9,101
