target,persona,final_submission,final_model,final_cv_mae,final_public_mae,final_private_mae,best_private_submission,best_private_model,best_private_mae,final_private_regret,n_submissions,n_transitions,cv_private_directional_agreement,public_private_directional_agreement,corr_dCV_dPrivate_pearson,corr_dPublic_dPrivate_pearson,corr_dCV_dPrivate_spearman,corr_dPublic_dPrivate_spearman,n_public_false_positive,n_cv_false_positive
TmApp,A_CV_FIRST,TmApp_A_CV_FIRST_S09,ENSEMBLE_TOP3_CV,2.736083958345015,3.464876434728561,3.3517733714767,TmApp_A_CV_FIRST_S08,ENSEMBLE_TOP2_CV,3.3517733714767,0.0,9,7,0.42857142857142855,0.7142857142857143,-0.048916210273957594,0.5334979557738654,-0.21428571428571433,0.4642857142857144,1,1
TmApp,B_BALANCED,TmApp_B_BALANCED_S07,ENSEMBLE_TOP2_PUBLIC,3.2321531701204425,3.494887249363428,3.4727383630152437,TmApp_B_BALANCED_S04,ABLANG2_PCA32_SVR,3.394606791718048,0.07813157129719572,8,7,0.42857142857142855,0.5714285714285714,-0.05023279893590894,0.26413335987298187,-0.10714285714285716,0.28571428571428575,1,0
TmApp,C_PUBLIC_DRIVEN,TmApp_C_PUBLIC_DRIVEN_S06,ENSEMBLE_PUBLIC_BEST2,3.4600744642741454,3.417763928905745,3.492103428488829,TmApp_C_PUBLIC_DRIVEN_S09,FUSION_ESM2_STRUCT_ENet,3.35207567920519,0.14002774928363904,9,8,0.125,0.75,-0.21205142316460063,0.34464117327958227,-0.3571428571428572,0.19047619047619052,1,1
HIC,A_CV_FIRST,HIC_A_CV_FIRST_S04,STRUCT_ElasticNet,0.47795781488736383,0.5260061809498255,0.4734627182286842,HIC_A_CV_FIRST_S06,FUSION_ESM2_STRUCT_ENet,0.44367945518073937,0.02978326304794482,7,6,0.8333333333333334,0.8333333333333334,0.9939533482595706,0.9920985000577912,0.8857142857142858,1.0,1,0
HIC,B_BALANCED,HIC_B_BALANCED_S08,ENSEMBLE_TOP2_PUBLIC,0.47265089161251994,0.5091125257852236,0.44938229706119553,HIC_B_BALANCED_S07,FUSION_ESM2_STRUCT_ENet,0.44367945518073937,0.0057028418804561665,9,8,0.625,0.75,0.992448341381019,0.9923518190377865,0.880952380952381,0.9047619047619048,2,0
HIC,C_PUBLIC_DRIVEN,HIC_C_PUBLIC_DRIVEN_S08,FUSION_ESM2_STRUCT_ENet,0.4852201547789042,0.513408336546995,0.44367945518073937,HIC_C_PUBLIC_DRIVEN_S08,FUSION_ESM2_STRUCT_ENet,0.44367945518073937,0.0,9,8,0.875,0.875,0.9927117819061116,0.9930309477571125,0.9523809523809524,1.0,1,0
