target,persona,final_submission,final_model,final_cv_mae,final_public_mae,final_private_mae,best_private_submission,best_private_model,best_private_mae,final_private_regret,n_submissions
TmApp,A_CV_FIRST,TmApp_A_CV_FIRST_S09,ENSEMBLE_TOP3_CV,2.736083958345015,3.464876434728561,3.3517733714767,TmApp_A_CV_FIRST_S08,ENSEMBLE_TOP2_CV,3.3517733714767,0.0,9
TmApp,B_BALANCED,TmApp_B_BALANCED_S07,ENSEMBLE_TOP2_PUBLIC,3.2321531701204425,3.494887249363428,3.4727383630152437,TmApp_B_BALANCED_S04,ABLANG2_PCA32_SVR,3.394606791718048,0.07813157129719572,8
TmApp,C_PUBLIC_DRIVEN,TmApp_C_PUBLIC_DRIVEN_S06,ENSEMBLE_PUBLIC_BEST2,3.4600744642741454,3.417763928905745,3.492103428488829,TmApp_C_PUBLIC_DRIVEN_S09,FUSION_ESM2_STRUCT_ENet,3.35207567920519,0.14002774928363904,9
HIC,A_CV_FIRST,HIC_A_CV_FIRST_S04,STRUCT_ElasticNet,0.47795781488736383,0.5260061809498255,0.4734627182286842,HIC_A_CV_FIRST_S06,FUSION_ESM2_STRUCT_ENet,0.44367945518073937,0.02978326304794482,7
HIC,B_BALANCED,HIC_B_BALANCED_S08,ENSEMBLE_TOP2_PUBLIC,0.47265089161251994,0.5091125257852236,0.44938229706119553,HIC_B_BALANCED_S07,FUSION_ESM2_STRUCT_ENet,0.44367945518073937,0.0057028418804561665,9
HIC,C_PUBLIC_DRIVEN,HIC_C_PUBLIC_DRIVEN_S08,FUSION_ESM2_STRUCT_ENet,0.4852201547789042,0.513408336546995,0.44367945518073937,HIC_C_PUBLIC_DRIVEN_S08,FUSION_ESM2_STRUCT_ENet,0.44367945518073937,0.0,9
