scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,24,168,0.0009680447952607845,2.9363547816421045,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/primary_k0_lr1e-03_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
primary,1,0.001,1e-05,46,276,0.0008814009529720154,3.251383001154119,76,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/primary_k1_lr1e-03_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
primary,2,0.0001,1.0000000000000002e-06,79,553,6.726752705214194e-05,2.7494025230407715,109,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/primary_k2_lr1e-04_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
primary,3,0.001,1e-05,11,77,0.0009939057285945933,2.2338762283325195,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/primary_k3_lr1e-03_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
primary,4,0.001,1e-05,25,175,0.0009652393605146844,2.489896774291992,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/primary_k4_lr1e-03_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
shadow,0,0.001,1e-05,34,238,0.0009349725996469047,2.397754669189453,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
shadow,1,0.0001,1.0000000000000002e-06,92,644,5.7474610980910354e-05,2.6862698793411255,122,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
shadow,2,0.001,1e-05,25,175,0.0009652393605146844,2.789365291595459,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
shadow,3,0.01,0.0001,22,154,0.009733122526196349,3.5479269316702178,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
shadow,4,0.0001,1.0000000000000002e-06,66,462,7.636367895343946e-05,2.7883670330047607,96,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T126_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,9b638d3cdd9e17be,101,83f6a85e08ea44d3afe3f3a8fdfd3e0ec30235ac494eb92e36fdfcb126ea6d66,
