scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,44,308,0.0008913130516324732,0.418358918392297,74,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/primary_k0_lr1e-03_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
primary,1,0.01,0.0001,14,84,0.00989715291257774,0.44487664193818066,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/primary_k1_lr1e-02_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
primary,2,0.01,0.0001,46,322,0.008814009529720154,0.40008386969566345,76,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/primary_k2_lr1e-02_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
primary,3,0.01,0.0001,58,406,0.008144951148861742,0.45495206117630005,88,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/primary_k3_lr1e-02_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
primary,4,0.001,1e-05,14,98,0.0009897152912577741,0.3377499282360077,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/primary_k4_lr1e-03_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
shadow,0,0.01,0.0001,27,189,0.009592885397135707,0.4085608684655392,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/shadow_k0_lr1e-02_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
shadow,1,0.01,0.0001,34,238,0.009349725996469048,0.4410032629966736,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/shadow_k1_lr1e-02_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
shadow,2,0.01,0.0001,16,112,0.0098632311059685,0.3868299722671509,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/shadow_k2_lr1e-02_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
shadow,3,0.01,0.0001,66,462,0.007636367895343947,0.40321361657344934,96,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
shadow,4,0.0001,1.0000000000000002e-06,37,259,9.229423231234974e-05,0.3929778039455414,67,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H089_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,509e89fc9080282a,101,d9f2a83789d28b7d51cbfa89acd8856bc1c9234326b153587b4fc73d7535406c,F4_H047_AUX_ALL
