metric,pair,pearson,spearman,kendall
MAE,cv_vs_public,0.6974907215037764,0.49999999999999994,0.39999999999999997
MAE,public_vs_private,0.9680332265211362,0.7,0.6
MAE,cv_vs_private,0.7419325702250201,0.6,0.39999999999999997
Pearson,cv_vs_public,0.23249277599300983,-0.09999999999999999,0.0
Pearson,public_vs_private,0.5949423474305633,0.6,0.39999999999999997
Pearson,cv_vs_private,0.8660269518189285,0.7,0.6
