tag,model,y_mode,repeat,fold,spearman,pearson,mae,rmse,n,target,members
SEQ_CDR,ElasticNet,raw,1,2,0.27760434689319513,0.49837014583973616,0.6887176755537996,0.8571761614524915,50.0,HIC,
SEQ_CDR,PLS,raw,1,2,0.34325921578644725,0.527334899314603,0.7378705005855459,0.8867627300438768,50.0,HIC,
SEQ_CDR,Ridge_grid,raw,1,3,0.44285714285714284,0.4301142634682755,0.664331752331133,0.8687651068545367,35.0,HIC,
SEQ_CDR,ElasticNet,raw,1,3,0.5014005602240897,0.4624897398596228,0.49983407682643133,0.7140705987134268,35.0,HIC,
SEQ_CDR,PLS,raw,1,3,0.5456582633053222,0.498701092233505,0.5983610825959569,0.7928049899546405,35.0,HIC,
SEQ_CDR,Ridge_grid,raw,1,4,0.22529644268774704,0.22155530851905375,1.4407810293568826,1.8883708302646758,23.0,HIC,
SEQ_CDR,ElasticNet,raw,1,4,0.42786561264822137,0.26092553961670195,0.7200225718290044,1.051170810921773,23.0,HIC,
SEQ_CDR,PLS,raw,1,4,0.5701581027667983,0.3461856634969356,0.8459697189812071,1.2595675369383714,23.0,HIC,
SEQ_CDR,Ridge_grid,raw,2,0,0.4535573122529644,0.3868666884372688,1.1524814895600686,1.4197801047249778,23.0,HIC,
SEQ_CDR,ElasticNet,raw,2,0,0.5553359683794467,0.4483153696915872,0.5383614777444047,0.6871902121668821,23.0,HIC,
SEQ_CDR,PLS,raw,2,0,0.6116600790513834,0.5120550192822979,0.7485622839184372,0.9404109586408775,23.0,HIC,
SEQ_CDR,Ridge_grid,raw,2,1,-0.045112781954887216,-0.057967108406756535,1.1290592975912765,1.3270360452908283,20.0,HIC,
SEQ_CDR,ElasticNet,raw,2,1,0.431578947368421,0.3601803145636636,0.5437998447786113,0.7140052447848276,20.0,HIC,
SEQ_CDR,PLS,raw,2,1,0.1819548872180451,0.12635415105181788,0.8277760950957912,1.012066291459281,20.0,HIC,
SEQ_CDR,Ridge_grid,raw,2,2,0.2823960913167357,0.19459345914611437,0.743872797698423,1.0897956626262508,34.0,HIC,
SEQ_CDR,ElasticNet,raw,2,2,0.35039731460458606,0.26002615808259133,0.5442634630359195,0.8055868300804125,34.0,HIC,
SEQ_CDR,PLS,raw,2,2,0.32503056614215203,0.2493019032669811,0.6834004075825879,0.9894953329980962,34.0,HIC,
SEQ_CDR,Ridge_grid,raw,2,3,0.44285714285714284,0.4301142634682755,0.664331752331133,0.8687651068545367,35.0,HIC,
SEQ_CDR,ElasticNet,raw,2,3,0.5014005602240897,0.4624897398596228,0.49983407682643133,0.7140705987134268,35.0,HIC,
SEQ_CDR,PLS,raw,2,3,0.5456582633053222,0.498701092233505,0.5983610825959569,0.7928049899546405,35.0,HIC,
SEQ_CDR,Ridge_grid,raw,2,4,0.07117813877088497,0.27035506733571424,0.665714432972255,0.9448402650114666,50.0,HIC,
SEQ_CDR,ElasticNet,raw,2,4,0.1765525223493746,0.4307242040437938,0.7653099119363166,0.9186603598610041,50.0,HIC,
SEQ_CDR,PLS,raw,2,4,0.32616109338264493,0.49065507465994296,0.7968625896375905,0.9319553055693099,50.0,HIC,
SEQ_CDR,Ridge_grid,raw,3,0,0.44285714285714284,0.4301142634682755,0.664331752331133,0.8687651068545367,35.0,HIC,
SEQ_CDR,ElasticNet,raw,3,0,0.5014005602240897,0.4624897398596228,0.49983407682643133,0.7140705987134268,35.0,HIC,
SEQ_CDR,PLS,raw,3,0,0.5456582633053222,0.498701092233505,0.5983610825959569,0.7928049899546405,35.0,HIC,
SEQ_CDR,Ridge_grid,raw,3,1,0.40495110497259185,0.29460011073316184,0.7198631766759687,1.0421397724506463,34.0,HIC,
SEQ_CDR,ElasticNet,raw,3,1,0.4834963381635021,0.3727825038006985,0.5119123018156964,0.7667245776387868,34.0,HIC,
SEQ_CDR,PLS,raw,3,1,0.4376528168458502,0.3294489973305237,0.6545114409748793,0.9586892484768962,34.0,HIC,
SEQ_CDR,Ridge_grid,raw,3,2,0.14298064718011103,0.3029932322903332,0.6574371905246342,0.9390139889217665,50.0,HIC,
SEQ_CDR,ElasticNet,raw,3,2,0.26069833822426697,0.4937320006621227,0.6959684590190139,0.8623156349475536,50.0,HIC,
SEQ_CDR,PLS,raw,3,2,0.3250564394071184,0.520412862245954,0.7514397441700333,0.8931699448401749,50.0,HIC,
SEQ_CDR,Ridge_grid,raw,3,3,-0.045112781954887216,-0.057967108406756535,1.1290592975912765,1.3270360452908283,20.0,HIC,
SEQ_CDR,ElasticNet,raw,3,3,0.431578947368421,0.3601803145636636,0.5437998447786113,0.7140052447848276,20.0,HIC,
SEQ_CDR,PLS,raw,3,3,0.1819548872180451,0.12635415105181788,0.8277760950957912,1.012066291459281,20.0,HIC,
