scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,9,63,0.0009960967771506667,0.4879596007376006,39,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/primary_k0_lr1e-03_seed101.pt,649131418599f207,101
primary,1,0.001,1e-05,55,330,0.0008323493733352077,0.478480952869762,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/primary_k1_lr1e-03_seed101.pt,649131418599f207,101
primary,2,0.001,1e-05,25,175,0.0009652393605146844,0.36276944017410273,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/primary_k2_lr1e-03_seed101.pt,649131418599f207,101
primary,3,0.0001,1.0000000000000002e-06,74,518,7.086996075095289e-05,0.4578893995285034,104,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/primary_k3_lr1e-04_seed101.pt,649131418599f207,101
primary,4,0.001,1e-05,6,42,0.0009984740801978985,0.4708599860668182,36,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/primary_k4_lr1e-03_seed101.pt,649131418599f207,101
shadow,0,0.001,1e-05,18,126,0.00098245592213661,0.40046063440496266,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,649131418599f207,101
shadow,1,0.001,1e-05,38,266,0.0009187246438772938,0.4464974331855774,68,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,649131418599f207,101
shadow,2,0.0001,1.0000000000000002e-06,43,301,8.961267311259666e-05,0.4616288478374481,73,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,649131418599f207,101
shadow,3,0.0001,1.0000000000000002e-06,115,805,3.9701909550871155e-05,0.4733492820046165,145,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,649131418599f207,101
shadow,4,0.0001,1.0000000000000002e-06,60,420,8.022080115363127e-05,0.4103342275619507,90,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H054_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,649131418599f207,101
