experiment_code,scheme,fold,seed,initial_lr,eta_min,epoch,optimizer_step,train_loss,val_loss,val_mae,learning_rate,best_val_mae_so_far,best_epoch_so_far,epochs_since_improvement,is_best,stopped_early,numerical_failure
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,1,7,0.38662783905497883,0.3107947666818897,0.5471020246563534,1e-05,0.5471020246563534,1,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,2,14,0.4003542431497148,0.3106845136110981,0.5476409662420098,9.99938933078422e-06,0.5471020246563534,1,1,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,3,21,0.39790514005081995,0.3107078345492482,0.546960216175426,9.997557473810373e-06,0.546960216175426,3,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,4,28,0.39194825078759876,0.31090544754018384,0.5454178069143583,9.994504881061752e-06,0.5454178069143583,4,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,5,35,0.39035954219954355,0.31102237043281394,0.5445821570194127,9.990232305719944e-06,0.5445821570194127,5,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,6,42,0.4477159466062273,0.3109492709239324,0.5445987740718955,9.984740801978984e-06,0.5445821570194127,5,1,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,7,49,0.4542195882116045,0.3105798301597436,0.5460404984445281,9.978031724785247e-06,0.5445821570194127,5,2,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,8,56,0.40725086629390717,0.31053704892595607,0.5458427121711498,9.97010672950314e-06,0.5445821570194127,5,3,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,9,63,0.4153254138571875,0.3103962829336524,0.5464766743977862,9.960967771506666e-06,0.5445821570194127,5,4,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,10,70,0.3974437245300838,0.3103060793752472,0.546928802721428,9.950617105696961e-06,0.5445821570194127,5,5,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,11,77,0.39627103933266233,0.3104119012132287,0.545746073173754,9.939057285945933e-06,0.5445821570194127,5,6,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,12,84,0.3821060888460904,0.3106375603626172,0.5442958235307171,9.926291164466131e-06,0.5442958235307171,12,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,13,91,0.48365009256771635,0.3106451854109764,0.5440250956217446,9.91232189110701e-06,0.5440250956217446,13,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,14,98,0.393204112138067,0.31060323243339855,0.5440099813287906,9.897152912577742e-06,0.5440099813287906,14,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,15,105,0.47477386253220694,0.31078316643834114,0.5431602575128727,9.8807879715968e-06,0.5431602575128727,15,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,16,112,0.4088959688586848,0.3108243408302466,0.5428768428455698,9.8632311059685e-06,0.5428768428455698,16,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,17,119,0.6821340109620776,0.3109066629161437,0.5423554719867126,9.844486647586724e-06,0.5423554719867126,17,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,18,126,0.41996144716228756,0.3106753956526518,0.54287245016387,9.824559221366101e-06,0.5423554719867126,17,1,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,19,133,0.4215624247278486,0.3105033238728841,0.5433979247122098,9.803453744100868e-06,0.5423554719867126,17,2,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,20,140,0.8255927349839892,0.3101962795481086,0.5446601271195843,9.781175423251734e-06,0.5423554719867126,17,3,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,21,147,0.4053722715803555,0.30994922512521345,0.546054630163944,9.757729755661012e-06,0.5423554719867126,17,4,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,22,154,0.5664680940764291,0.3098803134635091,0.5464215924812084,9.73312252619635e-06,0.5423554719867126,17,5,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,23,161,0.39511763410908834,0.3099551312625408,0.545503319711396,9.707359806323418e-06,0.5423554719867126,17,6,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,24,168,0.394712005342756,0.3100750735029578,0.5444715596979313,9.680447952607845e-06,0.5423554719867126,17,7,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,25,175,0.3872549310326576,0.31010200673093397,0.5441346525712445,9.652393605146845e-06,0.5423554719867126,17,8,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,26,182,0.42197326038564953,0.3104474327216546,0.5425483742916221,9.62320368593087e-06,0.5423554719867126,17,9,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,27,189,0.396127068570682,0.311095271880428,0.5404686418013137,9.592885397135707e-06,0.5404686418013137,27,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,28,196,0.3833408221336348,0.31126634652415913,0.5399225621078951,9.561446219345455e-06,0.5399225621078951,28,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,29,203,0.412107629435403,0.31105004002650577,0.5404087915131538,9.528893909706798e-06,0.5399225621078951,28,1,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,30,210,0.43289818508284433,0.311255910123388,0.5398505741466174,9.495236500015048e-06,0.5398505741466174,30,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,31,217,0.39893928862043787,0.31143673571447533,0.5393535075332178,9.460482294732422e-06,0.5393535075332178,31,0,True,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,32,224,0.39062065428255927,0.3112077849606673,0.5398054046630858,9.424639868939035e-06,0.5393535075332178,31,1,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,33,231,0.4916166769606726,0.31038487267990905,0.5420596884525182,9.387718066217125e-06,0.5393535075332178,31,2,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,34,238,0.4118454871433122,0.30980927776545286,0.5442653348518138,9.349725996469047e-06,0.5393535075332178,31,3,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,35,245,0.3774591628462076,0.30980443209409714,0.5441391897490528,9.310673033669522e-06,0.5393535075332178,31,4,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,36,252,0.39642447446073803,0.30974943811694783,0.5442793220751212,9.270568813552757e-06,0.5393535075332178,31,5,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,37,259,0.39525581774900537,0.30988098960369825,0.5434347134214458,9.229423231234975e-06,0.5393535075332178,31,6,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,38,266,0.44861769676208496,0.3099423587943117,0.5429664015336468,9.18724643877294e-06,0.5393535075332178,31,7,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,39,273,0.4124743065663746,0.31039560337861377,0.5411813833063297,9.144048842659081e-06,0.5393535075332178,31,8,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,40,280,0.37973239350165905,0.310605035473903,0.5404165943030154,9.099841101253867e-06,0.5393535075332178,31,9,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,41,287,0.4313278155667441,0.31042072114845115,0.54082548939098,9.054634122155991e-06,0.5393535075332178,31,10,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,42,294,0.48540912355695454,0.3101845836887757,0.5414918476451526,9.0084390595111e-06,0.5393535075332178,31,11,False,False,False
EXP-H054,primary,0,101,1e-05,1.0000000000000001e-07,43,301,0.3988726075206484,0.30986297378937405,0.5424844203139795,8.961267311259668e-06,0.5393535075332178,31,12,False,False,False
