id,generator,n_atoms,R0_E,R0_F_rms,R0_F_q90,R0_F_max,R0_severe_clash,R0_all_clash,R0_min_heavy_dist,R1_E,R1_F_rms,R1_F_q90,R1_F_max,R1_severe_clash,R1_all_clash,R1_min_heavy_dist,delta_severe_clash,delta_F_rms,sidechain_heavy_RMSD,backbone_RMSD,converged,steps,final_fmax,optimizer,failure_mode
ADI-47308,abodybuilder2,3474,-865.8174438476562,0.7686739316432748,1.3330997919740002,2.710310676922399,9,9,1.3250517740894665,-893.6514282226562,0.4647062317250067,0.8547174621982226,2.0513174322532755,9,9,1.3250517740894665,0,-0.303967699918268,0.0716058887923469,0.0,False,200,0.2182900264654751,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47310,abodybuilder2,3439,-867.5779418945312,0.769057093259664,1.3390747339061315,2.600739671296136,9,9,1.326652819904351,-896.5042724609375,0.4569850494283581,0.8684530713148442,2.4766587904721886,9,9,1.326652819904351,0,-0.3120720438313058,0.0821041299998102,0.0,True,105,0.0996594806252639,FIRE,
ADI-47312,abodybuilder2,3392,-851.4260864257812,0.777970060014468,1.3496676903611324,2.6890182796258326,10,10,1.3285433868315009,-878.9935302734375,0.4699126160146432,0.8673431115510236,2.650016564095892,10,10,1.3285433868315009,0,-0.3080574439998248,0.0704959577463962,0.0,False,200,0.1806008632694871,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47316,abodybuilder2,3443,-883.7794189453125,0.7762550649464188,1.3237702936111184,2.8074531091474944,10,10,1.3238536641799217,-908.9418334960938,0.4843125448207379,0.898303723089969,2.257687955503351,10,10,1.3238536641799217,0,-0.2919425201256809,0.0607649967104779,0.0,True,157,0.0999421667185933,FIRE,
ADI-37124,esmfold,3467,-619.2356567382812,3.2886187718212003,4.14710302630123,19.051995953982026,0,2,1.8524550394082695,-888.4186401367188,1.3040370082629371,1.6267814018347833,17.587365829055656,0,0,2.03153823135016,0,-1.9845817635582632,0.2270935642690279,0.0,False,200,0.2380798036833835,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-38498,esmfold,3522,-595.1423950195312,3.3053519878328266,4.187647922146399,18.116346108702032,0,3,1.885201643241347,-874.4769897460938,1.3283126443644169,1.7466597284736345,16.557260705509393,0,0,2.030157519873132,0,-1.9770393434684097,0.2657555051998118,0.0,False,200,1.0852665115459006,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-38500,esmfold,3376,-596.5678100585938,3.4267065007031934,4.185499397855855,27.02960293181079,0,4,1.735285999077843,-871.2684936523438,1.2533420096486572,1.591640235335788,16.338091116011725,0,0,2.031035298828763,0,-2.173364491054536,0.2581258047140669,0.0,False,200,0.4168742299679649,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-38502,esmfold,3478,-583.0669555664062,3.4526238066714607,4.180171975068441,27.860236073481666,0,1,1.835681038561562,-861.3334350585938,1.2352524785077874,1.675882780037789,14.579997844286272,0,0,2.032816154993092,0,-2.217371328163673,0.2427773502654477,0.0,False,200,0.6416020708091198,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45368,esmfold,3512,-565.3585815429688,3.481531472840785,4.182395766396692,32.697991606907344,0,2,1.7738530160121495,-856.05078125,1.2475546934973911,1.5697937512424214,13.96334043206017,0,0,2.036507949885571,0,-2.2339767793433936,0.1846474067592129,0.0,True,198,0.0948078226174131,FIRE,
ADI-45373,esmfold,3460,-630.9354248046875,3.2648904192807127,4.16389325797074,11.785367115748588,0,1,1.8084032775515315,-891.6588134765625,1.2110455762123558,1.5853674825984612,10.864242666795182,0,0,2.0333440981162787,0,-2.053844843068357,0.2532576709924531,0.0,False,200,0.6308605816710289,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45378,esmfold,3620,-635.3701782226562,3.387824620922597,4.194483622313109,27.80495612055982,0,1,1.9207980929512656,-921.9177856445312,1.1775431131404537,1.5625535045108525,10.2832874222999,0,0,2.032909506238725,0,-2.210281507782144,0.2398892457833561,0.0,False,200,1.0305271104396037,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45382,esmfold,3603,-625.2880249023438,3.305361732632946,4.204156149164938,13.23259086776232,0,2,1.842127466109414,-911.6344604492188,1.2679045641209383,1.577039228002566,12.418819184642809,0,0,2.03299462615379,0,-2.0374571685120078,0.253576914319305,0.0,False,200,0.7275493108787411,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45388,esmfold,3494,-606.3526000976562,3.3986390606978145,4.166796772466995,32.88299855101012,2,5,1.2571272053951863,-897.6036376953125,1.200527323260915,1.5518666205118534,10.991383766596533,0,0,2.034706572988488,-2,-2.1981117374368995,0.2431782321884655,0.0,False,200,0.8078384774529634,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45390,esmfold,3388,-586.507080078125,3.467318472961627,4.209068116166975,27.720559364669946,0,3,1.756888105890869,-857.1897583007812,1.2455690751291544,1.5584055933266792,12.46476850413041,0,2,1.756888105890869,0,-2.2217493978324727,0.2364971446484292,0.0,False,200,0.4389853027953426,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45393,esmfold,3460,-620.4534912109375,3.3858753141061677,4.213666281866296,26.848684431623106,0,0,2.011465527906007,-890.5418090820312,1.2508707423865777,1.6321914417812855,16.204734484669522,0,0,2.0362310809079665,0,-2.13500457171959,0.2207268041197449,0.0,False,200,0.1196260979766769,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45397,esmfold,3322,-590.403076171875,3.2454531069519885,4.1458943783147495,10.993339039662157,0,2,1.804040028303589,-841.5811767578125,1.160510113472145,1.5269659250179106,10.08451541044294,0,0,2.030442544085997,0,-2.084942993479844,0.2171157685202686,0.0,False,200,0.1973483736798348,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45404,esmfold,3528,-591.93505859375,3.40026603045454,4.199097184858427,25.53623757465441,0,2,1.912015962181964,-875.4414672851562,1.304730630139328,1.6470215025777393,13.693160310564792,0,0,2.031977724286452,0,-2.095535400315212,0.2516217312372201,0.0,False,200,0.9526246020497798,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45406,esmfold,3440,-591.5127563476562,3.305920172756819,4.184260944386358,14.883487094585188,0,2,1.7293126756373884,-865.1467895507812,1.2628048843088593,1.6067841984235247,13.54120185047592,0,0,2.032685901873456,0,-2.04311528844796,0.2518518246415672,0.0,False,200,1.6702558484658885,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45408,esmfold,3459,-602.0358276367188,3.3884985285107154,4.161836200511281,26.43517113259325,0,1,1.900062050976263,-873.5512084960938,1.221212895505517,1.5407503182912456,14.45175172353333,0,0,2.033835376533305,0,-2.167285633005198,0.2329013378212303,0.0,False,200,1.3745364661515385,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45410,esmfold,3549,-624.1002197265625,3.2860848639751854,4.165520810345655,19.45335459134682,0,1,1.8526753747334432,-899.2388305664062,1.2840146316178018,1.593076522657726,20.333461595671537,0,0,2.033829579904541,0,-2.002070232357384,0.2480754425140288,0.0,False,200,0.8503673192089634,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45422,esmfold,3498,-597.0335693359375,3.4229379316367674,4.16769179849069,26.89965011597157,0,1,1.86554251632613,-876.1063842773438,1.289393714434502,1.500469503325644,12.537354994278264,0,0,2.0331878491884257,0,-2.1335442172022656,0.2459288836550868,0.0,False,200,0.367358451569078,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45428,esmfold,3534,-585.24951171875,3.400266959494437,4.13925134165199,35.82548305685422,1,11,1.1953434953663642,-889.74267578125,1.1911696261719131,1.6479384081133257,9.363041857747138,0,0,2.0271568401666915,-1,-2.209097333322524,0.1918884635045585,0.0,False,200,0.2776358747808253,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45430,esmfold,3535,-596.7613525390625,3.315917797537513,4.187327531733591,13.250208490048792,0,1,1.915117413940792,-873.583251953125,1.2637054462970707,1.550593168791271,12.03936118849409,0,0,2.032086181045609,0,-2.0522123512404424,0.2324541667490731,0.0,False,200,0.6218725656815258,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45435,esmfold,3647,-630.64453125,3.267641761672981,4.13552770535804,13.538669959305391,0,2,1.5574712088826947,-911.189453125,1.1653677114841792,1.5734228150729646,11.162022364363969,0,0,2.0343107993694867,0,-2.102274050188802,0.2314689171248335,0.0,False,200,1.4581197574620812,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45439,esmfold,3432,-561.86181640625,3.419245448099016,4.218845007889834,25.42028287114053,0,2,1.833511926161257,-838.0584106445312,1.403967964311031,1.7500281226515122,14.27451213163484,0,1,1.833511926161257,0,-2.015277483787985,0.2434605042172245,0.0,False,200,0.8249404240130412,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45442,esmfold,3430,-599.343505859375,3.4393872838821324,4.202634611126567,27.201305644405483,0,1,1.929521728251068,-866.7123413085938,1.3350403079037736,1.568350337943307,12.021845411151295,0,0,2.035363145523454,0,-2.104346975978359,0.2307643670117365,0.0,False,200,0.5033817334145025,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45448,esmfold,3491,-597.4849243164062,3.250860734371672,4.145512531235047,10.280411638759013,0,2,1.7788132846344262,-863.7739868164062,1.1596651559681928,1.5157642203773447,10.068458607430063,0,0,2.0304826061224674,0,-2.091195578403479,0.2512186827277111,0.0,False,200,1.100906968326797,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45451,esmfold,3594,-603.6104125976562,3.401460283224142,4.198083020144057,25.678338580661784,0,4,1.8831712090360917,-897.8924560546875,1.2688617400290745,1.7376873854992936,11.767769532018844,0,0,2.031427115491625,0,-2.132598543195068,0.2618033460114847,0.0,False,200,1.1048791312092203,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45453,esmfold,3424,-549.1776123046875,3.363044353737746,4.270397579794882,14.276351627559247,1,6,1.3107378451811114,-856.1941528320312,1.2179494518709315,1.6613277931508712,10.37661005146262,0,0,2.032444459710088,-1,-2.1450949018668144,0.2702184267302075,0.0,False,200,1.318571427438682,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45455,esmfold,3424,-599.2619018554688,3.459047259704805,4.199636774821976,27.790513040904923,0,2,1.7054625563525094,-877.0910034179688,1.2412953076758186,1.5775847429018723,12.408794611590888,0,0,2.035178482368052,0,-2.2177519520289866,0.2344270528045417,0.0,False,200,0.659964289340964,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45459,esmfold,3384,-582.2466430664062,3.4185776643573003,4.175954162785974,27.85088205660056,0,3,1.7908612027297983,-856.5542602539062,1.2412431014329908,1.624675365941827,11.369351864934483,0,2,1.8149303075394736,0,-2.177334562924309,0.2546310969298839,0.0,False,200,0.6127811478552142,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45461,esmfold,3691,-617.0384521484375,3.425605315350032,4.1801271398193,27.752650300513537,1,3,1.452559530289091,-914.689453125,1.22548722837535,1.5733336517761332,12.33619911091863,1,1,1.452559530289091,0,-2.200118086974682,0.2539159458660804,0.0,False,200,1.014222112941394,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45464,esmfold,3442,-581.4747314453125,3.337740916866511,4.199030442876654,15.264156241805669,0,3,1.7937916427553016,-855.3799438476562,1.2897069377225876,1.5600112793136378,13.16970614483688,0,0,2.0321583756088253,0,-2.0480339791439235,0.2477489569056816,0.0,False,200,0.7552112417324647,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45469,esmfold,3447,-596.1478881835938,3.288343836194989,4.1375684466330735,17.465383825670916,0,2,1.806274796337754,-862.252685546875,1.2465024449638653,1.712068862789494,15.195668826101,0,0,2.0301198966520744,0,-2.041841391231124,0.2251610787498024,0.0,False,200,0.6600684475508032,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45472,esmfold,3381,-588.4840087890625,3.4240282745095807,4.235149850680044,27.379998821867204,0,2,1.8419912411528192,-856.8446655273438,1.2916040485322882,1.6622124219968903,12.459710713827423,0,0,2.032457086877851,0,-2.1324242259772923,0.2650071372636493,0.0,False,200,5.227736559774899,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45477,esmfold,3552,-625.7919921875,3.295962418945432,4.155553135456521,15.569897998634628,0,1,1.945618371555142,-896.8553466796875,1.265345959750417,1.6002690642428803,14.720683831517505,0,0,2.0330985624662112,0,-2.0306164591950147,0.2639247745764097,0.0,False,200,0.6682233566154887,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45480,esmfold,3458,-589.5594482421875,3.29426910213258,4.183305964182216,11.85224073231782,0,1,1.888263128244456,-855.8160400390625,1.2141154967136654,1.5485453882881164,11.631575802939974,0,0,2.0329356153135207,0,-2.0801536054189143,0.2325370496520588,0.0,False,200,0.5802454585256814,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45485,esmfold,3282,-573.9254150390625,3.257406421461889,4.131495874170773,13.070015705496546,0,1,1.781811607346982,-828.8657836914062,1.161732037903097,1.6386566856443128,9.29524867294476,0,0,2.030570151523341,0,-2.095674383558792,0.2542632352207526,0.0,False,200,0.4291441630003479,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
