id,VH_ca_rmsd_median,VL_ca_rmsd_median,mean_ca_rmsd_median,VH_ca_rmsf_mean,VL_ca_rmsf_mean,mean_ca_rmsf_mean,max_ca_rmsf_q90,VH_rg_mean,VL_rg_mean,mean_rg_sd,VH_contact_mean_occ,VL_contact_mean_occ,mean_contact_frac_persistent,mean_contact_frac_labile,mean_contact_occ_entropy,VH_rmsf_cdr_mean,VL_rmsf_cdr_mean,VH_rmsf_fw_mean,VL_rmsf_fw_mean,VH_rmsf_cdr3_mean,VL_rmsf_cdr3_mean,absdiff_ca_rmsf_mean,absdiff_rg_mean,max_ca_rmsd_q90,mean_ca_rmsf_q90,n_features
ADI-45406,1.0008150041103363,0.8337087631225586,0.9172618836164474,0.5870772004127502,0.4848911166191101,0.5359841585159302,1.042670488357544,1.3962541241612096,1.3073274885392279,0.028103918149908112,0.04287138584247258,0.054860592481951714,0.014890089147898244,0.0409660142585154,0.07419615786785906,0.6276885271072388,0.5086740255355835,0.5732425451278687,0.48008111119270325,0.6978139877319336,0.5533588528633118,0.10218608379364014,0.08892663562198178,1.2095996975898742,0.9405950605869293,25
ADI-45407,0.7144648730754852,1.5752812027931213,1.1448730379343033,0.4153556823730469,1.0101317167282104,0.7127436995506287,1.3669800758361816,1.3581830428889803,1.3837063757724892,0.055508709959427624,0.04709388971684054,0.04531828601657556,0.009348326784988484,0.10138415316234539,0.07965792680132311,0.3000532388687134,0.9055232405662537,0.4584357440471649,1.0362838506698608,0.28167110681533813,0.7579185962677002,0.5947760343551636,0.025523332883508942,1.651904582977295,1.0645146667957306,25
ADI-45408,0.8858985304832458,1.257009744644165,1.0714541375637054,0.5894191265106201,0.7454931139945984,0.6674561202526093,1.053570032119751,1.3555543660041183,1.3929235373790474,0.05563942621854061,0.043287447185498165,0.04870725604670559,0.007423290023045191,0.09204972159458219,0.08345275887087789,0.6522229909896851,0.6722497940063477,0.570094883441925,0.7652441263198853,0.7811881899833679,0.7257046699523926,0.15607398748397827,0.03736917137492912,1.5327786207199097,1.0209048390388489,25
ADI-45409,,1.2482903003692627,1.2482903003692627,0.0,0.6836410760879517,0.34182053804397583,1.0739915370941162,1.4302222510047828,1.3369899795057494,0.009011076096466014,0.04366640440597954,0.04317587752053771,0.021926555451682823,0.0703883495145631,0.04112208143991609,0.0,0.5649373531341553,0.0,0.7076486945152283,0.0,0.5892218947410583,0.6836410760879517,0.09323227149903346,1.3129034638404846,0.5369957685470581,25
ADI-45410,0.5243220627307892,1.5291650891304016,1.0267435759305954,0.3199284076690674,0.9700291156768799,0.6449787616729736,1.314508080482483,1.3696090366961176,1.380013821128089,0.022197460496241286,0.042311390855844046,0.04262820512820513,0.009231143888893692,0.09830596888031978,0.06634951014112157,0.354064017534256,0.7546967267990112,0.30642420053482056,1.0159989595413208,0.3781295418739319,0.749396800994873,0.6501007080078125,0.010404784431971459,1.6662644743919373,0.950170636177063,25
ADI-45411,1.1753429174423218,0.739847719669342,0.9575953185558319,0.6691244840621948,0.4866357147693634,0.5778800994157791,1.0507457256317139,1.3571584667770236,1.3058140302183348,0.031208970605044163,0.04871138022046266,0.050432022570975135,0.01089550112792182,0.09744039127754328,0.0800755404977954,0.5790017247200012,0.5241092443466187,0.6948738694190979,0.47830823063850403,0.696919322013855,0.576770544052124,0.18248876929283142,0.05134443655868881,1.2744311094284058,0.9408167004585266,25
ADI-45422,0.8291999995708466,1.0686739087104797,0.9489369541406631,0.5843075513839722,0.7576307654380798,0.670969158411026,1.144058346748352,1.3717570499636162,1.3107235684090213,0.021153325836012787,0.04412160344363735,0.051536388140161725,0.008607510800930543,0.05106576049031701,0.08611283739067607,0.5540146231651306,0.8185604810714722,0.5946272015571594,0.7439387440681458,0.6646648645401001,0.6787005066871643,0.17332321405410767,0.06103348155459498,1.461921489238739,1.0794901847839355,25
ADI-45425,0.8280395865440369,1.3960869312286377,1.1120632588863373,0.4649992883205414,0.8686060309410095,0.6668026596307755,1.1579560041427612,1.3794645025743806,1.3028673913272752,0.03414529244762704,0.04354448696711791,0.048701973001038415,0.006064240970278556,0.04290973122692771,0.08616276086049077,0.39134708046913147,0.8154227137565613,0.4933270514011383,0.8825061917304993,0.41253039240837097,0.887130081653595,0.40360674262046814,0.07659711124710533,1.4897488236427308,1.0196072459220886,25
ADI-45428,1.100886046886444,0.8172271251678467,0.9590565860271454,0.7140851616859436,0.3490560054779053,0.5315705835819244,1.0861432552337646,1.4037435360181039,1.3270351401508353,0.011595202072382457,0.04106666666666667,0.05145955924772125,0.01309182613855511,0.05690243781832567,0.06269002924882144,0.8889564871788025,0.2440708428621292,0.6410620212554932,0.3764953315258026,1.0053983926773071,0.19611382484436035,0.36502915620803833,0.07670839586726852,1.599937343597412,0.887281209230423,25
ADI-45429,0.5695026516914368,1.4299662113189697,0.9997344315052032,0.335865318775177,1.0550023317337036,0.6954338252544403,1.4220831394195557,1.3702263916063362,1.3487107988162859,0.047886986949920274,0.044283585267191825,0.04801468757779437,0.01064450900769683,0.04082137351023089,0.08085739976430428,0.2771250307559967,1.134854793548584,0.3578123152256012,1.038852334022522,0.2776101529598236,0.9514553546905518,0.7191370129585266,0.02151559279005033,1.6374354124069213,1.0005383491516113,25
ADI-45430,1.4841039180755615,1.180555820465088,1.3323298692703247,0.6546649932861328,0.6518499851226807,0.6532574892044067,1.1601191759109497,1.4227988148809865,1.3271039187761045,0.020727667158133723,0.03751991887585108,0.05054211843202669,0.007594152594930079,0.08238165538740877,0.05432942839346174,0.47044822573661804,0.4890972673892975,0.7153957486152649,0.6957383751869202,0.4168055057525635,0.4507862329483032,0.0028150081634521484,0.09569489610488202,1.4841039180755615,1.155432403087616,25
ADI-45433,0.791102945804596,1.3570170402526855,1.0740599930286407,0.484133780002594,0.6238561868667603,0.5539949834346771,1.0121872425079346,1.3754008389994827,1.382024805643785,0.04921486588901867,0.04043683589138134,0.038617527772879565,0.00915446039562357,0.0547438686896214,0.05198239423453041,0.5394439697265625,0.470816969871521,0.4640762507915497,0.6599665284156799,0.7083146572113037,0.43695130944252014,0.13972240686416626,0.006623966644302204,1.3570170402526855,0.9684952199459076,25
ADI-45435,1.3130178451538086,,1.3130178451538086,0.5578543543815613,0.0,0.27892717719078064,1.0943169593811035,1.4081826186047373,1.3481426145647908,0.015136681432273258,0.04271624683459949,0.04837364470391994,0.031117383460849746,0.028855124616819938,0.02001523627952363,0.5360691547393799,0.0,0.566233217716217,0.0,0.470529705286026,0.0,0.5578543543815613,0.06004000403994647,1.3130178451538086,0.5471584796905518,25
ADI-45438,1.311315894126892,0.6257672905921936,0.9685415923595428,0.5935301780700684,0.3562658131122589,0.47489799559116364,0.9781405925750732,1.371053436469773,1.2953906725416726,0.04376271648214893,0.049035812672176306,0.055389594224545674,0.012310490333438258,0.07062469010836178,0.06644757166125528,0.7492532730102539,0.5046643018722534,0.5370591878890991,0.32625266909599304,0.9439449310302734,0.5348783731460571,0.23726436495780945,0.07566276392810045,1.311315894126892,0.7789929211139679,25
ADI-45439,1.2445902824401855,1.0170287489891052,1.1308095157146454,0.5762266516685486,0.6923105120658875,0.634268581867218,1.1762603521347046,1.4643706402886947,1.3750358585359068,0.06395230134033922,0.03744748660002897,0.049327856609410005,0.009047353830964165,0.04409138984176009,0.06646665895218497,0.4138256311416626,0.6035678386688232,0.629765510559082,0.7102584838867188,0.42776942253112793,0.5302590131759644,0.11608386039733887,0.08933478175278786,1.4770871877670289,1.0500317811965942,25
ADI-45440,1.0983842611312866,1.4108044505119324,1.2545943558216095,0.6086416840553284,0.8203517198562622,0.7144967019557953,1.256857991218567,1.344716740842399,1.3915619325858595,0.027157085927621925,0.0434407796101949,0.044349255797853926,0.0030447912077190896,0.13305195792550245,0.07739030846715063,0.5049378871917725,0.7496879696846008,0.6405506134033203,0.8388206958770752,0.3471658229827881,0.5598843693733215,0.21171003580093384,0.04684519174346047,1.5376238822937012,1.1774259805679321,25
ADI-45442,1.572534441947937,0.8981322050094604,1.2353333234786987,0.9218486547470093,0.5883736610412598,0.7551111578941345,1.3382148742675781,1.4331299457237658,1.3372059885549643,0.044741000948945175,0.039690452452167305,0.04945054945054945,0.004263217672988361,0.080548190593056,0.08173226636488974,0.8098194599151611,0.51734858751297,0.9600124359130859,0.6035363078117371,0.8158693313598633,0.4992958605289459,0.3334749937057495,0.09592395716880153,1.6013179540634155,1.099307894706726,25
ADI-45447,1.4082788228988647,1.1293822526931763,1.2688305377960205,0.799034833908081,0.7077155709266663,0.7533752024173737,1.2851662635803223,1.431338917964197,1.3178697402710093,0.03533812864572371,0.04394224733207784,0.05120879120879121,0.008231928147182384,0.07059870449700958,0.08054217075033926,0.9074262976646423,0.8476336598396301,0.7633013129234314,0.6778454184532166,1.1496199369430542,0.9551963806152344,0.0913192629814148,0.11346917769318776,1.513198161125183,1.173452615737915,25
ADI-45448,0.23186156153678894,0.2189517691731453,0.22540666535496712,0.13542351126670837,0.12471270561218262,0.1300681084394455,0.2572632133960724,1.3775965110957846,1.3479005746066641,0.014464669594657076,0.04496814092953523,0.05165859667006456,0.038603251890874136,0.01748009787155352,0.0219165700887893,0.18850719928741455,0.21235819160938263,0.11909007281064987,0.10080938786268234,0.20989646017551422,0.2277279645204544,0.010710805654525757,0.0296959364891205,0.30047200918197636,0.25196313858032227,25
ADI-45450,,1.0911841988563538,1.0911841988563538,0.0,0.6369447708129883,0.31847238540649414,1.044142723083496,1.3490185158816521,1.330065292760845,0.02974594790193741,0.051274362818590706,0.048966756513926325,0.027793515641101284,0.07133872416891285,0.041399365482563885,0.0,0.7031251192092896,0.0,0.6220727562904358,0.0,0.8085454106330872,0.6369447708129883,0.01895322312080716,1.2770897150039673,0.522071361541748,25
ADI-45451,,1.1351346969604492,1.1351346969604492,0.0,0.704625129699707,0.3523125648498535,1.1530574560165405,1.3281849983609395,1.350061716587953,0.03185874820499626,0.04864720778355325,0.04759521823742007,0.029494579704954272,0.023936613844870724,0.040513642337147306,0.0,0.5867695808410645,0.0,0.7364063858985901,0.0,0.7433909773826599,0.704625129699707,0.021876718227013425,1.3242278337478637,0.5765287280082703,25
ADI-45452,0.7635296583175659,1.196205735206604,0.979867696762085,0.44499900937080383,0.745897650718689,0.5954483300447464,1.1400138139724731,1.3705035655289088,1.3166425296690498,0.03074343892329668,0.05122310639552019,0.048767737117251686,0.01673169203299769,0.033043115609235466,0.07631108153608632,0.5000178813934326,0.975235104560852,0.427465558052063,0.6995148062705994,0.33639466762542725,1.1052426099777222,0.30089864134788513,0.05386103585985902,1.3753652572631836,0.9850541055202484,25
ADI-45453,0.7333405911922455,0.62894606590271,0.6811433285474777,0.41861993074417114,0.5484524965286255,0.4835362136363983,0.9022047519683838,1.3632934220354909,1.2884461058086918,0.03889205056087784,0.04509283819628647,0.05447162061239731,0.014581348235516298,0.08183395854972689,0.06676023414713483,0.41075393557548523,0.6037663221359253,0.4211266338825226,0.5372654795646667,0.2555616796016693,0.7104324698448181,0.12983256578445435,0.07484731622679908,1.5089103937149049,0.8026489019393921,25
ADI-45454,0.9598433971405029,0.8896903097629547,0.9247668534517288,0.5844156742095947,0.5544323325157166,0.5694240033626556,0.9431319832801819,1.423817871388539,1.3504857247856856,0.07613623596473179,0.04809381379670512,0.04724770642201835,0.011887642208605923,0.0539890871885713,0.07838880444468593,0.6004737019538879,0.47975805401802063,0.578945517539978,0.5745692253112793,0.7225991487503052,0.6876651644706726,0.029983341693878174,0.07333214660285337,1.1292744517326356,0.9418335258960724,25
ADI-45455,0.6439988613128662,1.0845608711242676,0.8642798662185669,0.36933454871177673,0.594418466091156,0.48187650740146637,1.0029133558273315,1.344063778419374,1.2694582152172942,0.02241479035015636,0.050140056022408966,0.04684037136867325,0.01458036044606522,0.07018392262565404,0.06264486823013844,0.3674689531326294,0.6759295463562012,0.36999061703681946,0.5761013627052307,0.2903934121131897,0.7206617593765259,0.22508391737937927,0.0746055632020799,1.2457036972045898,0.8617812693119049,25
ADI-45456,0.752722293138504,1.194480299949646,0.973601296544075,0.4784924387931824,0.8525502681732178,0.6655213534832001,1.1570475101470947,1.358538119449913,1.3378402378398984,0.05832483069289682,0.045673825085589786,0.04791355489171023,0.007889317041230234,0.06346310742370137,0.08919880024034593,0.5057949423789978,0.8981025218963623,0.46889153122901917,0.8433375954627991,0.6052175760269165,1.044015645980835,0.3740578293800354,0.020697881610014734,1.6199063301086425,0.941176176071167,25
ADI-45459,0.6186160445213318,0.6007911562919617,0.6097036004066467,0.42343735694885254,0.3542307913303375,0.38883407413959503,0.7996436953544617,1.3442288822687964,1.3349698507236556,0.018092635382983384,0.046700991609458425,0.05124757538353024,0.014325604555192079,0.06486287710259525,0.06657675028652973,0.5491723418235779,0.38814279437065125,0.3861314058303833,0.3457527458667755,0.7590371966362,0.46611613035202026,0.06920656561851501,0.00925903154514085,0.9723137319087982,0.7396719455718994,25
ADI-45460,1.5355666875839233,0.6006665229797363,1.0681166052818298,0.6727675199508667,0.3591552674770355,0.5159613937139511,1.237055778503418,1.3768395194410428,1.3364818982058206,0.02356449655284703,0.039239424583392676,0.04981761056527411,0.011704982959443876,0.06108733336163197,0.056613442087361035,0.6288955211639404,0.44094714522361755,0.6877129673957825,0.33777788281440735,0.757326066493988,0.4707849323749542,0.3136122524738312,0.04035762123522213,1.5355666875839233,0.9367974698543549,25
ADI-45461,1.3292224407196045,1.4005546569824219,1.3648885488510132,0.8468852043151855,0.9296059012413025,0.888245552778244,1.3275399208068848,1.402287935914229,1.3441898625093138,0.04128175064248377,0.04283591223009004,0.04731566428814135,0.001966955153422502,0.10382388646812384,0.09146218969229891,0.7139535546302795,0.9854370355606079,0.8994734883308411,0.9151777029037476,0.6635193228721619,0.6993119716644287,0.08272069692611694,0.05809807340491524,1.512562918663025,1.302860975265503,25
