experiment_code,scheme,fold,seed,initial_lr,eta_min,epoch,optimizer_step,train_loss,val_loss,val_mae,learning_rate,best_val_mae_so_far,best_epoch_so_far,epochs_since_improvement,is_best,stopped_early,numerical_failure
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,1,7,0.5069458186626434,0.5600346922874451,3.42235195275509,1e-05,3.42235195275509,1,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,2,14,0.5978881163256509,0.536637415488561,3.3860663211706914,9.99938933078422e-06,3.3860663211706914,2,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,3,21,0.5120391547679901,0.5207402507464091,3.367520881421638,9.997557473810373e-06,3.367520881421638,3,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,4,28,0.490606389939785,0.5173261960347494,3.362921512488163,9.994504881061752e-06,3.362921512488163,4,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,5,35,0.49035386314582347,0.5125899712244669,3.356716271602746,9.990232305719944e-06,3.356716271602746,5,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,6,42,0.608754928622927,0.5072977940241495,3.3496593128551138,9.984740801978984e-06,3.3496593128551138,6,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,7,49,0.5009383069617408,0.5038036604722341,3.345498749704072,9.978031724785247e-06,3.345498749704072,7,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,8,56,0.4894050257280469,0.500045915444692,3.3432196414831914,9.97010672950314e-06,3.3432196414831914,8,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,9,63,0.6468607229845864,0.5004812479019165,3.342742919921875,9.960967771506666e-06,3.342742919921875,9,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,10,70,0.5228956065007618,0.5026555955410004,3.343098495945786,9.950617105696961e-06,3.342742919921875,9,1,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,11,77,0.5026994885078498,0.5014097491900126,3.3419335105202417,9.939057285945933e-06,3.3419335105202417,11,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,12,84,0.5002104703869138,0.5022012492020925,3.341604059392756,9.926291164466131e-06,3.341604059392756,12,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,13,91,0.5389936310904366,0.5025927523771921,3.3413606123490767,9.91232189110701e-06,3.3413606123490767,13,0,True,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,14,98,0.5796212809426444,0.5038444300492605,3.342317060990767,9.897152912577742e-06,3.3413606123490767,13,1,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,15,105,0.5756569675036839,0.5052276055018107,3.3437000621448862,9.8807879715968e-06,3.3413606123490767,13,2,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,16,112,0.5075383399214063,0.5116851429144541,3.3513706091678506,9.8632311059685e-06,3.3413606123490767,13,3,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,17,119,0.6988226005009243,0.5115854740142822,3.350869149872751,9.844486647586724e-06,3.3413606123490767,13,4,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,18,126,0.49631045013666153,0.5157986680666605,3.355582266142874,9.824559221366101e-06,3.3413606123490767,13,5,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,19,133,0.459095368960074,0.5201970736185709,3.3603959517045454,9.803453744100868e-06,3.3413606123490767,13,6,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,20,140,0.4785807334950992,0.5170300602912903,3.3561981663559424,9.781175423251734e-06,3.3413606123490767,13,7,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,21,147,0.4909698729004179,0.5231827795505524,3.3629011674360796,9.757729755661012e-06,3.3413606123490767,13,8,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,22,154,0.5618357488087246,0.5211663643519083,3.3600688125147964,9.73312252619635e-06,3.3413606123490767,13,9,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,23,161,0.5551300432000842,0.5241842269897461,3.363139990604285,9.707359806323418e-06,3.3413606123490767,13,10,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,24,168,0.4515230691592608,0.5256406664848328,3.3643789580374053,9.680447952607845e-06,3.3413606123490767,13,11,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,25,175,0.4850982597896031,0.5304683347543081,3.3694938890861743,9.652393605146845e-06,3.3413606123490767,13,12,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,26,182,0.49149408510753084,0.5296133557955424,3.3682415124141807,9.62320368593087e-06,3.3413606123490767,13,13,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,27,189,0.5071747004985809,0.5244829853375753,3.362049680767637,9.592885397135707e-06,3.3413606123490767,13,14,False,False,False
EXP-T140,primary,0,101,1e-05,1.0000000000000001e-07,28,196,0.4887837767601013,0.5207236508528391,3.357131726814039,9.561446219345455e-06,3.3413606123490767,13,15,False,False,False
