scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,63,441,7.832312720368048e-05,2.517527031176018,93,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/primary_k0_lr1e-04_seed101.pt,64500a0fb991b506,101
primary,1,0.01,0.0001,2,12,0.00999938933078422,3.458685441450639,32,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/primary_k1_lr1e-02_seed101.pt,64500a0fb991b506,101
primary,2,0.001,1e-05,51,357,0.000855017856687341,3.0451531410217285,81,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/primary_k2_lr1e-03_seed101.pt,64500a0fb991b506,101
primary,3,0.0001,1.0000000000000002e-06,82,574,6.505499609899905e-05,2.1001198291778564,112,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/primary_k3_lr1e-04_seed101.pt,64500a0fb991b506,101
primary,4,0.001,1e-05,94,658,0.0005593184839900675,2.640172243118286,124,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/primary_k4_lr1e-03_seed101.pt,64500a0fb991b506,101
shadow,0,0.0001,1.0000000000000002e-06,48,336,8.711173920144117e-05,2.3765533909653174,78,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,64500a0fb991b506,101
shadow,1,0.001,1e-05,17,119,0.0009844486647586723,2.715498208999634,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,64500a0fb991b506,101
shadow,2,0.001,1e-05,19,133,0.0009803453744100868,3.0879781246185303,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,64500a0fb991b506,101
shadow,3,0.001,1e-05,8,56,0.000997010672950314,3.449915568033854,38,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,64500a0fb991b506,101
shadow,4,0.0001,1.0000000000000002e-06,80,560,6.65339122008084e-05,2.708766222000122,110,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T140_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,64500a0fb991b506,101
