candidate_id,feature,type,diagnostic_only,wasserstein_norm,ks,smd,js,imbalance
CURRENT_BASELINE_SPLIT,C_vl_germline_distance,continuous,False,0.21372184317281728,0.11111111111111105,0.10198071817208558,,0.10198071817208558
CURRENT_BASELINE_SPLIT,C_combined_germline_distance,continuous,False,0.1348956335551514,0.12345679012345684,0.02054689693592583,,0.02054689693592583
CURRENT_BASELINE_SPLIT,vh_len,continuous,False,0.15760904819895993,0.07407407407407407,0.042179953156278975,,0.042179953156278975
CURRENT_BASELINE_SPLIT,vl_len,continuous,False,0.22222222119658133,0.07407407407407396,0.10774972657912063,,0.10774972657912063
CURRENT_BASELINE_SPLIT,H_CDR3_len,continuous,False,0.1573929766873946,0.09876543209876543,0.015335593521641879,,0.015335593521641879
CURRENT_BASELINE_SPLIT,L_CDR3_len,continuous,False,0.21596220834551808,0.08641975308641969,0.1614992113684713,,0.1614992113684713
CURRENT_BASELINE_SPLIT,nearest_train_VH_identity,continuous,False,0.1563660255712415,0.1111111111111111,0.11540406490475576,,0.11540406490475576
CURRENT_BASELINE_SPLIT,nearest_train_VL_identity,continuous,False,0.1702109923071527,0.11111111111111105,0.10654152940156829,,0.10654152940156829
CURRENT_BASELINE_SPLIT,vh_family,categorical,False,,,,0.013458308976090756,0.013458308976090756
CURRENT_BASELINE_SPLIT,vl_family,categorical,False,,,,0.1034386967356132,0.1034386967356132
CURRENT_BASELINE_SPLIT,C_kappa_lambda,categorical,False,,,,0.0007649406647379769,0.0007649406647379769
CURRENT_BASELINE_SPLIT,donor,categorical,True,,,,0.0,0.0
CURRENT_BASELINE_SPLIT,b_cell_subset,categorical,True,,,,0.009911997237540679,0.009911997237540679
