candidate_id,stage,mae_cv_public_median,mae_cv_public_p05,mae_cv_public_p95,mae_cv_public_p_lt0,mae_public_private_median,mae_public_private_p05,mae_public_private_p95,mae_public_private_p_lt0,mae_cv_private_median,mae_cv_private_p05,mae_cv_private_p95,mae_cv_private_p_lt0,pear_cv_public_median,pear_cv_public_p05,pear_cv_public_p95,pear_cv_public_p_lt0,pear_public_private_median,pear_public_private_p05,pear_public_private_p95,pear_public_private_p_lt0,pear_cv_private_median,pear_cv_private_p05,pear_cv_private_p95,pear_cv_private_p_lt0
CAND_02230,screen_1000,0.6,-0.3,0.9999999999999999,0.176,0.49999999999999994,-0.39999999999999997,0.8999999999999998,0.181,0.6,-0.39999999999999997,0.8999999999999998,0.217,0.6000000000000001,-0.39999999999999997,1.0,0.1,0.6000000000000001,-0.6000000000000001,1.0,0.127,0.7999999999999999,0.0,1.0,0.036
CAND_02356,screen_1000,0.6,-0.3,0.8999999999999998,0.154,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.206,0.6,-0.6,0.8999999999999998,0.183,0.7999999999999999,-0.19999999999999998,1.0,0.051,0.6000000000000001,-0.39999999999999997,1.0,0.132,0.6000000000000001,-0.39999999999999997,1.0,0.088
CAND_02425,screen_1000,0.6,-0.3,0.8999999999999998,0.122,0.49999999999999994,-0.39999999999999997,0.8999999999999998,0.168,0.49999999999999994,-0.5049999999999997,0.8999999999999998,0.251,0.7999999999999999,-0.19999999999999998,1.0,0.057,0.7999999999999999,-0.39999999999999997,1.0,0.107,0.6000000000000001,-0.39999999999999997,1.0,0.063
CAND_02471,screen_1000,0.6,-0.39999999999999997,0.8999999999999998,0.162,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.166,0.6,-0.39999999999999997,0.8999999999999998,0.204,0.7999999999999999,0.39999999999999997,1.0,0.017,0.6000000000000001,-0.39999999999999997,1.0,0.215,0.6000000000000001,-0.39999999999999997,1.0,0.194
CAND_02797,screen_1000,0.49999999999999994,-0.39999999999999997,0.8999999999999998,0.267,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.219,0.6,-0.3,0.8999999999999998,0.127,0.6000000000000001,-0.39999999999999997,1.0,0.146,0.6000000000000001,-0.39999999999999997,1.0,0.13,0.7999999999999999,0.0,1.0,0.032
CAND_02897,screen_1000,0.49999999999999994,-0.6,0.8999999999999998,0.224,0.39999999999999997,-0.6,0.8999999999999998,0.228,0.6,-0.3,0.8999999999999998,0.134,0.7999999999999999,-0.39999999999999997,1.0,0.109,0.39999999999999997,-0.7999999999999999,1.0,0.27,0.6000000000000001,0.0,1.0,0.036
CAND_03190,screen_1000,0.6,-0.19999999999999998,0.8999999999999998,0.13,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.209,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.258,0.7999999999999999,0.39999999999999997,1.0,0.015,0.7999999999999999,-0.39999999999999997,1.0,0.124,0.6000000000000001,-0.39999999999999997,1.0,0.134
CAND_03193,screen_1000,0.49999999999999994,-0.7,0.8999999999999998,0.283,0.49999999999999994,-0.6,0.8999999999999998,0.209,0.6,-0.19999999999999998,0.9049999999999953,0.108,0.6000000000000001,-0.39999999999999997,1.0,0.119,0.6000000000000001,-0.7999999999999999,1.0,0.174,0.6000000000000001,0.0,1.0,0.035
CAND_03212,screen_1000,0.5499999999999999,-0.49999999999999994,0.8999999999999998,0.224,0.3,-0.6,0.8999999999999998,0.267,0.6,-0.19999999999999998,0.8999999999999998,0.123,0.6000000000000001,-0.39999999999999997,1.0,0.125,0.6000000000000001,-0.6000000000000001,1.0,0.175,0.6000000000000001,0.0,1.0,0.029
CAND_03397,screen_1000,0.49999999999999994,-0.6,0.8999999999999998,0.309,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.203,0.6,-0.1049999999999997,0.8999999999999998,0.08,0.6000000000000001,-0.39999999999999997,1.0,0.124,0.6000000000000001,-0.7999999999999999,1.0,0.227,0.6000000000000001,0.0,1.0,0.025
CAND_03597,screen_1000,0.6,-0.39999999999999997,0.8999999999999998,0.194,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.177,0.6,-0.3,0.8999999999999998,0.165,0.6000000000000001,-0.39999999999999997,1.0,0.134,0.6000000000000001,-0.6000000000000001,1.0,0.159,0.7999999999999999,0.0,1.0,0.037
CAND_03663,screen_1000,0.6,-0.3,0.8999999999999998,0.14,0.49999999999999994,-0.39999999999999997,0.8999999999999998,0.168,0.49999999999999994,-0.39999999999999997,0.8999999999999998,0.214,0.7999999999999999,-0.19999999999999998,1.0,0.059,0.7999999999999999,-0.39999999999999997,1.0,0.07,0.6000000000000001,0.0,1.0,0.041
CAND_03877,screen_1000,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.294,0.39999999999999997,-0.6,0.8999999999999998,0.219,0.6,-0.19999999999999998,0.8999999999999998,0.112,0.7999999999999999,-0.19999999999999998,1.0,0.058,0.6000000000000001,-0.39999999999999997,1.0,0.13,0.6000000000000001,-0.39999999999999997,1.0,0.064
CAND_04045,screen_1000,0.3,-0.7,0.8999999999999998,0.324,0.3,-0.6,0.8999999999999998,0.235,0.6,-0.19999999999999998,0.8999999999999998,0.107,0.6000000000000001,-0.39999999999999997,1.0,0.219,0.39999999999999997,-0.6000000000000001,1.0,0.231,0.6000000000000001,0.0,1.0,0.041
CURRENT_BASELINE_SPLIT,final_5000,-0.19999999999999998,-0.7,0.7,0.6038,-0.09999999999999999,-0.7999999999999999,0.7,0.5408,0.7,0.3,0.9999999999999999,0.022,0.0,-0.7999999999999999,0.7999999999999999,0.452,0.19999999999999998,-0.7999999999999999,0.7999999999999999,0.352,0.7999999999999999,0.6000000000000001,1.0,0.003
CAND_11283,final_5000,0.6,-0.3,0.8999999999999998,0.1578,0.39999999999999997,-0.49999999999999994,0.8999999999999998,0.2196,0.6,-0.3,0.8999999999999998,0.2144,0.6000000000000001,-0.19999999999999998,1.0,0.0804,0.7999999999999999,-0.39999999999999997,1.0,0.1244,0.6000000000000001,-0.39999999999999997,1.0,0.0898
CAND_12207,final_5000,0.6,-0.3,0.8999999999999998,0.1596,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.2126,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.2176,0.7999999999999999,0.0,1.0,0.049,0.6000000000000001,-0.39999999999999997,1.0,0.102,0.6000000000000001,-0.39999999999999997,1.0,0.0782
CAND_04974,final_5000,0.49999999999999994,-0.49999999999999994,0.8999999999999998,0.24,0.39999999999999997,-0.49999999999999994,0.8999999999999998,0.2212,0.6,-0.3,0.8999999999999998,0.134,0.6000000000000001,-0.39999999999999997,1.0,0.2042,0.6000000000000001,-0.39999999999999997,1.0,0.161,0.6000000000000001,0.0,1.0,0.0296
CAND_01965,final_5000,0.39999999999999997,-0.3,0.8999999999999998,0.2434,0.3,-0.6,0.8999999999999998,0.2754,0.6,-0.3,0.8999999999999998,0.1256,0.6000000000000001,-0.39999999999999997,1.0,0.1816,0.39999999999999997,-0.39999999999999997,1.0,0.2558,0.6000000000000001,0.0,1.0,0.0112
CAND_00144,final_5000,0.6,-0.19999999999999998,0.8999999999999998,0.1378,0.39999999999999997,-0.6,0.8999999999999998,0.2372,0.49999999999999994,-0.6,0.8999999999999998,0.2506,0.7999999999999999,-0.19999999999999998,1.0,0.0548,0.7999999999999999,-0.39999999999999997,1.0,0.1154,0.6000000000000001,-0.39999999999999997,1.0,0.082
CAND_12528,final_5000,0.49999999999999994,-0.6,0.8999999999999998,0.271,0.39999999999999997,-0.49999999999999994,0.8999999999999998,0.215,0.6,-0.3,0.8999999999999998,0.1078,0.7999999999999999,-0.19999999999999998,1.0,0.0546,0.6000000000000001,-0.39999999999999997,1.0,0.149,0.6000000000000001,0.0,1.0,0.0404
CAND_07084,final_5000,0.6,-0.19999999999999998,0.8999999999999998,0.106,0.39999999999999997,-0.49999999999999994,0.8999999999999998,0.2106,0.39999999999999997,-0.49999999999999994,0.8999999999999998,0.2816,0.7999999999999999,0.0,1.0,0.0162,0.6000000000000001,-0.39999999999999997,1.0,0.1498,0.6000000000000001,-0.39999999999999997,1.0,0.1646
CAND_13110,final_5000,0.39999999999999997,-0.6,0.8999999999999998,0.281,0.39999999999999997,-0.6,0.8999999999999998,0.237,0.7,-0.19999999999999998,0.9999999999999999,0.1126,0.6000000000000001,-0.39999999999999997,1.0,0.0896,0.6000000000000001,-0.39999999999999997,1.0,0.1252,0.7999999999999999,-0.19999999999999998,1.0,0.0738
