candidate_id,public_hash,private_hash,is_baseline,balance_score,mae_cv_public_spearman,mae_public_private_spearman,mae_cv_private_spearman,mae_cv_public_kendall,mae_public_private_kendall,mae_cv_private_kendall,pear_cv_public_spearman,pear_public_private_spearman,pear_cv_private_spearman,spr_cv_public_spearman,spr_public_private_spearman,spr_cv_private_spearman,top2_cv_public,top2_public_private,top2_cv_private,top3_cv_public,top3_public_private,top3_cv_private,cv_winner_public_rank,cv_winner_private_rank,public_winner_private_rank,mae_triple_min,mae_triple_mean,worst_lofo_family_mae_pp,median_lofo_family_mae_pp,lofo_family_mae_pp_sd,worst_lomo_mae_pp,median_lomo_mae_pp,lomo_mae_pp_sd,subset_simple_domain_mae_pp,subset_plm_ensemble_mae_pp,subset_simple_plm_ensemble_mae_pp,subset_mae_pp_median,subset_mae_pp_sd
CAND_00130,224bcb5eba73001e5c47d6b8255527b64b124d4d3266375f10ea48fb9cbd2a0a,e8418ac84a440b4f2b1be8afd96613252bd512a4f8f969b1465a3ffec95c5f9b,False,4.1819841455471325,0.6,0.9999999999999999,0.6,0.39999999999999997,0.9999999999999999,0.39999999999999997,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.7999999999999999,0.7999999999999999,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,2,2,1,0.6,0.7333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.9999999999999999,1.0,7.850462293418876e-17
CAND_00138,ced86ff43b424eaaca91591740ab99b3d418f3d13c0b2563dd0fe1f19b394f0d,3d53b141d07f785e99f21a22079c6f6f4c86719486b0cb4a9dc62c6fa5019bd2,False,4.553927710479952,0.6,0.7,0.6,0.39999999999999997,0.6,0.39999999999999997,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,2,3,1,0.6,0.6333333333333333,0.39999999999999997,0.7999999999999999,0.24000000000000002,0.39999999999999997,0.7999999999999999,0.24000000000000002,0.5,,0.7,0.6,0.09999999999999998
CAND_00139,9e275b85295b91807159a8ed43394ea6075f7f6ae16e0008849a15d56d6a65dc,a67158dc54604a7c5646684cc59f322f9ffca4e0e449416d660464777cb5e6db,False,4.808760128788328,0.7,-0.3,-0.19999999999999998,0.6,-0.19999999999999998,-0.19999999999999998,0.7999999999999999,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,0.39999999999999997,-0.39999999999999997,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,5,5,-0.3,0.06666666666666667,-0.7999999999999999,-0.39999999999999997,0.39191835884530846,-0.7999999999999999,-0.39999999999999997,0.3919183588453085,0.5,,-0.3,0.1,0.4
CAND_00141,0ec3fda2dc9797d833144d9efed896a31bfc43b97a475a671a8ef09773166f91,6aae10fe5216c4081ae6dc749f54d0875983ffc3063c8dcc2301d63b1147f26f,False,4.323770634230514,0.6,0.9999999999999999,0.6,0.39999999999999997,0.9999999999999999,0.39999999999999997,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.7999999999999999,0.7999999999999999,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,2,2,1,0.6,0.7333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.9999999999999999,1.0,7.850462293418876e-17
CAND_00144,edd66eaf7d671ed6d774d284dce815284bfe4d908b4e2f89e4abe5bcfbd12025,186b62e0b0c2d2f8c7f5da068cd17f27d8ca5ee658b752b5458f0278c0c77608,False,4.157144129496241,0.7,0.7999999999999999,0.7999999999999999,0.6,0.6,0.6,0.7999999999999999,0.7999999999999999,0.6000000000000001,0.6000000000000001,0.7999999999999999,0.7999999999999999,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1,2,2,0.7,0.7666666666666666,0.6000000000000001,0.7999999999999999,0.07999999999999995,0.6000000000000001,0.7999999999999999,0.07999999999999995,0.5,,0.7999999999999999,0.6499999999999999,0.14999999999999997
CAND_00154,662368d0568e88080c5e3172d9b4eadbc44751871a16c08bcc99925cdeea7b4a,80f5dd1bea105254c94c599e87d3d0caa2937d0f299759d362ce76ee7088ba04,False,4.131657830514615,0.6,0.9999999999999999,0.6,0.39999999999999997,0.9999999999999999,0.39999999999999997,1.0,0.6000000000000001,0.6000000000000001,0.7999999999999999,0.7999999999999999,0.6000000000000001,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,2,2,1,0.6,0.7333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.9999999999999999,1.0,7.850462293418876e-17
CAND_00160,936ac8688d5a3688fb55820a0c72085648395d6978606c8761e53f738048ba15,63edd955cbb8b2ffa740f89b656384e45792cd7074ec5339ce327d20719bfa8c,False,5.013023924368797,0.19999999999999998,0.6,0.6,0.19999999999999998,0.39999999999999997,0.39999999999999997,0.6000000000000001,0.7999999999999999,0.7999999999999999,0.0,0.7999999999999999,0.6000000000000001,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,1,0.19999999999999998,0.4666666666666666,0.19999999999999998,0.7999999999999999,0.29393876913398137,0.19999999999999998,0.7999999999999999,0.29393876913398137,0.5,,0.6,0.55,0.04999999999999999
CAND_00174,9a0646b791ae5fa174c7482975a1ab8fa8d8ccfff47d815c8a0722d1c51c4b92,15aa1145462cb2cb8e657193ae6c7c51225980f79cc1f0631908acb558b9ab04,False,4.552458571599676,0.8999999999999998,0.7999999999999999,0.6,0.7999999999999999,0.6,0.39999999999999997,1.0,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1,2,2,0.6,0.7666666666666666,0.6000000000000001,0.7999999999999999,0.07999999999999995,0.6000000000000001,0.7999999999999999,0.07999999999999995,0.5,,0.7999999999999999,0.6499999999999999,0.14999999999999997
CAND_00189,9d4ef70f501baef0d769009cea18361eb9873ebd6721807ba15bfa2193f5fedd,2747862f881b0bbac1a9d2c839a78bee0258f3595b9624405861547e6ad8b890,False,4.075405097414694,-0.09999999999999999,0.0,0.8999999999999998,0.0,0.19999999999999998,0.7999999999999999,-0.39999999999999997,-0.39999999999999997,1.0,-0.39999999999999997,-0.19999999999999998,0.7999999999999999,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,3,2,5,-0.09999999999999999,0.2666666666666666,-0.19999999999999998,-0.19999999999999998,0.48,-0.19999999999999998,-0.19999999999999998,0.48000000000000004,-0.5,,0.0,-0.25,0.25
CAND_00192,1a6a61f080645405dcdeb4071180ca55e50c96be0352446058cd5318471480bc,2739cc8f3b29fca7df4f4c33f384c89adc6b34cd1d095b61ef0b4fa8b423e23c,False,4.95108772346895,0.7,0.7999999999999999,0.49999999999999994,0.6,0.6,0.19999999999999998,1.0,0.6000000000000001,0.6000000000000001,0.7999999999999999,0.7999999999999999,0.6000000000000001,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1,2,2,0.49999999999999994,0.6666666666666666,0.6000000000000001,0.7999999999999999,0.07999999999999995,0.6000000000000001,0.7999999999999999,0.07999999999999995,0.5,,0.7999999999999999,0.6499999999999999,0.14999999999999997
