scheme,fold,bundle,prep_hash,effective_dim,n_train
primary,0,FS_HIC_STATIC_SAP_KD_CHAIN9,23deb7b8206d0c5cfa0b88c875d3e1875b229321d5d070f9b3e058fb4406a144,9,97
primary,1,FS_HIC_STATIC_SAP_KD_CHAIN9,5e4c6ad6a69f307dc82fa0158a1b3e4cf698548b503a23e2069199507e398fb4,9,96
primary,2,FS_HIC_STATIC_SAP_KD_CHAIN9,89027a891542d49419fa37bfa39b68046d4335d1cbea7812e2665d84a0e892bd,9,97
primary,3,FS_HIC_STATIC_SAP_KD_CHAIN9,f96c78b8aabf25604caeb324a0d112de22d43f85adb9f8e015272305da057e49,9,98
primary,4,FS_HIC_STATIC_SAP_KD_CHAIN9,0f02a5b73e2979a3c17ac24f198302577bab6e1810a2bdebb31580e1ef3c1ff1,9,98
shadow,0,FS_HIC_STATIC_SAP_KD_CHAIN9,c3914db42d348a2377f31f66bdb3cf7af2809cf3c669e5d315f82b38b8a46526,9,97
shadow,1,FS_HIC_STATIC_SAP_KD_CHAIN9,9b1cb37e6c2b1f2f234c873c0d1f4b47aa6c5bf5c71d835217b1d24a55a8f68a,9,97
shadow,2,FS_HIC_STATIC_SAP_KD_CHAIN9,4ff4799bb4738af3de6f8cb25542de67781359a82a4d11fb80604bbbe117fb8b,9,98
shadow,3,FS_HIC_STATIC_SAP_KD_CHAIN9,b6bd86a11b4081997287e1c050915a8ffe246dfa26b9919eedb422721e7fff72,9,97
shadow,4,FS_HIC_STATIC_SAP_KD_CHAIN9,8d868c3b10cd5fdb8d1072ac5ad57d525d53083dbe6bb1d6e29e354e1c9dd2fb,9,97
