id,K_CH1_mean,K_CH1_median,K_CH1_q10,K_CH1_q90,K_CH1_iqr,K_CH1_frac_neg,K_CH1_n,K_CL_mean,K_CL_median,K_CL_q10,K_CL_q90,K_CL_iqr,K_CL_frac_neg,K_CL_n,K_CH1_CL_mean,K_CH1_CL_median,K_CH1_CL_q10,K_CH1_CL_q90,K_CH1_CL_iqr,K_CH1_CL_frac_neg,K_CH1_CL_n,K_CONST_mean_median,K_CONST_diff_median
ADI-47191,37.23175703249293,16.88088592459042,9.537450089145448,80.11658441480688,44.43129321991603,0.0227272727272727,44.0,44.93534044429642,13.274287151384158,10.519246421851596,111.10327887460404,71.105096646754,0.0,32.0,40.536667461349545,22.691517281422733,10.2587698437867,82.0701587502936,65.01896121696844,0.0,8.0,15.077586537987289,3.6065987732062617
ADI-47192,41.7607821491305,24.745274916165187,10.619429721107329,94.3726678988972,54.77521886807011,0.0,32.0,60.69855643656511,18.684185311193552,9.868054976689356,114.31916278071294,75.13747444179711,0.0,40.0,45.70863028542658,35.71534618466757,10.919979618874516,97.46833184589924,50.16678710230655,0.0,8.0,21.71473011367937,6.0610896049716345
ADI-47290,86.53185144832378,13.9254785965464,10.118513224828678,136.31941529727112,66.92244390282731,0.0,34.0,42.33535314338169,17.331710771241205,10.358953143042427,105.89374731330616,48.18816694200589,0.0,38.0,232.5379604849551,34.613329892854544,11.260602836343995,539.7675797300192,82.17535121451212,0.0,8.0,15.628594683893802,-3.4062321746948054
ADI-47195,35.02724510293742,12.623095706221916,10.22871485400998,85.75690416290445,44.080651672520986,0.0,38.0,33.329731371140504,13.0739205528727,8.926331963685499,100.28348255498524,33.91204679806444,0.0,32.0,30.60599792262536,18.08308551565917,12.953700593765824,68.48530337121669,20.26207227447129,0.0,8.0,12.848508129547309,-0.45082484665078404
ADI-47196,32.4804801797523,22.190600785144085,9.397193470187428,73.96532984050519,37.168004023875646,0.0,38.0,65.94123688364618,16.02932788091672,9.20684520160154,164.1002441808849,61.31217914450645,0.0,34.0,39.66006359286192,26.648757602024048,9.397193470187428,76.19941741390784,36.11607938169048,0.0,8.0,19.109964333030405,6.1612729042273635
ADI-47083,49.345840622294325,13.775203647662806,9.216863531527114,138.85405276844108,60.460621100832746,0.0,36.0,48.14642390064933,16.329877778683908,10.168604874456545,126.3311403614749,62.689699509272735,0.0,36.0,51.71962824077036,17.131344172729744,10.05840324527524,132.592596564958,77.31646120060924,0.0,8.0,15.052540713173357,-2.554674131021102
ADI-47198,43.65487265068413,11.82162931217608,8.766038684876332,144.26395092825047,67.04767302689697,0.0,36.0,42.14934029242441,13.875386946918535,9.116680232271383,98.43009151875424,65.82042761101428,0.0,36.0,43.529643526614464,37.01772907499205,10.819796319618783,80.88799581907598,59.23337568495007,0.0,8.0,12.848508129547309,-2.053757634742455
ADI-47199,43.467765606485926,17.63226066900839,10.42908145252144,124.44769433546718,57.25475552464941,0.0,34.0,52.12167963909927,19.68601830375085,10.469154772223732,101.78623204382116,78.94443981351485,0.0,38.0,55.40136448841841,31.45755596629906,11.811610982250508,115.8419489294,73.28408340556614,0.0,8.0,18.65913948637962,-2.0537576347424604
ADI-47201,36.41662927945767,19.435560055611525,11.060236237832536,86.55837055695028,33.86195514843657,0.0,30.0,53.80093628280813,17.031160873474015,9.417230130038572,124.64806093397864,96.27615058475604,0.0,40.0,68.0745518442682,67.62372699761741,9.858036646763782,126.5114703001352,114.45941939967096,0.0,8.0,18.23336046454277,2.40439918213751
ADI-45447,37.82803517191339,17.081252523101877,9.507395099368727,95.07395099368728,56.95420562688221,0.0,34.0,33.41376670439778,16.580336026823232,11.04019957798139,78.56374327634315,34.438009119157016,0.0,38.0,26.13531819333843,16.580336026823232,11.290657826120714,45.322924583292014,9.19181770671318,0.0,8.0,16.830794274962557,0.500916496278645
