id,generator,extraction_status,error,corr_H_absPhi,corr_H_phi,area_frac_highH_highAbsPhi,area_frac_highH_positivePhi,area_frac_highH_negativePhi,largest_highH_highAbsPhi_patch_area_fraction,largest_highH_positivePhi_patch_area_fraction,largest_highH_negativePhi_patch_area_fraction,CDR_area_frac_highH_highAbsPhi,phi_finite_frac
ADI-45405,esmfold,SUCCESS,,-0.031571612301023816,-0.2627289358674292,0.03157838596564317,0.08966360061092374,0.10940952800924336,0.0021394045282044903,0.0021923281416220924,0.0042888933579594895,0.05507396005872676,1.0
ADI-45406,esmfold,SUCCESS,,0.018887461097281108,-0.32680899248554846,0.03734318376940885,0.07139925220278918,0.12836007678469918,0.002539357778201613,0.002209709419670169,0.0036252413871788246,0.11628136431548074,1.0
ADI-45407,esmfold,SUCCESS,,0.04738931989153441,-0.049100927076039684,0.04300965420440211,0.12076607048344937,0.08023877833858498,0.0034898785206135784,0.0055360656292745905,0.0033350883032626363,0.09055851323927146,1.0
ADI-45408,esmfold,SUCCESS,,-0.14239441796477204,-0.10871913143321671,0.02369735242838129,0.09657908760120042,0.10489352687745478,0.002309660869998183,0.004410379896487389,0.0034773388419676683,0.060856538715740226,1.0
ADI-45409,esmfold,SUCCESS,,-0.0926982938299924,-0.01425375578018371,0.02868962340434301,0.11234311010071642,0.08832154489733966,0.0026557150678069206,0.003291806532470675,0.003326153081467814,0.0500039052503491,1.0
ADI-45410,esmfold,SUCCESS,,-0.04905675443550018,-0.15795001562741987,0.03012386095315247,0.08751802726648443,0.11136721607419534,0.002169113683517257,0.004306523757155361,0.005272352491095945,0.07188306914687931,1.0
ADI-45411,esmfold,SUCCESS,,-0.0146540293406982,-0.004581881437491342,0.040286315689779875,0.10857608807902214,0.09031470244481671,0.0022567520140387427,0.00446809096987531,0.0022567520140387427,0.06832534837480604,1.0
ADI-45422,esmfold,SUCCESS,,-0.05492859744433942,-0.1992577153705086,0.028589605534560268,0.1016487426455272,0.09810079913098356,0.0022730505272163257,0.003425080518661933,0.004097576566406479,0.05500551095237991,1.0
ADI-45425,esmfold,SUCCESS,,0.04977040164776756,-0.10252053258526778,0.03582114520349429,0.09395084940152193,0.10649972043116218,0.0032717789442739532,0.004289960932839624,0.004355652264166937,0.05961984991959863,1.0
ADI-45428,esmfold,SUCCESS,,0.06375963180351439,-0.04898659696190074,0.03417187075210546,0.12426316616997173,0.07500664692469843,0.0020520962901456894,0.0031177767900139324,0.004141371863470705,0.06804636283503024,1.0
ADI-45429,esmfold,SUCCESS,,-0.1308669260687224,-0.09243578087841761,0.03464284722875234,0.14500673379213633,0.05383215291687368,0.003129956986731035,0.005503937692973629,0.0030796279364942556,0.07972060196747083,1.0
ADI-45430,esmfold,SUCCESS,,0.06664439371924354,-0.23069508269804279,0.04248459191368666,0.06269216994933774,0.13824726788816574,0.003207693970680896,0.0033249704461426124,0.004301005121128865,0.11091084038958278,1.0
ADI-45433,esmfold,SUCCESS,,-0.05268622339507208,-0.1661290059096461,0.03272398258579335,0.0749244474309695,0.12436871942371878,0.0023621446897578026,0.004054917608998933,0.0032870674053274247,0.06791040009983558,1.0
ADI-45435,esmfold,SUCCESS,,-0.14674783464861846,-0.09811369832730851,0.024842634731379872,0.10822652866892857,0.09164217513881695,0.0020878439903630084,0.0030612476083630284,0.002092922285744322,0.04904554764346155,1.0
ADI-45438,esmfold,SUCCESS,,-0.029589178381128053,-0.0955133168832492,0.035058070133080155,0.08436713881332913,0.11605387838355827,0.0030049221761509247,0.0030977284278020565,0.003259052700730957,0.10515904518136283,1.0
ADI-45439,esmfold,SUCCESS,,-0.10481773784529974,-0.10520062088989432,0.03833197405004059,0.11402370430130951,0.0854998977722191,0.0031140561102146512,0.004145848652505823,0.003178544201057871,0.09520152030124808,1.0
ADI-45440,esmfold,SUCCESS,,-0.061485881964124876,-0.1411205668470125,0.028635868936748205,0.0796069894666164,0.11914866854932514,0.004193323626303874,0.002414051425393946,0.004193323626303874,0.04209343442442038,1.0
ADI-45442,esmfold,SUCCESS,,-0.04759825183801883,-0.03776937859214074,0.03647923551287872,0.1452356568306425,0.05472001706799211,0.003469714022622424,0.004188970069791154,0.0031898418744902026,0.11613965862056726,1.0
ADI-45447,esmfold,SUCCESS,,-0.0904502029522488,-0.0949338564543461,0.03781703553798445,0.09394590406420461,0.10396291643560107,0.0033236931819595485,0.004382021678785616,0.003272111603566886,0.09811537364602663,1.0
ADI-45448,esmfold,SUCCESS,,0.002503319581465197,-0.15229700717307587,0.03077364459504365,0.08836501867029369,0.11145131908151044,0.002053691650591099,0.003009898004505542,0.0031969955531599937,0.03828195630137581,1.0
ADI-45450,esmfold,SUCCESS,,-0.05790737203032014,-0.12455726448274436,0.03996229399845311,0.12402546227503825,0.07637835127940096,0.004335496617196625,0.005288250479473352,0.0032041121220976526,0.1173583457292665,1.0
ADI-45451,esmfold,SUCCESS,,-0.08955102854303455,-0.13234099232345306,0.0329193501103136,0.0652220274204899,0.1350233852353117,0.002167013754136642,0.0021535404164603734,0.003138346844068875,0.09854406237141823,1.0
ADI-45452,esmfold,SUCCESS,,-0.11264974527818045,-0.10524700870933255,0.02801907840907464,0.12008559093501653,0.07907304397574716,0.002130719145387549,0.003428018131983704,0.005636334648883798,0.06499456934180564,1.0
ADI-45453,esmfold,SUCCESS,,-0.21603027196610441,-0.1880276816687753,0.014778070405715755,0.07739994393525788,0.12157486689787578,0.0021808207503341607,0.00330180703716304,0.003305284690444006,0.040494011768973485,1.0
ADI-45454,esmfold,SUCCESS,,-0.21228707744518455,-0.2621631575755665,0.026601488728756086,0.07880059393145156,0.12181460735679173,0.002089747098846885,0.003061365743304486,0.0031280953493681442,0.06672185980001881,1.0
ADI-45455,esmfold,SUCCESS,,-0.03764665386470669,-0.23308802936942052,0.0401152902205733,0.0775888685922909,0.12153607729457744,0.003501305064132146,0.004518682506512626,0.006451711764830847,0.10045220985466972,1.0
ADI-45456,esmfold,SUCCESS,,-0.1513328955276704,-0.08263745217313094,0.030544639724689716,0.08383945409263635,0.11559025959818645,0.0032743211237957295,0.005310384439228274,0.0032596401636407024,0.07197511092082857,1.0
ADI-45459,esmfold,SUCCESS,,-0.09611360043519498,-0.10609707182465564,0.03644970411268304,0.08031556167262277,0.12042197539801246,0.0021314459007855547,0.003227611183888144,0.0036438611580259066,0.06308741409408733,1.0
ADI-45460,esmfold,SUCCESS,,-0.0019052790624584856,-0.1732003748594728,0.032959088256642684,0.06682586146738476,0.13231646877617062,0.0020998923159226144,0.0021984706201755785,0.004423510351226766,0.065752341383479,1.0
ADI-45461,esmfold,SUCCESS,,-0.13506810189936141,-0.1351087168209975,0.025950577126899535,0.10666690464308237,0.09251488104322814,0.002074504901940405,0.0029820882948171147,0.0029581088794930913,0.043815369430759206,1.0
ADI-45463,esmfold,SUCCESS,,-0.059865254352325155,-0.17077568474152038,0.042070106889052855,0.06492836757240422,0.13583221505145573,0.00339657296590591,0.003314629898631227,0.003976280003262405,0.041024736075522726,1.0
ADI-45464,esmfold,SUCCESS,,-0.04663427032806974,-0.25202937868177633,0.03878900642066916,0.07264486580571936,0.12786012456881288,0.003320109921768573,0.0043658466318011796,0.00335084089984408,0.09219347782343705,1.0
ADI-45465,esmfold,SUCCESS,,-0.09345452823669194,-0.10778757903345809,0.03170281865591125,0.0996060998287202,0.100644922462146,0.003097832820621072,0.0034293991513311937,0.0032632385127550493,0.03625874811594516,1.0
ADI-45469,esmfold,SUCCESS,,0.09294986206556013,-0.26231431336830074,0.036553320854547475,0.07695577150952428,0.12292732401977621,0.002083868288797128,0.0032773424227720256,0.004443702823902032,0.042190673139404625,1.0
ADI-45470,esmfold,SUCCESS,,0.06330802670892006,-0.009807934471897605,0.03495750423826711,0.10792330497946526,0.09282673890673945,0.0027011963518656784,0.0033233816272140856,0.003252566595035452,0.06111536183196795,1.0
ADI-45472,esmfold,SUCCESS,,0.003923326524421214,-0.09172462335814,0.02875903170062378,0.07902227306076466,0.12020987577105798,0.0031819113608025297,0.006245153901004855,0.0031819113608025297,0.025761004974597868,1.0
ADI-45476,esmfold,SUCCESS,,0.02022571232405718,-0.19994953188053105,0.05189425586309229,0.06793454940811224,0.13161969680717123,0.003328494560076106,0.003391051391068881,0.0034455107283188954,0.11090386683907758,1.0
ADI-45477,esmfold,SUCCESS,,-0.06323144341506177,-0.14839352571708303,0.030149742500528733,0.1019597062810308,0.09678770458881836,0.0029568116382398435,0.010778913218895396,0.003938078204757335,0.06298314297707043,1.0
ADI-45479,esmfold,SUCCESS,,-0.07365289104698439,-0.05629402432482931,0.025356951109459076,0.12096431873533549,0.07822693047010736,0.002485835700112713,0.0035492511494975313,0.0035415643755830452,0.08112766345587631,1.0
ADI-45480,esmfold,SUCCESS,,-0.19416938755159815,-0.20347415036811337,0.0189931906029673,0.10034572317199643,0.10007576989718701,0.002027311493470869,0.004185698045489134,0.004249177752509249,0.028573841463474352,1.0
ADI-45481,esmfold,SUCCESS,,-0.1695551015376839,-0.1849850983508348,0.03392683126126599,0.08948585580897297,0.11000062588181765,0.004053787975861962,0.004053787975861962,0.003241609423420801,0.040145378861375855,1.0
ADI-45485,esmfold,SUCCESS,,0.03847273932814477,-0.050561561382901625,0.031688196404807994,0.07103324367803038,0.12985692010445712,0.005780160446215333,0.005780160446215333,0.003337399288817669,0.0692127758622223,1.0
ADI-45486,esmfold,SUCCESS,,-0.07870624069925403,-0.28809396469452864,0.029561552343196382,0.07541077435020063,0.1249505836521736,0.0020156221259855964,0.004794383053159776,0.0070447938787441145,0.07374342802819125,1.0
ADI-45488,esmfold,SUCCESS,,-0.09276666198811867,-0.1854615739245394,0.04239540538036183,0.10478831318490037,0.09622189842843627,0.002335656277398301,0.003304804439326947,0.0032451742079313067,0.08581734311724533,1.0
ADI-45489,esmfold,SUCCESS,,0.014317348943089734,-0.2386931765332563,0.038981267289696586,0.07948961986033434,0.1210345330559543,0.0019125038981613908,0.00515083276442235,0.004226514143849436,0.08756020202093186,1.0
ADI-45490,esmfold,SUCCESS,,0.15819884857139646,0.10617999151729988,0.040726938015597326,0.11217382751141992,0.08788924652480813,0.003202991194499217,0.003202991194499217,0.003246576756898748,0.08458766352845322,1.0
ADI-45491,esmfold,SUCCESS,,-0.06753769964873779,-0.018017815112898627,0.0308106844067884,0.12790430018514412,0.0719920364161131,0.004068011223205053,0.004201580432226965,0.0030734859683406316,0.08652220068071391,1.0
ADI-45493,esmfold,SUCCESS,,-0.07498432165301204,-0.19506987954272867,0.029997331025950636,0.114835482817871,0.08581576306986803,0.002003320854651538,0.0039387503806179065,0.003035571292521699,0.08630715003773595,1.0
ADI-45495,esmfold,SUCCESS,,-0.05188264245351862,-0.13302118895295262,0.03673762624116164,0.1101850688279167,0.08957048767301336,0.0032877343839532278,0.0033861741858919924,0.005525984261542304,0.07575144122788124,1.0
ADI-45497,esmfold,SUCCESS,,-0.19962362111735782,-0.13668588848881924,0.021683341571408433,0.12854394413291498,0.07211971128553332,0.0021651995759035996,0.00513406312409317,0.004099623839181323,0.05308022659325581,1.0
ADI-45498,esmfold,SUCCESS,,0.08557389866437363,0.027277998766453492,0.05694236969350228,0.126972088956323,0.07448658251092137,0.002861098443790458,0.002981033932515973,0.00471936901624592,0.15798076972296587,1.0
ADI-45499,esmfold,SUCCESS,,-0.10827542842808045,-0.14046405823354782,0.025806870695793738,0.11414668301172026,0.08481662677476476,0.0020628273887994377,0.0031960401754303346,0.004972017664418051,0.0547266401901876,1.0
ADI-46677,esmfold,SUCCESS,,-0.11714070993497601,-0.19491346935855888,0.03498159239086796,0.09678376011793122,0.10410501037558721,0.0032891413941763792,0.004341592273556418,0.004334865758732938,0.08304711798179829,1.0
ADI-46678,esmfold,SUCCESS,,-0.13324431266434492,-0.11747859804712399,0.030311357214556564,0.1285781561228483,0.07027149571009633,0.0021227851889596035,0.0034562890010342495,0.0022781328626281724,0.08030336794671054,1.0
ADI-46682,esmfold,SUCCESS,,-0.10398149115702905,-0.13026047285816905,0.029503505835260697,0.08303306278896246,0.1175387032414398,0.002269163229709686,0.0048991869266214174,0.0036388557287084294,0.05998007593415937,1.0
ADI-46684,esmfold,SUCCESS,,-0.09460042141227175,-0.21538741610965081,0.028189526108840377,0.11370171931933205,0.0843145400613289,0.0021180164465644624,0.00424884298347988,0.003132061004065676,0.06355456170578899,1.0
ADI-46685,esmfold,SUCCESS,,-0.09825326361281075,-0.06946830872874649,0.03796254563612056,0.14224140475523173,0.05816444967428354,0.004187724154144252,0.004256316225838331,0.002253580604380244,0.10499365406052788,1.0
ADI-46689,esmfold,SUCCESS,,-0.05634060912115823,-0.1502644694352384,0.040683855050709296,0.10121980837198784,0.09804027322658562,0.004364083130892714,0.005533584094103614,0.005440255261958803,0.13256505225614726,1.0
ADI-46690,esmfold,SUCCESS,,-0.10963689913673408,-0.12619059957030868,0.03709176072845177,0.10521058748267237,0.09345384075030928,0.0023251471349197347,0.003503211851297976,0.005675973703524079,0.11637563673774699,1.0
ADI-46691,esmfold,SUCCESS,,-0.059969881240034835,-0.17202837545819352,0.038634590705151656,0.10448859001886819,0.09704658458759846,0.005543754933910366,0.003444566724227386,0.0055974054363594015,0.14743339430664842,1.0
ADI-46692,esmfold,SUCCESS,,-0.12495075615905157,-0.08926207422355387,0.03018106833036932,0.10205272557819854,0.09909812987371636,0.001251164218903232,0.004595368269874129,0.0023336715588972664,0.06608412845401676,1.0
ADI-46693,esmfold,SUCCESS,,-0.050903121372427765,-0.06561216476157082,0.0413680887172749,0.1096358705028976,0.0890611785388476,0.0030132416358230876,0.004248134907537396,0.0032109064461270944,0.09887802982611286,1.0
ADI-46695,esmfold,SUCCESS,,-0.17848813636861835,-0.1762067790320575,0.026215222429351114,0.10698760007974228,0.0923196247879947,0.0012780497191499129,0.0046841648488107615,0.003568683814983227,0.061673855556737954,1.0
ADI-46696,esmfold,SUCCESS,,-0.12150628053808724,-0.1321890325978247,0.04093384152978107,0.05417727523958673,0.1469298071744506,0.0031880881017897424,0.0020940811788020246,0.0035681185014407634,0.07368036801436272,1.0
ADI-46697,esmfold,SUCCESS,,0.06436100983911128,-0.07226116346819474,0.03347421458854763,0.12559461397036378,0.07516407615671981,0.0033106937969023514,0.0033106937969023514,0.003024870198769498,0.06032137798973637,1.0
ADI-46701,esmfold,SUCCESS,,-0.15649041172017222,-0.12980151333931472,0.025352379040119232,0.08515446172097937,0.11655156083507685,0.0021345159583696692,0.003129481271327243,0.0033071513903866682,0.04706901657204435,1.0
ADI-46704,esmfold,SUCCESS,,-0.046040987604272665,-0.12193728325067717,0.039095602519455014,0.1548009380060273,0.046268613578380954,0.003186032259756463,0.0035361602980293148,0.0022835607291993515,0.09280573861272728,1.0
ADI-46705,esmfold,SUCCESS,,-0.05463441270673292,-0.17878216933818586,0.02677095960357221,0.0959541809060361,0.10425836535432072,0.0023918760844485573,0.003273139953181135,0.004456704555836167,0.07592460961169825,1.0
ADI-46706,esmfold,SUCCESS,,-0.11598241679230506,-0.05065650226653711,0.031417032699364335,0.09325967786836398,0.10725276037312795,0.004574847675152899,0.0034346978945304692,0.010183396153298377,0.10519480722052964,1.0
ADI-46707,esmfold,SUCCESS,,-0.04513714298036854,-0.29281778117342655,0.03520493768009346,0.060251191965377184,0.13926061179934532,0.0037277073639193823,0.00321932944382965,0.0037277073639193823,0.09333370240722368,1.0
ADI-46708,esmfold,SUCCESS,,-0.14478126769882207,-0.09906865475229622,0.03373019361363248,0.1150728953862961,0.08443731987632816,0.002246157897651948,0.004337652494564353,0.0033943984870778514,0.07566901292780552,1.0
ADI-46710,esmfold,SUCCESS,,-0.16280698860437823,-0.08343703588968493,0.023173906640478796,0.15272764480488712,0.04808384828807096,0.0022228199661423072,0.004122408408164929,0.0033439852942688145,0.05098384034082882,1.0
ADI-46713,esmfold,SUCCESS,,-0.01547945567461583,0.018494892381106968,0.04544984731461636,0.145082369616936,0.055259908811263615,0.004257577109391499,0.004257577109391499,0.0051343563550262025,0.16564779471405616,1.0
ADI-47054,esmfold,SUCCESS,,0.022711724413569227,-0.23054199221137534,0.044546389646746065,0.08273435821157757,0.11950129605086357,0.004431679811221893,0.004500456481081331,0.00447345151694169,0.05652551652109901,1.0
ADI-47055,esmfold,SUCCESS,,-0.1764821035324053,-0.027978433854505397,0.031938911649586045,0.11575882265003404,0.08536913959962242,0.0024347524481814504,0.003212220611717772,0.0032325972589716217,0.07764449059080653,1.0
ADI-47056,esmfold,SUCCESS,,-0.16297714824372972,-0.09650990752709764,0.020970271226466528,0.08473644802562011,0.1140292580311794,0.0012014860438338852,0.003293778885155466,0.004455642991616699,0.03764337017182486,1.0
ADI-47057,esmfold,SUCCESS,,0.054626565844186334,0.004213833453045278,0.03299811438691387,0.08374849012293849,0.11466201998764258,0.0021320825490779858,0.003276220640789219,0.00524976601713344,0.06151683992048157,1.0
ADI-47058,esmfold,SUCCESS,,-0.11354066279274842,-0.20624741318583062,0.03571611521545076,0.04322546587732833,0.15715837180445846,0.0032027756309635706,0.0031371782036210775,0.0032027756309635706,0.019402554725941906,1.0
ADI-47059,esmfold,SUCCESS,,-0.1346243603870268,0.07119086569361605,0.030718804360833893,0.12054631017760836,0.07939995078575234,0.00508203496148041,0.0062039269875322845,0.003779852330750309,0.1220336717695784,1.0
ADI-47060,esmfold,SUCCESS,,0.005084865644953333,-0.08559955519205854,0.04246969370210478,0.11012841743805282,0.08903403286405435,0.004556115493142073,0.00445026697557865,0.004556115493142073,0.07859305925590943,1.0
ADI-47061,esmfold,SUCCESS,,-0.03111795070723946,-0.1085303312378242,0.037838622631213875,0.09150778974795007,0.10934171706066566,0.002219118778587821,0.0034361144601243554,0.0054920892946518475,0.04133687925406813,1.0
ADI-47062,esmfold,SUCCESS,,-0.15205535018665103,-0.07253462668454484,0.03187958395988375,0.09368522591646386,0.10603569558987297,0.0031972862658966733,0.005550694596799872,0.004399791537341976,0.0818100451299183,1.0
ADI-47063,esmfold,SUCCESS,,-0.023310188349229835,-0.13729656826099196,0.03306435050475263,0.1100980905516419,0.0894772239917103,0.004224732957307294,0.004053741869219165,0.004224732957307294,0.0796805298260652,1.0
ADI-47064,esmfold,SUCCESS,,-0.05062128713130361,-0.10285235545040253,0.042439124207925914,0.0887786398525504,0.11152769753853109,0.005023526470806437,0.005023526470806437,0.004063238456019377,0.06398545069066261,1.0
ADI-47065,esmfold,SUCCESS,,-0.21817694259068204,-0.09029209897585964,0.023141828120589365,0.0706587982789441,0.12799901298462055,0.002168660378406624,0.0031223924012751085,0.006158705515138753,0.05117815055000594,1.0
ADI-47066,esmfold,SUCCESS,,0.002416264948828212,-0.09952837967801381,0.03595373506959081,0.09794599380636367,0.10028388899389136,0.003032080560830533,0.004163119090966279,0.004142684856035796,0.08517551404443037,1.0
ADI-47067,esmfold,SUCCESS,,0.1136499879909156,-0.16180841179151217,0.048991539702142775,0.06826975579522214,0.12968140886560714,0.00498139438535835,0.0031065859168165517,0.005092666249046064,0.12842641161170587,1.0
ADI-47068,esmfold,SUCCESS,,-0.12601490367448479,-0.09177673850179828,0.027730150526232646,0.09784732637327655,0.10224914360982483,0.0022504671087240622,0.003279959514471551,0.0034114194821981887,0.0772248916908736,1.0
ADI-47069,esmfold,SUCCESS,,-0.07287915716907209,-0.1677658978837656,0.04255378657846746,0.06293614245701987,0.13833944636557524,0.004899233074043067,0.0032274279860886376,0.005465206035715321,0.10999028126973563,1.0
ADI-47070,esmfold,SUCCESS,,-0.07412549677171502,-0.1296062943303992,0.03461585337147394,0.060228495035405234,0.13839779813697436,0.0030725027860669853,0.004012674689821744,0.00514649106475163,0.0438690930349707,1.0
ADI-47071,esmfold,SUCCESS,,0.03148009022905457,-0.24173980012104904,0.04284263821709951,0.07262276051685003,0.12715297807136297,0.0033497188950374185,0.003220763714746933,0.004323867280920099,0.10494199944050943,1.0
ADI-47072,esmfold,SUCCESS,,-0.1557926496224818,-0.13503024636063407,0.02337477793515814,0.10279802821920761,0.095707553629244,0.0011509918091069662,0.004334085089072996,0.0022427076326146742,0.05897805839577201,1.0
ADI-47073,esmfold,SUCCESS,,-0.07147616773973733,-0.11691597317523807,0.034966064126125816,0.0846350325002079,0.11647920495985369,0.0022503795811702624,0.0021731527321013377,0.003425881062182532,0.053870295452830404,1.0
ADI-47074,esmfold,SUCCESS,,-0.1466061596091554,-0.22076324931636412,0.03885299080202935,0.09267964630082189,0.10710261448387838,0.0030138982437909376,0.003018202952300788,0.0036810249381197205,0.07580381567248444,1.0
ADI-47075,esmfold,SUCCESS,,-0.09564925680716907,-0.16993048001027755,0.031016323734338092,0.07441525602350244,0.12666429242778707,0.0032869746661519676,0.004090340740760315,0.004193069721469307,0.07773511397168578,1.0
ADI-47076,esmfold,SUCCESS,,-0.2382394412052355,-0.1012314216156199,0.023812791525375184,0.12340088742038162,0.07608936372489719,0.0011217609361989875,0.004151092032064305,0.007281205443543563,0.036318995870451475,1.0
ADI-47077,esmfold,SUCCESS,,-0.021912119248771657,-0.022540644495417005,0.04325884456951001,0.0817117469075011,0.11727462960484801,0.004361064378978492,0.004484863665305097,0.006187043108677362,0.10122305597427159,1.0
ADI-47078,esmfold,SUCCESS,,-0.05576597899204971,-0.14868229034401956,0.039819983187992285,0.09481601500492977,0.10422854686512506,0.0022541656041607633,0.004424717780513613,0.00322415141511675,0.07379148749991496,1.0
ADI-47079,esmfold,SUCCESS,,-0.0595327223725272,-0.10562832307218617,0.03413615632743773,0.08934083825588962,0.1096126925190811,0.003268976053844291,0.005274372353830757,0.003268976053844291,0.04863638011974205,1.0
