scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,63,441,7.832312720368048e-05,2.8511616099964487,93,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/primary_k0_lr1e-04_seed101.pt,0efcf64722ac5a6a,101
primary,1,0.001,1e-05,24,144,0.0009680447952607845,3.4944023363517993,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/primary_k1_lr1e-03_seed101.pt,0efcf64722ac5a6a,101
primary,2,0.001,1e-05,30,210,0.0009495236500015047,2.8028210401535034,60,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/primary_k2_lr1e-03_seed101.pt,0efcf64722ac5a6a,101
primary,3,0.0001,1.0000000000000002e-06,65,455,7.702342635146033e-05,2.308527708053589,95,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/primary_k3_lr1e-04_seed101.pt,0efcf64722ac5a6a,101
primary,4,0.001,1e-05,42,294,0.0009008439059511099,2.6617244482040405,72,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/primary_k4_lr1e-03_seed101.pt,0efcf64722ac5a6a,101
shadow,0,0.001,1e-05,16,112,0.00098632311059685,2.5162667939157197,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,0efcf64722ac5a6a,101
shadow,1,0.0001,1.0000000000000002e-06,50,350,8.604725173927785e-05,2.861203670501709,80,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,0efcf64722ac5a6a,101
shadow,2,0.001,1e-05,84,588,0.0006356171597328595,3.0315572023391724,114,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,0efcf64722ac5a6a,101
shadow,3,0.01,0.0001,23,161,0.009707359806323416,3.548520174893466,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,0efcf64722ac5a6a,101
shadow,4,0.001,1e-05,19,133,0.0009803453744100868,2.9172356128692627,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T118_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,0efcf64722ac5a6a,101
