scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,25,175,0.0009652393605146844,0.43873839615330557,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/primary_k0_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,1,0.0001,1.0000000000000002e-06,67,402,7.569755007964338e-05,0.5002688686486446,97,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/primary_k1_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
primary,2,0.001,1e-05,21,147,0.0009757729755661011,0.45260182404518123,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/primary_k2_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,3,0.001,1e-05,35,245,0.0009310673033669522,0.48984982562065116,65,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/primary_k3_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,4,0.0001,1.0000000000000002e-06,55,385,8.323493733352077e-05,0.470463441848755,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/primary_k4_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
shadow,0,0.001,1e-05,26,182,0.000962320368593087,0.4909611587524413,56,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,1,0.001,1e-05,47,329,0.0008763049794670775,0.3955077548027038,77,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,2,0.0001,1.0000000000000002e-06,66,462,7.636367895343946e-05,0.476195272922516,96,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
shadow,3,0.0001,1.0000000000000002e-06,52,364,8.494768343131955e-05,0.5201684142604018,82,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
shadow,4,0.0001,1.0000000000000002e-06,78,546,6.799700476707323e-05,0.4031787292957306,108,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H069_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
