antibody_id,pair_hash,predictor,model,input,pdb_path,structure_hash,runtime_s,success,n_chains,chain_ids,vh_len,vl_len,error,mean_plddt,chain_lens.A,chain_lens.B
ADI-45497,6e33de759952cef2895af3a7ca831cf1,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6e33de759952cef2895af3a7ca831cf1.pdb,8e5724a77cd8c6e0875081b84a0e08ed,5.519260674715042,True,2,"A,B",128,107,,72.57817077636719,128,107
ADI-47244,6e62a1b0d70e9f307b79f5ee4a55760d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6e62a1b0d70e9f307b79f5ee4a55760d.pdb,5a0fa9d44abf1c83a4d475c4309d741a,5.555287157185376,True,2,"A,B",130,107,,69.75676727294922,130,107
ADI-45375,6e8752c44b48f389a2edd0ca59b12166,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6e8752c44b48f389a2edd0ca59b12166.pdb,04df500aee1fbcfc28e735a976526de9,5.562533009797335,True,2,"A,B",126,110,,74.0613784790039,126,110
ADI-47079,6e945d989bdb769b8a29f1fb01ebd8a4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6e945d989bdb769b8a29f1fb01ebd8a4.pdb,2b1e0657972aa6a100f19e905148ad9a,5.497165991924703,True,2,"A,B",121,113,,72.06034088134766,121,113
ADI-47316,6fcf1d7d3da8dc66b2ab0625f0ded3f7,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6fcf1d7d3da8dc66b2ab0625f0ded3f7.pdb,6e7822e8e22b445faf40ebcf1cd3e30d,5.4348091799765825,True,2,"A,B",122,110,,73.12433624267578,122,110
ADI-47100,70384c269260ea8c64810eae9423cb88,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/70384c269260ea8c64810eae9423cb88.pdb,486427ee325b384cba9677acc020bf8b,5.516299931332469,True,2,"A,B",123,112,,69.81000518798828,123,112
ADI-47304,709ff05264d95a15ab00455cede3456e,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/709ff05264d95a15ab00455cede3456e.pdb,e0d68e771b2686d35f57b28dc4847683,5.434556388296187,True,2,"A,B",118,114,,71.6697769165039,118,114
ADI-45406,70ad68c734fbd25676c6d876ee235362,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/70ad68c734fbd25676c6d876ee235362.pdb,456c86bee99d100fedd7a6cffadb37fc,4.935487070120871,True,2,"A,B",122,107,,71.06587982177734,122,107
ADI-46684,7127089b3a9640bb15c9592435a3d601,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7127089b3a9640bb15c9592435a3d601.pdb,2713a90a3edf43d713cc7458ccde22f4,5.619686892256141,True,2,"A,B",129,109,,70.91826629638672,129,109
ADI-47238,71cf42e8327efa90ea073ec6304fa763,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/71cf42e8327efa90ea073ec6304fa763.pdb,04fd280577365639b56dcc5ea156f700,5.618203495629132,True,2,"A,B",127,112,,72.59125518798828,127,112
ADI-47146,71d021993754862027c04ca1b140ea49,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/71d021993754862027c04ca1b140ea49.pdb,313e00fa567e71bf2f105b223425e37d,4.942194268107414,True,2,"A,B",122,107,,70.36680603027344,122,107
ADI-47237,72496f7ca7653ae406847716e325baaf,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/72496f7ca7653ae406847716e325baaf.pdb,9ffaf286b2a13dbe82b1a12f00e5c264,5.626267335377634,True,2,"A,B",126,112,,72.20755004882812,126,112
ADI-47192,72b3b9dd9764b528ae3795316930e7d4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/72b3b9dd9764b528ae3795316930e7d4.pdb,da478dcbd0cd1d4ade5f7f6e0bff35ee,5.6981099005788565,True,2,"A,B",129,111,,72.61128234863281,129,111
ADI-45390,72cf9c2e715d8677143317011c32b382,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/72cf9c2e715d8677143317011c32b382.pdb,ee6818eae211ff9a1e0b6b70994909bd,4.932308251969516,True,2,"A,B",119,110,,75.3285140991211,119,110
ADI-45470,73e0a0043a8e5ac6ae1f32b45ef7ca2f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/73e0a0043a8e5ac6ae1f32b45ef7ca2f.pdb,7dd352545dd1b27dab4016f735a5ba1b,4.98847465403378,True,2,"A,B",120,110,,73.17974090576172,120,110
ADI-45459,755f6ad8aed0afc304f5acc57f69298d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/755f6ad8aed0afc304f5acc57f69298d.pdb,571ab8b9cabb834b6e68c93e6434fbc8,4.875440512783825,True,2,"A,B",118,110,,74.3953628540039,118,110
ADI-47114,75755cc402a6b30a9ae1bd844116d069,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/75755cc402a6b30a9ae1bd844116d069.pdb,24ad4b66363a60e96880f62f8a8d3256,5.051491403952241,True,2,"A,B",119,112,,71.74249267578125,119,112
ADI-47186,75fcb831dea5acf4393e03ad08fc08d3,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/75fcb831dea5acf4393e03ad08fc08d3.pdb,895a9c185f71042e9761f92212e33cc1,5.460929333232343,True,2,"A,B",123,110,,73.17274475097656,123,110
ADI-45397,7819012726533119167c354dab863199,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7819012726533119167c354dab863199.pdb,bf4b38f475faa5f5b0986a63c33a8224,4.818745629861951,True,2,"A,B",117,110,,75.69990539550781,117,110
ADI-47159,7892bdac4499e29750a15eda2043d50f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7892bdac4499e29750a15eda2043d50f.pdb,6646c3773979abeaadc6b6777b1021b1,5.576101769693196,True,2,"A,B",128,109,,69.46306610107422,128,109
ADI-47231,793ec73169717c8cf91bf3309345a4ec,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/793ec73169717c8cf91bf3309345a4ec.pdb,b11f79325ac45ec1aa917a8bf18a7725,5.440904260613024,True,2,"A,B",121,111,,73.50814056396484,121,111
ADI-47307,7993c2ec2864faf7a974d52efedfcc89,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7993c2ec2864faf7a974d52efedfcc89.pdb,5fd0baab1624386251658b4b889724de,5.436061958782375,True,2,"A,B",125,107,,72.01505279541016,125,107
ADI-47309,7a0f483c6c8c5e67bf3704680813de35,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7a0f483c6c8c5e67bf3704680813de35.pdb,a10dbd5c4f8630fe99ed83484f3c512f,4.752113814465702,True,2,"A,B",119,107,,71.29611206054688,119,107
ADI-47180,7ad17608fd5b640e599de09a935e4aa9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7ad17608fd5b640e599de09a935e4aa9.pdb,f8628ebb4f66636308220485e8fbff9d,4.676977813243866,True,2,"A,B",117,108,,73.38070678710938,117,108
ADI-45430,7ad3533757c0dbf371988f8df0fae2a0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7ad3533757c0dbf371988f8df0fae2a0.pdb,884faa4f628898822b759bbda1c91b3b,5.51341977994889,True,2,"A,B",121,113,,73.56214904785156,121,113
ADI-45418,7adc30b4a277035596f2ba4d08bf5a56,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7adc30b4a277035596f2ba4d08bf5a56.pdb,60e7cb5ab3c657886e17def928313dac,4.679742024280131,True,2,"A,B",118,107,,72.20145416259766,118,107
ADI-47198,7d07db7f161e331955bc071493511cdf,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7d07db7f161e331955bc071493511cdf.pdb,5cd9b45ef7f678bd2d15de53467c9b20,5.0144667429849505,True,2,"A,B",122,108,,74.8614730834961,122,108
ADI-47076,7d193bc311f89ebe510d56a3f66a1ea6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7d193bc311f89ebe510d56a3f66a1ea6.pdb,b46ebd164bacc1d5603e6a27dc0237f5,5.510798562318087,True,2,"A,B",127,107,,71.38641357421875,127,107
ADI-47264,7dc2e47b8481f18d96f3a83a291ef3a6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7dc2e47b8481f18d96f3a83a291ef3a6.pdb,11de4d21a762dfae5149c5ec4cc7735e,5.572498815134168,True,2,"A,B",126,111,,72.77621459960938,126,111
ADI-47156,7e11777d2f4c844481ecce3691137e6c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7e11777d2f4c844481ecce3691137e6c.pdb,2b43006f18e6bfb09e71946ab8ccdf91,5.606447571888566,True,2,"A,B",127,111,,71.12957000732422,127,111
ADI-45402,7e5f50017224e5059df0bad0fc53d8fa,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7e5f50017224e5059df0bad0fc53d8fa.pdb,c2fe0d199183023228cdc536baa4606a,5.571004401892424,True,2,"A,B",124,113,,73.42059326171875,124,113
ADI-47251,7e86c9923cbbb99c119aa43b107f9b63,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7e86c9923cbbb99c119aa43b107f9b63.pdb,b082d75dd46be8407f1f9150f749a6c7,5.048898651264608,True,2,"A,B",123,108,,69.52911376953125,123,108
ADI-45465,7fa2b706486485a24a3170c83a124362,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/7fa2b706486485a24a3170c83a124362.pdb,74d2b5b6b0b3e8497b2fbf6d94e14160,5.012233334593475,True,2,"A,B",120,110,,73.82118225097656,120,110
ADI-47108,81f30343118d8181607987ba34a1e0f6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/81f30343118d8181607987ba34a1e0f6.pdb,c47db34be39cc7b0806a8af77e4197cb,5.504650020040572,True,2,"A,B",126,108,,70.7223892211914,126,108
ADI-47121,82e30acc11eb5052558f6ed5f9ff5f52,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/82e30acc11eb5052558f6ed5f9ff5f52.pdb,3210661178de2b7c5f8858a01050d737,5.009239383041859,True,2,"A,B",118,112,,73.37657928466797,118,112
ADI-47242,830214370646da3804f368ae92dfbbde,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/830214370646da3804f368ae92dfbbde.pdb,2fdda469265eb686cf2101dde85a336f,4.999837381765246,True,2,"A,B",120,110,,74.7552719116211,120,110
ADI-47093,837ea108c1a52fcb4451255f599cf029,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/837ea108c1a52fcb4451255f599cf029.pdb,f974c420b68dea5f63f90a83adeab2b2,4.683728684671223,True,2,"A,B",118,107,,74.98645782470703,118,107
ADI-47255,859a873c1569e5bdd1a8757c71f15308,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/859a873c1569e5bdd1a8757c71f15308.pdb,dcfcce0cb7e78873f4cb6fddd5970021,5.70036393776536,True,2,"A,B",132,108,,69.4260482788086,132,108
ADI-37123,86e8a52a665af976d72912b6c38798d1,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/86e8a52a665af976d72912b6c38798d1.pdb,5ed09c518644ac937d1e2afc7c0f8275,4.757123036310077,True,2,"A,B",119,107,,73.19847869873047,119,107
ADI-46689,870e571d7a0179e6471b12e284021044,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/870e571d7a0179e6471b12e284021044.pdb,55cbf58326d8daa2934fa1689203e85a,4.562473190948367,True,2,"A,B",116,107,,74.15608978271484,116,107
ADI-47099,887e15b650ee4dad3418953e66519084,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/887e15b650ee4dad3418953e66519084.pdb,5d14cbfbd454931805dd1f86b241c804,4.936746244318783,True,2,"A,B",122,107,,72.90474700927734,122,107
ADI-47142,897cec978a466863ba274f3336942ccd,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/897cec978a466863ba274f3336942ccd.pdb,bf76c34838bd40426f2ac9e4f30d4adf,5.459699903614819,True,2,"A,B",128,105,,72.98774719238281,128,105
ADI-47136,8b6b385e6bd2b9306c2aed187f375956,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/8b6b385e6bd2b9306c2aed187f375956.pdb,9b8bcc372c7529498dc994c01a0f61ca,5.466424001380801,True,2,"A,B",121,112,,68.37163543701172,121,112
ADI-38500,8c05240ef9e76c2fdf79d554ae84ddd8,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/8c05240ef9e76c2fdf79d554ae84ddd8.pdb,734bd713d2ae9167dbe213f2439a097d,5.438525227829814,True,2,"A,B",122,110,,73.52217102050781,122,110
ADI-45379,8d26098a909b02da95955857f05e76cc,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/8d26098a909b02da95955857f05e76cc.pdb,8b70c4b53ac670736fdbbcd0844eb62b,4.75087880063802,True,2,"A,B",118,108,,72.73534393310547,118,108
ADI-47240,8daf3e9859cb755fbbec6af9e52a2158,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/8daf3e9859cb755fbbec6af9e52a2158.pdb,dc311f4e7505c9fa0a4320f1bafa7a93,5.573328228667378,True,2,"A,B",128,109,,72.30646514892578,128,109
ADI-47134,8f92db7eda57c429245eab5dd1598482,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/8f92db7eda57c429245eab5dd1598482.pdb,a2e202567c9647c0fad4e3aa11336d7f,5.570737516507506,True,2,"A,B",124,113,,73.06652069091797,124,113
ADI-45383,8facb3aa978fcb65af91080f807eb9f9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/8facb3aa978fcb65af91080f807eb9f9.pdb,2df09f8706b3c1d65ecdda1c1bd48ebb,5.5127322236076,True,2,"A,B",125,109,,71.97061157226562,125,109
ADI-47176,90c26b2a1ba42a033159eec4aeaae00a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/90c26b2a1ba42a033159eec4aeaae00a.pdb,c0d87797b3094ce3e061d72e4d98fb1d,4.9354737512767315,True,2,"A,B",122,107,,73.46520233154297,122,107
ADI-47190,9406bf0f1998ecb097e529963bf4768c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9406bf0f1998ecb097e529963bf4768c.pdb,ea20fb9697b7b7564ad5198c731bf073,5.010216581635177,True,2,"A,B",118,112,,71.23866271972656,118,112
ADI-47064,946f0b7b041565c00567ae4c07b720cd,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/946f0b7b041565c00567ae4c07b720cd.pdb,663cb46a11c41b38c11cd63a5cbf0f6a,5.0528330411762,True,2,"A,B",121,110,,70.2784423828125,121,110
ADI-47153,95d83011498c987f48f585bae1edf837,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/95d83011498c987f48f585bae1edf837.pdb,bae1f4854d50dc9925e2f385026bc622,5.473642108030617,True,2,"A,B",123,110,,69.5676040649414,123,110
ADI-45453,96f62315d3559f91bfe27c42336eff03,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/96f62315d3559f91bfe27c42336eff03.pdb,310ee2bf24788a72156c79fb672211e1,4.804652042686939,True,2,"A,B",120,107,,69.97869873046875,120,107
ADI-46707,96fa44dda5c55f4bbf1801eb4daba1da,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/96fa44dda5c55f4bbf1801eb4daba1da.pdb,16e43702f6c230a08f0d2dde7b1484cf,5.512401508167386,True,2,"A,B",127,108,,72.906494140625,127,108
ADI-45395,9739931c27d08e44b36d428d948978c4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9739931c27d08e44b36d428d948978c4.pdb,ea8a3188dc0412b3866b91de5587323f,5.006235994398594,True,2,"A,B",122,108,,72.88703155517578,122,108
ADI-38501,973fb4db445c0685b7b358949fdd63c6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/973fb4db445c0685b7b358949fdd63c6.pdb,3590d678047f765eb2b7c7695e6d158d,4.802651208825409,True,2,"A,B",119,108,,74.86180114746094,119,108
ADI-47118,97e2c54e42fd9a71c50042ecf31658bc,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/97e2c54e42fd9a71c50042ecf31658bc.pdb,51c2877ab346dc389028e57fc792b156,5.445003823377192,True,2,"A,B",125,107,,72.83740234375,125,107
ADI-45410,97f73adb9ad6377327dacc9d9cb9da2d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/97f73adb9ad6377327dacc9d9cb9da2d.pdb,88734f366545a85289dc015a1b1f84f6,5.53221704531461,True,2,"A,B",127,108,,73.3343734741211,127,108
ADI-47200,994f13f3342edbd90b7a0dd78d237e21,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/994f13f3342edbd90b7a0dd78d237e21.pdb,73c7ddb6e8c30a47a6deacd94f64681b,4.93240468390286,True,2,"A,B",123,106,,71.8163070678711,123,106
ADI-37124,9967c0a69f4ee5822ff9f72c8a5ae2a0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9967c0a69f4ee5822ff9f72c8a5ae2a0.pdb,da748132f7fab4ffd62bb297addddb06,5.055330011993647,True,2,"A,B",123,108,,73.0324478149414,123,108
ADI-47253,999731a9e15296ac173e9c0c1248e366,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/999731a9e15296ac173e9c0c1248e366.pdb,e544ceb2045b923ccf8f03fd7f0a6136,4.885347018018365,True,2,"A,B",121,107,,73.69841766357422,121,107
ADI-47122,9a5f25cb3c5799329e704833b39bb520,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9a5f25cb3c5799329e704833b39bb520.pdb,9d00567052333419589b0ed6b23a1e43,5.516006435267627,True,2,"A,B",123,112,,73.0087890625,123,112
ADI-45467,9b206bed362674c5ee810c19c3fa94cf,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9b206bed362674c5ee810c19c3fa94cf.pdb,f266e611a8d2d229a0e523fe85085b5a,4.755167662166059,True,2,"A,B",119,107,,74.24971771240234,119,107
ADI-46698,9b6ab390c4efa922a17f0c72968524d4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9b6ab390c4efa922a17f0c72968524d4.pdb,535dba11216598fb8fd11e6edc7fd232,4.888800474815071,True,2,"A,B",120,108,,73.26443481445312,120,108
ADI-47262,9bb675db376a100fbafda7192f59e131,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9bb675db376a100fbafda7192f59e131.pdb,144f2154b2dac692aa3953205562ca1d,5.572310303337872,True,2,"A,B",130,107,,69.3299560546875,130,107
ADI-45460,9c3b1bfc479ae82cd5adc143d6870354,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9c3b1bfc479ae82cd5adc143d6870354.pdb,baec0639c83b3716223a80088e34d2ad,5.453288812190294,True,2,"A,B",122,111,,73.38162231445312,122,111
ADI-45404,9c7b70c7696d558dfa6da9754bf77065,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9c7b70c7696d558dfa6da9754bf77065.pdb,096801b713a7480796762a702c5e5d92,5.467988540418446,True,2,"A,B",121,112,,71.98141479492188,121,112
ADI-47092,9d75c9033b5579d9d4ec2d672fa15b8a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9d75c9033b5579d9d4ec2d672fa15b8a.pdb,5a04ff5bda60624b059f641b1a24b8ac,5.465682924725115,True,2,"A,B",122,111,,71.5178451538086,122,111
ADI-47078,9ea71d409533542f553a19b572e23ec3,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9ea71d409533542f553a19b572e23ec3.pdb,6e747ae36fafcc97d6f2e86d70e22ae1,4.560707770287991,True,2,"A,B",117,105,,74.2435302734375,117,105
ADI-47209,9eab64b870aa7c5e5bbb3f6a753edd95,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9eab64b870aa7c5e5bbb3f6a753edd95.pdb,eb112f25f3a6f1df756ca65d34ebaad6,5.529824429191649,True,2,"A,B",122,113,,72.01795959472656,122,113
ADI-45408,9ff37f04b5c11bb31d09366481949120,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/9ff37f04b5c11bb31d09366481949120.pdb,8fa596605287d402853f408364c0a46b,5.436499651521444,True,2,"A,B",119,113,,74.76441955566406,119,113
ADI-45455,a03902b973f9aa84dc3fe88b68c465d4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a03902b973f9aa84dc3fe88b68c465d4.pdb,cb271f1eb356a738494cad3d7e776a85,5.447402033954859,True,2,"A,B",123,109,,74.302978515625,123,109
ADI-47111,a093f1d10f493dc41a0b15ab40999a74,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a093f1d10f493dc41a0b15ab40999a74.pdb,46279c82256fac901cc4739d5f5f45a4,5.447614799253643,True,2,"A,B",119,113,,73.68196868896484,119,113
ADI-47163,a35a929fbdfc0bb1db12e6d2df31b976,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a35a929fbdfc0bb1db12e6d2df31b976.pdb,4aede2c70c5c6e0be207d6803bd386b7,4.628174690529704,True,2,"A,B",118,106,,72.31610107421875,118,106
ADI-47104,a472fb2dd17eb16ea0eb9e2ab45bac69,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a472fb2dd17eb16ea0eb9e2ab45bac69.pdb,0007afce020531a3d4dd66ed44f2b80b,5.063105251640081,True,2,"A,B",124,107,,72.38664245605469,124,107
ADI-47072,a63dd0b0e03abaddf933cb979ed88b08,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a63dd0b0e03abaddf933cb979ed88b08.pdb,317c778b15d81e7fc95811747c675409,5.475955972447991,True,2,"A,B",120,113,,73.85009765625,120,113
ADI-47148,a65ee70a75859d6fa10a242450f849dd,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a65ee70a75859d6fa10a242450f849dd.pdb,600e75317b4aade31590d2e1a2bb1b1b,5.045295546762645,True,2,"A,B",126,105,,72.71583557128906,126,105
ADI-47098,a84d7abfbfb41eb1870f42ef56cbc31f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a84d7abfbfb41eb1870f42ef56cbc31f.pdb,102a6111aec9956733b1fc6f440cfc15,5.007340736687183,True,2,"A,B",122,108,,70.92757415771484,122,108
ADI-47266,a853dba37c5b54f6efb66058bd431b7a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a853dba37c5b54f6efb66058bd431b7a.pdb,8b1d4ea7d75f3c7d4a8723765777c25a,5.009742001071572,True,2,"A,B",120,110,,74.2913818359375,120,110
ADI-45368,a8807222b4f4ecd2635968da28096bf2,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/a8807222b4f4ecd2635968da28096bf2.pdb,dcab2c6f632a4b245771c4c62b8b7b37,4.882086624391377,True,2,"A,B",122,106,,72.87335205078125,122,106
ADI-47259,aa9934d752469df464c26b3ca76bb0b9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/aa9934d752469df464c26b3ca76bb0b9.pdb,3bb8980510d658ae75b7eb308408bf85,5.57043323200196,True,2,"A,B",124,112,,72.10944366455078,124,112
ADI-47211,ab6f86e53bebc5d77e21812c001a85b0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ab6f86e53bebc5d77e21812c001a85b0.pdb,16114e6f4ed8c731e5202c0a8e735280,5.616517339833081,True,2,"A,B",130,109,,69.63886260986328,130,109
ADI-45440,ac1d6045228234ee207cb893a80c14ff,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ac1d6045228234ee207cb893a80c14ff.pdb,15b0f6fd3436a19b378c2c7831872751,4.998568485490978,True,2,"A,B",119,111,,73.22046661376953,119,111
ADI-47212,ad867d698435cfd4df6ceaa1994de56d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ad867d698435cfd4df6ceaa1994de56d.pdb,8625d2901ce6520fc6b796ccf288e711,5.006456547416747,True,2,"A,B",124,106,,71.70047760009766,124,106
