antibody_id,pair_hash,predictor,model,input,pdb_path,structure_hash,runtime_s,success,n_chains,chain_ids,vh_len,vl_len,error,mean_plddt,chain_lens.A,chain_lens.B
ADI-47183,3bb01e3aa13dbf93d1a7cb3f51204dd9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/3bb01e3aa13dbf93d1a7cb3f51204dd9.pdb,92783e65673e5c52d403c0f7ea41e66c,4.673980911262333,True,2,"A,B",118,107,,72.71176147460938,118,107
ADI-47115,3dc2aba160715cbe97e09082bfa62ae1,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/3dc2aba160715cbe97e09082bfa62ae1.pdb,b4f499ffe1edacfb33ad64ad3b009fcd,4.893351649865508,True,2,"A,B",120,108,,71.26634216308594,120,108
ADI-47105,3ddcb4fc2dedd4cc757b32da7e27b14c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/3ddcb4fc2dedd4cc757b32da7e27b14c.pdb,e9af90705f20846a4e4aba106342f89d,4.686978526413441,True,2,"A,B",117,108,,73.6499252319336,117,108
ADI-47228,3e19632a2e3d6f03f67a537988cd2688,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/3e19632a2e3d6f03f67a537988cd2688.pdb,cda0a94ab435abd10ed07739c42753cf,5.5539750112220645,True,2,"A,B",123,113,,71.42372131347656,123,113
ADI-47256,3ef38834e987a895d175b8dd9e732246,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/3ef38834e987a895d175b8dd9e732246.pdb,aad109d24a01085af4676f2ffa406e2b,5.7541383896023035,True,2,"A,B",121,120,,70.59868621826172,121,120
ADI-47178,3f6a32249db8b8dbc1053d62da5e89f0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/3f6a32249db8b8dbc1053d62da5e89f0.pdb,96f3edb9660deecc4c7aa0e7ff0ba0fc,4.923138430342078,True,2,"A,B",122,107,,74.82473754882812,122,107
ADI-47162,402dccc77bd91a71e5958c4bc87aeeec,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/402dccc77bd91a71e5958c4bc87aeeec.pdb,f50599845fb8cda609054732550bc267,5.770112765021622,True,2,"A,B",130,111,,72.7637939453125,130,111
ADI-47110,425d7660cc9fe883a774f06a901d8284,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/425d7660cc9fe883a774f06a901d8284.pdb,39e8674c1c0ee10086433ff23e8e4149,5.439950128085911,True,2,"A,B",121,111,,73.34234619140625,121,111
ADI-45435,43928dc068527dbdaa3cf8e36272c846,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/43928dc068527dbdaa3cf8e36272c846.pdb,30cc317a4fceb40ec73b3687e33f2f87,5.627057071775198,True,2,"A,B",126,113,,73.18312072753906,126,113
ADI-46708,43c2dffcf8a1929af4cbb1de066019ec,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/43c2dffcf8a1929af4cbb1de066019ec.pdb,46fdb35de018129e60448914112529b7,4.936982148326933,True,2,"A,B",122,107,,73.60311126708984,122,107
ADI-45479,43ec2724b38b06ad1a7ef56cdb9d2c67,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/43ec2724b38b06ad1a7ef56cdb9d2c67.pdb,29466f0710a991b8b7391bfc814297d8,5.057533074170351,True,2,"A,B",124,107,,72.29923248291016,124,107
ADI-45493,4424e5972cb893b882695a5a37c29d43,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4424e5972cb893b882695a5a37c29d43.pdb,b2f0ebf81768b827c174b5232da8d22b,5.603343112394214,True,2,"A,B",125,113,,72.3662109375,125,113
ADI-47174,44ead68fa8f1287cabf7c23c92aad05d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/44ead68fa8f1287cabf7c23c92aad05d.pdb,2a7998de8880a4030d82cd90e5f20e98,5.432398838922381,True,2,"A,B",120,112,,73.56229400634766,120,112
ADI-47208,45d787336411393edabed4e9212934b4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/45d787336411393edabed4e9212934b4.pdb,88c498c31ee3f439502228447270dc4c,4.6345123099163175,True,2,"A,B",118,106,,73.4773178100586,118,106
ADI-47107,46209b58c29bfa3e5259ee8e41fe4a4c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/46209b58c29bfa3e5259ee8e41fe4a4c.pdb,af0f19d7def4d6d6d2113580b47c6791,4.821386240422726,True,2,"A,B",115,112,,72.78496551513672,115,112
ADI-47102,46c13b2b6473183dd8445e855a25c421,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/46c13b2b6473183dd8445e855a25c421.pdb,0a9eac12e23933bb4ee2cd81a17d46b4,4.816457133740187,True,2,"A,B",120,107,,74.86133575439453,120,107
ADI-47080,4812b9a3be48c352add675ced6052efc,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4812b9a3be48c352add675ced6052efc.pdb,ed17c12d2b0ab8fc0b25a80a4167ed15,5.444874265231192,True,2,"A,B",124,108,,69.50749206542969,124,108
ADI-45432,48979f1e02439781111bf484189c8d45,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/48979f1e02439781111bf484189c8d45.pdb,4b41932d1c926e3c82a04f53e91e7152,5.852131187915802,True,2,"A,B",132,111,,69.72589111328125,132,111
ADI-47279,4919ba3fc8c08aa1bced95356c0e7985,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4919ba3fc8c08aa1bced95356c0e7985.pdb,1d3543e1ce998c555a74ede5cf40f9c8,4.8768003191798925,True,2,"A,B",118,110,,71.55368041992188,118,110
ADI-45476,496c09ef6da068a67da16403c35dbdd6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/496c09ef6da068a67da16403c35dbdd6.pdb,f59c6d00a219993aab925caf81796aa5,5.004708674736321,True,2,"A,B",120,110,,74.16522216796875,120,110
ADI-45388,4a2fb5485cca970084281df53595bf43,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4a2fb5485cca970084281df53595bf43.pdb,41da70803acbfab105a0466cf9220083,5.513848135247827,True,2,"A,B",122,112,,74.87835693359375,122,112
ADI-47086,4a64ef567d89f28488eb97f0fb42640d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4a64ef567d89f28488eb97f0fb42640d.pdb,ae915089972183056762dd89929c33e7,4.8154995972290635,True,2,"A,B",117,110,,74.20037841796875,117,110
ADI-45489,4af2bf81e7b4afb9ece1cdeafd7c2969,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4af2bf81e7b4afb9ece1cdeafd7c2969.pdb,0bc6bdca70215a714cbaf60607157918,5.576919363811612,True,2,"A,B",126,111,,72.82744598388672,126,111
ADI-47143,4b7d5daf8160dc09539fc357c332e84a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4b7d5daf8160dc09539fc357c332e84a.pdb,9d5da35f3ed45404be76185014ac5cb9,5.6020023403689265,True,2,"A,B",131,107,,72.40853881835938,131,107
ADI-46679,4c7c995ca2c7d08013e22a5ca58790e6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4c7c995ca2c7d08013e22a5ca58790e6.pdb,efd907367ee3e9552cb6239aceee99ba,5.051481141708791,True,2,"A,B",121,110,,73.7579574584961,121,110
ADI-47302,4d36720184738a5f3e5078822b1acee0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4d36720184738a5f3e5078822b1acee0.pdb,dea2590158bebafb9ba06d35ffdd650e,5.436642503365874,True,2,"A,B",125,107,,73.40957641601562,125,107
ADI-45429,4dbdabe8c28851733945ede9c89e4ac2,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4dbdabe8c28851733945ede9c89e4ac2.pdb,e086bad01ac3b143c06bc1d31bcc97a0,5.436618692241609,True,2,"A,B",125,107,,74.0921859741211,125,107
ADI-47315,4ec5b4f2c7377b42a326c233e070fe45,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4ec5b4f2c7377b42a326c233e070fe45.pdb,3bdcf7e40d7baaf3298f3620c95cf456,5.513786786235869,True,2,"A,B",125,110,,72.40486145019531,125,110
ADI-47297,4f451403372d32f552c4e6828b53f24f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4f451403372d32f552c4e6828b53f24f.pdb,a790e9f091af78e78cada2da513e6b58,4.676505155861378,True,2,"A,B",118,107,,71.76252746582031,118,107
ADI-38499,4f8074ab8223459f88277e89b5f72c86,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4f8074ab8223459f88277e89b5f72c86.pdb,14c3e9912ea4a539d6a3c2cb4c59f12c,4.936361548490822,True,2,"A,B",118,111,,71.44979095458984,118,111
ADI-45442,4f9cd34622ed637d6b0ebfece3567efe,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4f9cd34622ed637d6b0ebfece3567efe.pdb,8e8e82a00c5e9d1bf68c45287e15dae9,4.992069816216826,True,2,"A,B",122,108,,73.66453552246094,122,108
ADI-47150,4fb02e9d48a8485d6272b8e7cb9a98d6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4fb02e9d48a8485d6272b8e7cb9a98d6.pdb,fb84980cca193550e05121ef5927875b,5.553001143038273,True,2,"A,B",125,111,,70.25406646728516,125,111
ADI-47294,4fb465f676fefe8476c49486545e8578,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/4fb465f676fefe8476c49486545e8578.pdb,a44cd3741c40a99b88e2d497d4307c80,4.9287832118570805,True,2,"A,B",117,112,,71.59008026123047,117,112
ADI-47215,50c8c63f5fbbba1cf3c53f4d0fec0620,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/50c8c63f5fbbba1cf3c53f4d0fec0620.pdb,158042c4c81a7454bfd06ccf47b89019,4.933190332725644,True,2,"A,B",122,107,,72.25227355957031,122,107
ADI-47229,51aff12f751cad0f8570952b4e1d4223,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/51aff12f751cad0f8570952b4e1d4223.pdb,251c018f64c2fff1e1b6e772e0754b89,5.5256797429174185,True,2,"A,B",127,108,,70.1713638305664,127,108
ADI-47106,51fc9d997ec7e5b325129c5c4f8b97c7,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/51fc9d997ec7e5b325129c5c4f8b97c7.pdb,9cf6309c04ad0fc2b414af2163fb7429,5.554437800310552,True,2,"A,B",126,110,,71.8917465209961,126,110
ADI-45420,520c392bca194e20a4d3bd234455ea6f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/520c392bca194e20a4d3bd234455ea6f.pdb,ee5f3871fcf7462ecf74bacb1f754a39,5.055880717001855,True,2,"A,B",121,110,,73.05886840820312,121,110
ADI-47222,542ff28b2b1230d9ca3b5d7c5dca2d75,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/542ff28b2b1230d9ca3b5d7c5dca2d75.pdb,a75c51f93a1568c2fe4ddd9ba985ac74,5.471696339547634,True,2,"A,B",126,107,,72.01258850097656,126,107
ADI-47179,5441028847f8386fe3ef4f80cbdc6888,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5441028847f8386fe3ef4f80cbdc6888.pdb,c09c76b9f13330d5cd4075d202a68675,4.885846580378711,True,2,"A,B",122,106,,72.94843292236328,122,106
ADI-47239,54a83ca09ce8d5d6aa185e998e270398,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/54a83ca09ce8d5d6aa185e998e270398.pdb,845a5e9a8d911590a74b3ba39e1d51e2,5.7584552224725485,True,2,"A,B",132,109,,71.01779174804688,132,109
ADI-47203,55177d5bc3128b77535b84905a05cee7,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/55177d5bc3128b77535b84905a05cee7.pdb,8d6bd9b129958aed4a728b482f637f4b,4.950101416558027,True,2,"A,B",117,112,,74.2435073852539,117,112
ADI-37125,5550196b1bf76930cfa00cb91f11cca9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5550196b1bf76930cfa00cb91f11cca9.pdb,e2076ad36f4a8592f26aab1809b2e7fb,5.430115384049714,True,2,"A,B",124,108,,70.32366943359375,124,108
ADI-47313,55e823574db2d642f71b9739e3bf0a4e,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/55e823574db2d642f71b9739e3bf0a4e.pdb,4a247b684b5a5bf2e18b5cf533817138,4.819398380815983,True,2,"A,B",120,107,,71.22725677490234,120,107
ADI-47213,55f7ae8901f7b50aa7e118d8d3ed2e00,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/55f7ae8901f7b50aa7e118d8d3ed2e00.pdb,4174c3be90a5848ec808287eb7cf4d52,5.012784252874553,True,2,"A,B",120,110,,70.7259292602539,120,110
ADI-47230,56739fda40643b01568b6cd706a62739,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/56739fda40643b01568b6cd706a62739.pdb,33f687e482228779c9b334cbbb774ddd,4.637149310670793,True,2,"A,B",118,106,,73.8286361694336,118,106
ADI-47149,57045e8ebdc6f8f7b06a0b4038e03870,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/57045e8ebdc6f8f7b06a0b4038e03870.pdb,5d56f003b02eaaa8340a278562f766f4,5.540506032295525,True,2,"A,B",124,112,,71.27604675292969,124,112
ADI-47323,57721e7c7a305502c6427d0e309273ce,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/57721e7c7a305502c6427d0e309273ce.pdb,51b386b1251f16d7c7fc279aa18f397f,4.6323001170530915,True,2,"A,B",117,107,,70.4976577758789,117,107
ADI-47175,57a16fa80ea76d2973c58e2cdc9779d8,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/57a16fa80ea76d2973c58e2cdc9779d8.pdb,6e55eb0d700d840eabea5b108bc6238a,5.463423904031515,True,2,"A,B",127,106,,71.9189682006836,127,106
ADI-47263,57e17a4ddb560f97965099c723632260,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/57e17a4ddb560f97965099c723632260.pdb,62198029d478b436e4a0fa4615e094e1,4.877468544058502,True,2,"A,B",121,107,,73.72712707519531,121,107
ADI-46678,5a8870303b1d87bee856b855cb661081,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5a8870303b1d87bee856b855cb661081.pdb,1e64eabdf96a5e1d77b922efeab4648e,4.894860748201609,True,2,"A,B",120,108,,72.20281982421875,120,108
ADI-47194,5beba10b53f30c30a5e9683d9dba4ad4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5beba10b53f30c30a5e9683d9dba4ad4.pdb,97081758bf8df82cb70846c1593dce8c,4.758835965767503,True,2,"A,B",119,107,,71.06090545654297,119,107
ADI-47087,5c7e0d18f570b55d013d6054e21e1276,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5c7e0d18f570b55d013d6054e21e1276.pdb,48a5fb86a76494599da77ebbec91c274,4.680076545104384,True,2,"A,B",118,107,,73.5516586303711,118,107
ADI-47275,5d80699b8f92ab471bf6b6e5cb9b66f4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5d80699b8f92ab471bf6b6e5cb9b66f4.pdb,79f18d5910525bb421531c20701ec4d9,5.059999172575772,True,2,"A,B",118,113,,73.83161163330078,118,113
ADI-47236,5d914d16baa750c8edbceaf8891bae77,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5d914d16baa750c8edbceaf8891bae77.pdb,01f8b7f17dadfafcd9782265af80a282,5.4744310118258,True,2,"A,B",126,107,,73.25405883789062,126,107
ADI-45447,5dee43be405dbb574093849498e075c4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5dee43be405dbb574093849498e075c4.pdb,2b61a3ed5c4b7612a3e109e2fbec16ad,4.944076622836292,True,2,"A,B",121,108,,71.02922058105469,121,108
ADI-47268,5df956323da8dabee33921ffcaa99a1a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5df956323da8dabee33921ffcaa99a1a.pdb,0af8a741e55b2e72cb25c35038f804a1,4.93380421679467,True,2,"A,B",122,107,,72.92987823486328,122,107
ADI-47282,5e0b1d2ae51ef5dcbfb404816737141c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5e0b1d2ae51ef5dcbfb404816737141c.pdb,05018c8561c3eeda1c43699329870516,5.002435943111777,True,2,"A,B",123,107,,72.67359161376953,123,107
ADI-47247,5e5fd47798a0ae3cd240afd24c73efcd,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5e5fd47798a0ae3cd240afd24c73efcd.pdb,68150b18ea2fe6fbf8493b6fd6704ff2,4.885766652412713,True,2,"A,B",121,107,,75.5455551147461,121,107
ADI-47091,5fdefefa98f92e5ebe8cbd499ddc20f7,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/5fdefefa98f92e5ebe8cbd499ddc20f7.pdb,7126c1eedd967c731611deb250e112b3,5.599490481428802,True,2,"A,B",126,112,,72.10882568359375,126,112
ADI-47095,6032f64ac955dd776c8ca342c350d208,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6032f64ac955dd776c8ca342c350d208.pdb,fad26ec1eaf1374882e85da0dadfab61,5.062093989923596,True,2,"A,B",118,113,,72.51282501220703,118,113
ADI-47168,617412eb142a5440b65434ead78b3dae,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/617412eb142a5440b65434ead78b3dae.pdb,5ec106889e5408587cbeb8c90574d901,5.555347196757793,True,2,"A,B",129,107,,69.46614837646484,129,107
ADI-45480,61ef97b43c1259aa8f5a0d4f94449fb3,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/61ef97b43c1259aa8f5a0d4f94449fb3.pdb,3fe0a03c59089fce9e3e8623d73f9d3d,4.945272609591484,True,2,"A,B",122,107,,75.01109313964844,122,107
ADI-47188,61fedce8fc692c8cc02f3167656193ec,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/61fedce8fc692c8cc02f3167656193ec.pdb,30dece7c6f87fe967ede434d128f041d,5.763345995917916,True,2,"A,B",126,115,,72.46119689941406,126,115
ADI-47066,623156d7d3a52a077c64a60e26d832b4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/623156d7d3a52a077c64a60e26d832b4.pdb,6be06fc908889f0962b087be01f45298,5.511369914747775,True,2,"A,B",122,113,,74.29798889160156,122,113
ADI-47249,63e2cd7489177a3ed014d80d2d7a7db6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/63e2cd7489177a3ed014d80d2d7a7db6.pdb,25ddea8373be6eab847221dc9d681438,5.440584192052484,True,2,"A,B",123,109,,70.85262298583984,123,109
ADI-45377,64008e4fc86800e48da664723ef3519c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/64008e4fc86800e48da664723ef3519c.pdb,ef1caf13f63f269e84f09ea2eca429af,5.473083432763815,True,2,"A,B",125,108,,73.90850067138672,125,108
ADI-47299,6559e46316086735592c7501a8716a3e,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6559e46316086735592c7501a8716a3e.pdb,6aa07e189f4a53e580b91b32dc571065,4.755303322337568,True,2,"A,B",114,112,,73.68599700927734,114,112
ADI-47193,6586a2f6c10dfdec1b1b56edb73397a9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6586a2f6c10dfdec1b1b56edb73397a9.pdb,22918cbeef950b0041278f1a9dc3b8b4,4.757382605224848,True,2,"A,B",119,107,,74.04582977294922,119,107
ADI-47235,659087d85d6d05560873c3e867676350,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/659087d85d6d05560873c3e867676350.pdb,4824f237766f98270ad33f594ac28107,5.70918230433017,True,2,"A,B",129,111,,71.4264907836914,129,111
ADI-47074,6736dec84415471244f7456d16129856,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6736dec84415471244f7456d16129856.pdb,5d28cd6ab53f0593e7da4f17ba1c6d78,5.515912894159555,True,2,"A,B",128,107,,71.5595703125,128,107
ADI-47155,67606ff651d72b9e0625687a1da10500,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/67606ff651d72b9e0625687a1da10500.pdb,4c7427cb83af677b52730b76ffa0e1b5,4.81191644910723,True,2,"A,B",120,107,,71.88126373291016,120,107
ADI-47116,67a040583b2dfa79a816dfa61d4100b4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/67a040583b2dfa79a816dfa61d4100b4.pdb,80f368733d37b11fb13021d8a5080f0c,5.462313778698444,True,2,"A,B",119,114,,74.0171127319336,119,114
ADI-46695,67b9039b5db66060ae58b35db5aa6b37,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/67b9039b5db66060ae58b35db5aa6b37.pdb,f6e05e74a049f46908598e9e05e60699,4.81582906562835,True,2,"A,B",120,107,,74.53034210205078,120,107
ADI-46685,6837feffda9060af4faa4717ed4fc257,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6837feffda9060af4faa4717ed4fc257.pdb,db3312e591b9ad859679b0aa38e0d515,5.058812205679715,True,2,"A,B",123,108,,72.51131439208984,123,108
ADI-47314,696e6ed577fcf34a1cb3b559cc8727bb,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/696e6ed577fcf34a1cb3b559cc8727bb.pdb,2452c60fd15376f10985c616e2a4a887,4.9961165534332395,True,2,"A,B",120,110,,73.51665496826172,120,110
ADI-46706,69a0ae62196564609e67b2ba90aa4881,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/69a0ae62196564609e67b2ba90aa4881.pdb,0bdad158ec62d5fcb259d9b87469d79f,4.94210718292743,True,2,"A,B",122,107,,75.38865661621094,122,107
ADI-47189,69f5d0770bbbb1c600d5f4904e178e91,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/69f5d0770bbbb1c600d5f4904e178e91.pdb,8e1cd09c1daab5518ada6e5b37160020,5.612668020650744,True,2,"A,B",126,113,,72.133544921875,126,113
ADI-47109,6aa36a35f91c2b26491fed036d21ac63,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6aa36a35f91c2b26491fed036d21ac63.pdb,e98a4a763e0c9baf0d537863489c4748,4.559818907640874,True,2,"A,B",116,107,,71.06820678710938,116,107
ADI-45439,6b32c2ed603f1bae635aa99cfa4fba8f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6b32c2ed603f1bae635aa99cfa4fba8f.pdb,8607e3bc98cd14df4bf9f3aaa7d82c27,4.884240631945431,True,2,"A,B",121,107,,71.66405487060547,121,107
ADI-45486,6bf1371b05fa9c9e99df1a96195b1caf,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6bf1371b05fa9c9e99df1a96195b1caf.pdb,f504175d24240c4c842115d99975febe,5.7722982335835695,True,2,"A,B",129,112,,72.21208953857422,129,112
ADI-47177,6c395d86b74025ad9d187988d4fc5404,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6c395d86b74025ad9d187988d4fc5404.pdb,170337bcb37018f26194f0f2c08888e7,4.926198285073042,True,2,"A,B",126,103,,71.89985656738281,126,103
ADI-47133,6c937801ae32f04c1b6654c39f448950,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6c937801ae32f04c1b6654c39f448950.pdb,e3c062096d85e1065d132c9c42d4a378,4.9394366517663,True,2,"A,B",121,108,,72.43444061279297,121,108
ADI-45498,6dbfd5a44be443b6c2e8fc3fc6faa2d0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6dbfd5a44be443b6c2e8fc3fc6faa2d0.pdb,ed8ee988e2103fb0dea25c1cb9963822,5.547685980796814,True,2,"A,B",126,110,,71.96818542480469,126,110
ADI-45448,6e25f61ca720cea686fb0c2ac18a0467,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/6e25f61ca720cea686fb0c2ac18a0467.pdb,1cfd2c5f62eeacabe49676784ad34608,5.049255843274295,True,2,"A,B",119,112,,73.78068542480469,119,112
