scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,61,427,0.0007959536998847743,0.42323819224039716,91,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/primary_k0_lr1e-03_seed101.pt,8462d848103517b5,101
primary,1,0.0001,1.0000000000000002e-06,43,258,8.961267311259666e-05,0.5091050477461381,73,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/primary_k1_lr1e-04_seed101.pt,8462d848103517b5,101
primary,2,0.001,1e-05,27,189,0.0009592885397135706,0.4622897191047669,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/primary_k2_lr1e-03_seed101.pt,8462d848103517b5,101
primary,3,0.001,1e-05,18,126,0.00098245592213661,0.473997895002365,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/primary_k3_lr1e-03_seed101.pt,8462d848103517b5,101
primary,4,0.001,1e-05,13,91,0.000991232189110701,0.4552380747795105,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/primary_k4_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,0,0.001,1e-05,25,175,0.0009652393605146844,0.4026452213634143,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,1,0.001,1e-05,24,168,0.0009680447952607845,0.4631773903369904,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,2,0.001,1e-05,24,168,0.0009680447952607845,0.4251400942802432,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,3,0.001,1e-05,42,294,0.0009008439059511099,0.45875257642341377,72,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,4,0.001,1e-05,70,490,0.0007366252580589839,0.32546300148963936,100,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H080_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,8462d848103517b5,101
