rank,model_id,full_model_name,feature_blocks_full,regressor,preprocessing_full,result_class,cv_primary_mae,cv_shadow_mae,cv_mean_mae,cv_worst_mae,public_mae,private_mae,prediction_source,canonical_replay_status,contains_any_PLM
1,TmApp__META_performance__ridge_100.0__HIST,prediction-level meta-learner (ridge_100.0) over out-of-fold base predictions: Stage-3 incremental fusion ADV_INTERACTIONS descriptors under support-vector regression (SVROpt); TmApp / FUSION_OVERALL / ESMFold / STRUCT_RASA / SVROpt; TmApp / FUSION / ablang2 / HL_paired / SEQ_BASIC / SVROpt; TmApp / ADV_TMAPP_ALL / SVROpt,prediction-level meta-learner (ridge_100.0) over out-of-fold base predictions: Stage-3 incremental fusion ADV_INTERACTIONS descriptors under support-vector regression (SVROpt); TmApp / FUSION_OVERALL / ESMFold / STRUCT_RASA / SVROpt; TmApp / FUSION / ablang2 / HL_paired / SEQ_BASIC / SVROpt; TmApp / ADV_TMAPP_ALL / SVROpt,ridge_100.0,historical Stage pipeline (often SVR bases; not endgame Ridge/Lasso feature matrix),PREDICTION_LINEAR_BLEND,2.7134783500422097,2.759100007677969,2.7362891788600896,2.759100007677969,3.2306885841030826,3.211552262966718,HISTORICAL_FROZEN_SUBMISSION,HISTORICAL_PROTOCOL_NOT_CANONICALLY_REPLAYABLE,True
2,TmApp__ablang2__HL__RidgeOpt__HIST,Historical Stage-2 AbLang2 heavy+light protein-language-model embedding only (no SEQ_BASIC / BioEmu / ProteinMPNN / AbLingua blocks) under Optuna-tuned Ridge (alpha≈78.35145884661983),Historical Stage-2 AbLang2 heavy+light protein-language-model embedding only (no SEQ_BASIC / BioEmu / ProteinMPNN / AbLingua blocks) under Optuna-tuned Ridge (alpha≈78.35145884661983),RidgeOpt,historical Stage pipeline (often SVR bases; not endgame Ridge/Lasso feature matrix),HISTORICAL_LINEAR_OTHER,2.9375619787158387,3.030556011199951,2.984058994957895,3.030556011199951,3.0853249349711853,3.159989439410928,HISTORICAL_FROZEN_PREDICTION,HISTORICAL_PROTOCOL_NOT_CANONICALLY_REPLAYABLE,True
