model_id,base_experiment_id,prediction_artifact,prediction_hash_sha256,public_mae,private_mae,inventory_public_mae,inventory_private_mae,max_abs_diff_vs_representative,mean_abs_diff_vs_representative,corr_vs_representative,prediction_family,classification,notes
TmApp__META_diversity__convex_mae__HIST,TmApp__META_diversity__convex_mae,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__convex_mae.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
TmApp__META_diversity__nnls__HIST,TmApp__META_diversity__nnls,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__nnls.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
TmApp__META_diversity__nnls_norm__HIST,TmApp__META_diversity__nnls_norm,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__nnls_norm.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
TmApp__META_diversity__quantile_0.0__HIST,TmApp__META_diversity__quantile_0.0,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__quantile_0.0.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
TmApp__META_diversity__quantile_0.001__HIST,TmApp__META_diversity__quantile_0.001,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__quantile_0.001.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
TmApp__META_diversity__quantile_0.01__HIST,TmApp__META_diversity__quantile_0.01,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__quantile_0.01.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
TmApp__META_diversity__quantile_0.1__HIST,TmApp__META_diversity__quantile_0.1,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__quantile_0.1.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
TmApp__META_diversity__ridge_100.0__HIST,TmApp__META_diversity__ridge_100.0,/workspace_developability_acquisition/virtual_participant/round1_postmortem/predictions_exploratory/TmApp__META_diversity__ridge_100.0.csv,8b7f14e326c369ab54702b94b1242483b793b61a765c226c6639125c6c1f5f2d,3.345595945037222,3.15007534338225,3.345595945037222,3.15007534338225,0.0,0.0,1.0,IDENTICAL_FAMILY_8b7f14e326c3,IDENTICAL_PREDICTION_FAMILY,All eight META_diversity labels share bit-identical Test prediction vectors
