scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,42,294,9.0084390595111e-05,2.821322354403409,72,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/primary_k0_lr1e-04_seed101.pt,5ab87aa9f6cc57b6,101
primary,1,0.001,1e-05,16,96,0.00098632311059685,3.0478642781575522,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/primary_k1_lr1e-03_seed101.pt,5ab87aa9f6cc57b6,101
primary,2,0.001,1e-05,17,119,0.0009844486647586723,3.262206554412842,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/primary_k2_lr1e-03_seed101.pt,5ab87aa9f6cc57b6,101
primary,3,0.001,1e-05,23,161,0.0009707359806323416,2.589466094970703,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/primary_k3_lr1e-03_seed101.pt,5ab87aa9f6cc57b6,101
primary,4,0.0001,1.0000000000000002e-06,89,623,5.977537507199338e-05,2.9005072116851807,119,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/primary_k4_lr1e-04_seed101.pt,5ab87aa9f6cc57b6,101
shadow,0,0.0001,1.0000000000000002e-06,78,546,6.799700476707323e-05,2.631093574292732,108,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,5ab87aa9f6cc57b6,101
shadow,1,0.001,1e-05,13,91,0.000991232189110701,3.0974771976470947,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,5ab87aa9f6cc57b6,101
shadow,2,0.001,1e-05,49,343,0.0008658394705735987,2.9777584075927734,79,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,5ab87aa9f6cc57b6,101
shadow,3,0.001,1e-05,4,28,0.0009994504881061753,3.480795889189749,34,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,5ab87aa9f6cc57b6,101
shadow,4,0.001,1e-05,27,189,0.0009592885397135706,2.8593904972076416,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T102_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,5ab87aa9f6cc57b6,101
