target_metric,N,intercept,slope,r2,residual_sd
Private_MAE,111,1.8292828725878307,0.5102345756581265,0.5164509100472597,0.15620129129973298
Public_MAE,111,2.1747816344796096,0.4310408293399888,0.4567320545950264,0.14873174630774927
All_Test_MAE,111,2.002032253533721,0.47063770249905734,0.548213181540064,0.1351723080940052
