target,family,cv,mode,feature_dim,screen_model,base_MAE,cand_MAE,delta_MAE,boot_lo,boot_hi,p_improve,cand_Spearman,n,incumbent_id,subfamily,structure_source,molecular_scope,standalone_delta,reference_model,incremental_mae,incremental_delta,bootstrap_ci_low,bootstrap_ci_high,generator_robustness,artifact_status,runtime,verdict,notes
TmApp,S1_EXPOSED_AROMATIC,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.265986220435056,0.1722853845032159,-0.0397550653395543,0.3977998080739211,0.947,0.3031357789499326,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.1722853845032159,TmApp__META_performance__ridge_100.0,,,-0.0397550653395543,0.3977998080739211,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_EXPOSED_AROMATIC,Primary,INC_vs_PLM,1280,PCA32_Ridge,3.02851273324092,3.4621682530738345,-0.4336555198329148,-0.7854084054521605,-0.0872256247300394,0.0075,0.3459365868384094,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.4621682530738345,-0.4336555198329148,-0.7854084054521605,-0.0872256247300394,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_EXPOSED_AROMATIC,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.7460923164856053,-0.0326139664433955,-0.0777777871872579,0.0093808489409671,0.0555,0.5881194610858805,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.7460923164856053,-0.0326139664433955,-0.0777777871872579,0.0093808489409671,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,NO_SIGNAL,
TmApp,S1_EXPOSED_AROMATIC,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.2471993845727,0.1910722203655721,-0.028650718473684,0.3985133088656225,0.958,0.3432625075178745,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.1910722203655721,TmApp__META_performance__ridge_100.0,,,-0.028650718473684,0.3985133088656225,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_EXPOSED_AROMATIC,Shadow,INC_vs_PLM,1280,PCA32_Ridge,3.030945321708822,3.4985753816705363,-0.4676300599617145,-0.807075479765689,-0.1597397310401104,0.003,0.3563065901622587,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.4985753816705363,-0.4676300599617145,-0.807075479765689,-0.1597397310401104,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_EXPOSED_AROMATIC,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.722028180216137,-0.0085498301739272,-0.0747967863656054,0.0547051240916025,0.393,0.5911763589462277,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.722028180216137,-0.0085498301739272,-0.0747967863656054,0.0547051240916025,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_EXPOSED_AROMATIC,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,0.5181666666666666,0.5386944492985871,-0.0205277826319205,-0.0763641996591742,0.0321478212459493,0.241,0.3587914253537055,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0205277826319205,HIC__SIMPLE_blend_seq_surf_adv,,,-0.0763641996591742,0.0321478212459493,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_EXPOSED_AROMATIC,Primary,INC_vs_PLM,1280,PCA32_Ridge,0.5220492329835269,0.5630312360180121,-0.0409820030344851,-0.1078104850803988,0.0283359418881215,0.1215,0.4574708168888128,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.5630312360180121,-0.0409820030344851,-0.1078104850803988,0.0283359418881215,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_EXPOSED_AROMATIC,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4485931467573807,-0.0234154479864702,-0.0598314560874163,0.0137236948073623,0.1195,0.619003665654168,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4485931467573807,-0.0234154479864702,-0.0598314560874163,0.0137236948073623,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,REDUNDANT_SIGNAL,
HIC,S1_EXPOSED_AROMATIC,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,0.5176481481481482,0.528780268082195,-0.0111321199340468,-0.0642312732972332,0.043349661127969,0.344,0.4516094433791972,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0111321199340468,HIC__SIMPLE_blend_seq_surf_adv,,,-0.0642312732972332,0.043349661127969,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_EXPOSED_AROMATIC,Shadow,INC_vs_PLM,1280,PCA32_Ridge,0.5233988520074129,0.6016258695214957,-0.0782270175140827,-0.152590494565696,-0.0077692696149193,0.0135,0.4009585951940098,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.6016258695214957,-0.0782270175140827,-0.152590494565696,-0.0077692696149193,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_EXPOSED_AROMATIC,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4454347903502226,-0.0202570915793121,-0.0576482161125721,0.0156243047021292,0.1205,0.6190234246787609,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4454347903502226,-0.0202570915793121,-0.0576482161125721,0.0156243047021292,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.508230271822084,-0.0699586668838123,-0.2545715888437942,0.1212644576278841,0.2295,0.1268118196955823,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0699586668838123,TmApp__META_performance__ridge_100.0,,,-0.2545715888437942,0.1212644576278841,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Primary,INC_vs_PLM,1280,PCA32_Ridge,3.02851273324092,3.3186640315753344,-0.2901512983344148,-0.6012989812130748,0.0092973430686537,0.03,0.3598367138928538,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.3186640315753344,-0.2901512983344148,-0.6012989812130748,0.0092973430686537,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.7271979617317155,-0.0137196116895057,-0.0479181387164378,0.021028753398842,0.205,0.5970683741844481,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.7271979617317155,-0.0137196116895057,-0.0479181387164378,0.021028753398842,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,NO_SIGNAL,
TmApp,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.432333619233044,0.0059379857052284,-0.1937339237725286,0.201967269042002,0.5135,0.1853039498727551,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.0059379857052284,TmApp__META_performance__ridge_100.0,,,-0.1937339237725286,0.201967269042002,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Shadow,INC_vs_PLM,1280,PCA32_Ridge,3.030945321708822,3.437979959202182,-0.4070346374933602,-0.713310606434198,-0.0967589424474621,0.0065,0.3187239803773507,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.437979959202182,-0.4070346374933602,-0.713310606434198,-0.0967589424474621,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.72786927635192,-0.0143909263097103,-0.0493303390144931,0.0181842490598516,0.216,0.587098140774868,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.72786927635192,-0.0143909263097103,-0.0493303390144931,0.0181842490598516,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,0.5181666666666666,0.5581282760523877,-0.0399616093857211,-0.092015275312736,0.010836331746562,0.0565,0.1817011674391828,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0399616093857211,HIC__SIMPLE_blend_seq_surf_adv,,,-0.092015275312736,0.010836331746562,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Primary,INC_vs_PLM,1280,PCA32_Ridge,0.5220492329835269,0.5885528504076878,-0.0665036174241608,-0.1279221454437202,-0.0051204347360351,0.018,0.3069084608492562,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.5885528504076878,-0.0665036174241608,-0.1279221454437202,-0.0051204347360351,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4490209689320869,-0.0238432701611764,-0.0609560505599463,0.0123871172359469,0.09,0.6230006340575466,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4490209689320869,-0.0238432701611764,-0.0609560505599463,0.0123871172359469,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,REDUNDANT_SIGNAL,
HIC,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,0.5176481481481482,0.5651548252317262,-0.047506677083578,-0.0968516142483206,0.0036794421371788,0.0355,0.1545409767772416,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.047506677083578,HIC__SIMPLE_blend_seq_surf_adv,,,-0.0968516142483206,0.0036794421371788,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Shadow,INC_vs_PLM,1280,PCA32_Ridge,0.5233988520074129,0.5920130694528255,-0.0686142174454126,-0.1324992462280274,-0.0093373853363159,0.01,0.2848503326090006,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.5920130694528255,-0.0686142174454126,-0.1324992462280274,-0.0093373853363159,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_LARGEST_HYDROPHOBIC_SURFACE_PATCH,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4601158695622611,-0.0349381707913506,-0.0699184470155582,-0.0012370946566194,0.021,0.6045217119864181,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4601158695622611,-0.0349381707913506,-0.0699184470155582,-0.0012370946566194,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_PATCH_NEIGHBORS,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.3902756036748967,0.0479960012633751,-0.1297133114072808,0.2261476064693541,0.703,0.2184905032152411,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.0479960012633751,TmApp__META_performance__ridge_100.0,,,-0.1297133114072808,0.2261476064693541,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_PATCH_NEIGHBORS,Primary,INC_vs_PLM,1280,PCA32_Ridge,3.02851273324092,3.327028579837708,-0.2985158465967883,-0.6298341963200693,0.0396112892170143,0.035,0.3962807563600908,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.327028579837708,-0.2985158465967883,-0.6298341963200693,0.0396112892170143,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_PATCH_NEIGHBORS,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.686846544227345,0.0266318058148646,-0.0508673636523594,0.1052250274500294,0.7465,0.6077646914665876,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.686846544227345,0.0266318058148646,-0.0508673636523594,0.1052250274500294,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,WEAK_SIGNAL,
TmApp,S1_PATCH_NEIGHBORS,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.3228091740528187,0.115462430885453,-0.0779513972735684,0.3011871785134443,0.8715,0.269483062809889,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.115462430885453,TmApp__META_performance__ridge_100.0,,,-0.0779513972735684,0.3011871785134443,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_PATCH_NEIGHBORS,Shadow,INC_vs_PLM,1280,PCA32_Ridge,3.030945321708822,3.370561598017732,-0.3396162763089094,-0.6933262072515162,0.0056103432804168,0.027,0.3754065513312772,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.370561598017732,-0.3396162763089094,-0.6933262072515162,0.0056103432804168,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_PATCH_NEIGHBORS,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.7005437454580754,0.0129346045841343,-0.0783078493679903,0.0872291402373988,0.6215,0.581853102995076,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.7005437454580754,0.0129346045841343,-0.0783078493679903,0.0872291402373988,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_PATCH_NEIGHBORS,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,0.5181666666666666,0.5519280697316999,-0.0337614030650333,-0.0827322276086078,0.0157161411946732,0.0845,0.2132097548704777,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0337614030650333,HIC__SIMPLE_blend_seq_surf_adv,,,-0.0827322276086078,0.0157161411946732,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_PATCH_NEIGHBORS,Primary,INC_vs_PLM,1280,PCA32_Ridge,0.5220492329835269,0.5862997722386165,-0.0642505392550896,-0.120735358800617,-0.0073105641460502,0.015,0.2802493025966369,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.5862997722386165,-0.0642505392550896,-0.120735358800617,-0.0073105641460502,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_PATCH_NEIGHBORS,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4476248041129911,-0.0224471053420806,-0.063748806265427,0.016928870391767,0.14,0.6213098260959479,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4476248041129911,-0.0224471053420806,-0.063748806265427,0.016928870391767,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,REDUNDANT_SIGNAL,
HIC,S1_PATCH_NEIGHBORS,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,0.5176481481481482,0.5594525149377908,-0.0418043667896426,-0.0978526261648386,0.0119932512145849,0.062,0.2150501668754232,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0418043667896426,HIC__SIMPLE_blend_seq_surf_adv,,,-0.0978526261648386,0.0119932512145849,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_PATCH_NEIGHBORS,Shadow,INC_vs_PLM,1280,PCA32_Ridge,0.5233988520074129,0.5830332740221187,-0.0596344220147058,-0.1214055759444388,0.0003359731455855,0.026,0.3198816718534427,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.5830332740221187,-0.0596344220147058,-0.1214055759444388,0.0003359731455855,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_PATCH_NEIGHBORS,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4543329649967937,-0.0291552662258832,-0.0629868789341002,0.0074250202853883,0.051,0.606844808734992,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4543329649967937,-0.0291552662258832,-0.0629868789341002,0.0074250202853883,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_CDR_ALL,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.0840744137533544,0.3541971911849173,0.1213561486035945,0.5798634649619399,0.9995,0.4931945893577751,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.3541971911849173,TmApp__META_performance__ridge_100.0,,,0.1213561486035945,0.5798634649619399,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_CDR_ALL,Primary,INC_vs_PLM,1280,PCA32_Ridge,3.02851273324092,3.19859738077685,-0.1700846475359303,-0.4983226549449086,0.1432804344753219,0.1505,0.46999945864294,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.19859738077685,-0.1700846475359303,-0.4983226549449086,0.1432804344753219,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_CDR_ALL,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.709253022973649,0.0042253270685606,-0.0946304251997085,0.1110330777025179,0.5265,0.5988977100112272,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.709253022973649,0.0042253270685606,-0.0946304251997085,0.1110330777025179,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,WEAK_SIGNAL,
TmApp,S1_CDR_ALL,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.137051598638945,0.3012200062993266,0.0372191693989136,0.5731621201634547,0.988,0.4495772902663035,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.3012200062993266,TmApp__META_performance__ridge_100.0,,,0.0372191693989136,0.5731621201634547,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_CDR_ALL,Shadow,INC_vs_PLM,1280,PCA32_Ridge,3.030945321708822,3.077606719933804,-0.0466613982249821,-0.3896510819226444,0.2865569374733029,0.4175,0.4910544783326244,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.077606719933804,-0.0466613982249821,-0.3896510819226444,0.2865569374733029,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_CDR_ALL,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.7133006868548857,0.000177663187324,-0.08543902910627,0.0940516152288422,0.5035,0.6009431758623283,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.7133006868548857,0.000177663187324,-0.08543902910627,0.0940516152288422,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_CDR_ALL,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,0.5181666666666666,0.5245279266279822,-0.0063612599613156,-0.0572643502642856,0.0492611137434588,0.414,0.4436507905449275,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0063612599613156,HIC__SIMPLE_blend_seq_surf_adv,,,-0.0572643502642856,0.0492611137434588,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_CDR_ALL,Primary,INC_vs_PLM,1280,PCA32_Ridge,0.5220492329835269,0.5809073592671841,-0.0588581262836571,-0.1166186522433037,0.0019570581917519,0.0305,0.4304997483194043,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.5809073592671841,-0.0588581262836571,-0.1166186522433037,0.0019570581917519,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_CDR_ALL,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4484950991117402,-0.0233174003408297,-0.0605153641146503,0.0168559836152046,0.113,0.621185626512792,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4484950991117402,-0.0233174003408297,-0.0605153641146503,0.0168559836152046,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,REDUNDANT_SIGNAL,
HIC,S1_CDR_ALL,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,0.5176481481481482,0.5226200969916279,-0.0049719488434797,-0.0603640558850677,0.0522101663894941,0.432,0.4368805019040351,162,HIC__SIMPLE_blend_seq_surf_adv,STANDALONE_vs_median,ESMFold_Fv,Fv,-0.0049719488434797,HIC__SIMPLE_blend_seq_surf_adv,,,-0.0603640558850677,0.0522101663894941,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_CDR_ALL,Shadow,INC_vs_PLM,1280,PCA32_Ridge,0.5233988520074129,0.6242415922136887,-0.1008427402062758,-0.166024232698229,-0.0378846276514767,0.002,0.3806237361700413,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_PLM,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.6242415922136887,-0.1008427402062758,-0.166024232698229,-0.0378846276514767,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
HIC,S1_CDR_ALL,Shadow,INC_vs_INCUMBENT,1280,PCA32_Ridge,0.4251776987709105,0.4466615650652683,-0.0214838662943578,-0.0583432894414339,0.0171688644826356,0.133,0.6295352257622226,162,HIC__SIMPLE_blend_seq_surf_adv,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,HIC__SIMPLE_blend_seq_surf_adv,0.4466615650652683,-0.0214838662943578,-0.0583432894414339,0.0171688644826356,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_VH_VL_INTERFACE,Primary,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,3.07668434804111,0.3615872568971618,0.1581482521468035,0.5681846142366973,1.0,0.4848121346889668,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.3615872568971618,TmApp__META_performance__ridge_100.0,,,0.1581482521468035,0.5681846142366973,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_VH_VL_INTERFACE,Primary,INC_vs_PLM,1280,PCA32_Ridge,3.02851273324092,3.1909160556027856,-0.1624033223618659,-0.5059966715058387,0.1829987374420479,0.178,0.480707076841384,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.1909160556027856,-0.1624033223618659,-0.5059966715058387,0.1829987374420479,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_VH_VL_INTERFACE,Primary,INC_vs_INCUMBENT,1280,PCA32_Ridge,2.7134783500422097,2.716551191256032,-0.0030728412138221,-0.0888688960757601,0.079399787794921,0.484,0.5943392028969291,162,TmApp__META_performance__ridge_100.0,INC_vs_INCUMBENT,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,2.716551191256032,-0.0030728412138221,-0.0888688960757601,0.079399787794921,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,NO_SIGNAL,
TmApp,S1_VH_VL_INTERFACE,Shadow,STANDALONE_vs_median,1280,PCA32_Ridge,3.438271604938272,2.9966514136822338,0.441620191256038,0.2287182516336555,0.6429551225943145,1.0,0.5260407025965904,162,TmApp__META_performance__ridge_100.0,STANDALONE_vs_median,ESMFold_Fv,Fv,0.441620191256038,TmApp__META_performance__ridge_100.0,,,0.2287182516336555,0.6429551225943145,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
TmApp,S1_VH_VL_INTERFACE,Shadow,INC_vs_PLM,1280,PCA32_Ridge,3.030945321708822,3.037320946040834,-0.0063756243320121,-0.3689781603262222,0.3315657688253026,0.478,0.5223368272778147,162,TmApp__META_performance__ridge_100.0,INC_vs_PLM,ESMFold_Fv,Fv,,TmApp__META_performance__ridge_100.0,3.037320946040834,-0.0063756243320121,-0.3689781603262222,0.3315657688253026,NOT_TESTED_ESMFOLD_ONLY,PENDING_FULL_AUDIT,,,
