scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,19,133,0.0009803453744100868,0.3616453228574811,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/primary_k0_lr1e-03_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
primary,1,0.001,1e-05,11,66,0.0009939057285945933,0.45292284994414356,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/primary_k1_lr1e-03_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
primary,2,0.001,1e-05,14,98,0.0009897152912577741,0.37749820947647095,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/primary_k2_lr1e-03_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
primary,3,0.0001,1.0000000000000002e-06,40,280,9.099841101253866e-05,0.4801216423511505,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/primary_k3_lr1e-04_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
primary,4,0.01,0.0001,30,210,0.009495236500015047,0.3905220031738281,60,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/primary_k4_lr1e-02_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
shadow,0,0.01,0.0001,21,147,0.009757729755661011,0.3651162060824307,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/shadow_k0_lr1e-02_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
shadow,1,0.01,0.0001,23,161,0.009707359806323416,0.4515087306499481,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/shadow_k1_lr1e-02_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
shadow,2,0.01,0.0001,21,147,0.009757729755661011,0.3983969986438751,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/shadow_k2_lr1e-02_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
shadow,3,0.001,1e-05,34,238,0.0009349725996469047,0.38352850711706915,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
shadow,4,0.0001,1.0000000000000002e-06,33,231,9.387718066217124e-05,0.41601601243019104,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H105_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,6d0d5e2f2a8a5857,101,4e4fbb505680cdbdb2bcaaa284ae985699cb9178dbd09ff46c6a4ebb163bc50b,FS_HIC_SURFACE_PLUS_HSP_FP_R5_PROMOTED
