scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,15,105,0.00098807879715968,3.1722111557469224,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/primary_k0_lr1e-03_seed101.pt,8462d848103517b5,101
primary,1,0.001,1e-05,22,132,0.0009733122526196349,3.1870868567264443,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/primary_k1_lr1e-03_seed101.pt,8462d848103517b5,101
primary,2,0.0001,1.0000000000000002e-06,58,406,8.144951148861742e-05,3.543724775314331,88,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/primary_k2_lr1e-04_seed101.pt,8462d848103517b5,101
primary,3,0.001,1e-05,11,77,0.0009939057285945933,2.7717504501342773,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/primary_k3_lr1e-03_seed101.pt,8462d848103517b5,101
primary,4,0.001,1e-05,15,105,0.00098807879715968,3.0888309478759766,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/primary_k4_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,0,0.0001,1.0000000000000002e-06,55,385,8.323493733352077e-05,2.441109397194602,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,8462d848103517b5,101
shadow,1,0.001,1e-05,20,140,0.0009781175423251734,3.206667184829712,50,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,2,0.001,1e-05,21,147,0.0009757729755661011,3.001840591430664,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,8462d848103517b5,101
shadow,3,0.01,0.0001,13,91,0.00991232189110701,3.470135313091856,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,8462d848103517b5,101
shadow,4,0.001,1e-05,26,182,0.000962320368593087,2.9896905422210693,56,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T103_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,8462d848103517b5,101
