feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
exposed_TYR_count,0.2520102943408602,0.5207056954754442,0.5289692629297336,0.8648639810156454,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
exposed_TRP_count,-0.045038589169991594,0.22713049180118522,0.19653155574744496,1.0222712894172667,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
exposed_PHE_count,-0.06709209486169554,0.12790628468335688,0.13900861628698508,1.0330014979946311,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
exposed_aromatic_total_count,0.12051933977085827,0.39448571568801827,0.3961299152104444,0.9378063020838103,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
aromatic_exposed_SASA_total,0.06567676928782007,0.34420649285472094,0.34204112278265386,0.9666039678752455,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
aromatic_exposed_SASA_fraction,0.060282859809976164,0.3397308499347261,0.3376011380812661,0.9693900866362095,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
strongly_exposed_aromatic_count,-0.13666632015101365,0.150955925585276,0.20923269672491493,1.066145543604618,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
strongly_exposed_aromatic_SASA,-0.11397476480949975,0.18395031656827807,0.22842680574124766,1.0554500295179687,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
CDR_exposed_aromatic_count,0.24226430534107168,0.5054626572254967,0.48786031073918845,0.8704801517885846,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
CDR_aromatic_SASA,0.16234199237911418,0.4350357172090035,0.4553242416672665,0.9152365856000697,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
CDR_aromatic_fraction,-0.02313727738058713,0.18814697298886843,0.24742630792131015,1.0115024851020435,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
aromatic_patch_count,-0.04176986691982698,0.18466333896244483,0.19586628696297634,1.0206712824989777,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
largest_aromatic_patch_n_res,-0.026444478811444405,0.2292478405262096,0.23991183067046126,1.0131359626474805,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
largest_aromatic_patch_exposed_SASA,-0.016789667763411398,0.23744591506394572,0.20599652393837414,1.0083598900012802,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
max_local_aromatic_SASA,0.1282967343736705,0.3996954203147291,0.36467290748432385,0.9336505050747378,AROMATIC-TOPO,Boltz2,HIC,ESM2_H
