feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
R5_max_positive_static_SAP,-0.01103476303961104,0.2472127931864021,0.22535109891738325,1.005502244167271,STATIC-SAP,ABB2,HIC,ESM2_H
R5_mean_positive_static_SAP,0.002389462911895346,0.2623581234387803,0.2979941035422497,0.9988045539154656,STATIC-SAP,ABB2,HIC,ESM2_H
R5_sum_positive_static_SAP,0.03665806558370621,0.30630776446289587,0.2911661804699948,0.9814998392331521,STATIC-SAP,ABB2,HIC,ESM2_H
R5_positive_SAP_residue_fraction,-0.0326086797841334,0.20696571101696903,0.1872185237732837,1.0161735480253513,STATIC-SAP,ABB2,HIC,ESM2_H
R5_top3_mean_static_SAP,-0.018470832711630303,0.24770391527705557,0.24693286816519674,1.0091931592575467,STATIC-SAP,ABB2,HIC,ESM2_H
R5_top5_mean_static_SAP,-0.03794075180426937,0.23344371787757381,0.2500490430605128,1.018793772938861,STATIC-SAP,ABB2,HIC,ESM2_H
R5_largest_positive_patch_size,-0.0780497690204569,0.15601369021336065,0.1267336318334439,1.0382917552500959,STATIC-SAP,ABB2,HIC,ESM2_H
R5_CDR_sum_positive_static_SAP,0.23869526796328766,0.5055233814445892,0.4869489006592234,0.87252778295899,STATIC-SAP,ABB2,HIC,ESM2_H
R5_CDR_max_positive_static_SAP,0.11562592930099147,0.38436492193851424,0.3893426254055755,0.9404116495921782,STATIC-SAP,ABB2,HIC,ESM2_H
R10_max_positive_static_SAP,-0.025721467903172757,0.22526248863428028,0.21561305236952075,1.0127790814842255,STATIC-SAP,ABB2,HIC,ESM2_H
R10_mean_positive_static_SAP,0.059973762495193705,0.3132397335568613,0.31430603716546635,0.9695495023268776,STATIC-SAP,ABB2,HIC,ESM2_H
R10_sum_positive_static_SAP,0.1177939786144192,0.3761723836308332,0.390392640859432,0.9392582293411892,STATIC-SAP,ABB2,HIC,ESM2_H
R10_positive_SAP_residue_fraction,-0.005758103656072322,0.23536224805017647,0.23757482697465218,1.002874919227421,STATIC-SAP,ABB2,HIC,ESM2_H
R10_top3_mean_static_SAP,0.007303012411745691,0.2644493185894837,0.2289951041618153,0.9963418025843629,STATIC-SAP,ABB2,HIC,ESM2_H
R10_top5_mean_static_SAP,-0.01564643573299529,0.24029918555680885,0.2125448620513971,1.0077928535771554,STATIC-SAP,ABB2,HIC,ESM2_H
R10_largest_positive_patch_size,-0.1004566678368426,0.10799739750084374,0.085188256282842,1.0490265334283497,STATIC-SAP,ABB2,HIC,ESM2_H
R10_CDR_sum_positive_static_SAP,0.25778843192913814,0.5246751328373043,0.48451297771116386,0.8615170155431838,STATIC-SAP,ABB2,HIC,ESM2_H
R10_CDR_max_positive_static_SAP,0.09941635168599028,0.3794428017367566,0.33757008923720044,0.9489908578624312,STATIC-SAP,ABB2,HIC,ESM2_H
