feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
R5_max_positive_static_SAP,-0.1988426384313451,0.029701810205819346,0.024657016121406628,1.0949167267000617,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_mean_positive_static_SAP,-0.06833636455683356,0.19658396975167458,0.20690808554238801,1.0336035818344842,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_sum_positive_static_SAP,-0.09234809350478157,0.15480029742879234,0.1433200528959398,1.0451545787599568,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_positive_SAP_residue_fraction,-0.06680021952468418,0.186380323863995,0.1855163036318693,1.0328602129270197,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_top3_mean_static_SAP,-0.20129981189671686,0.04027304930304932,0.01526897472482962,1.096038234672456,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_top5_mean_static_SAP,-0.2273872294579371,0.010277878134782904,-0.03952658980666449,1.1078750964868151,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_largest_positive_patch_size,0.02247294253414822,0.25385706472533975,0.2364140524684839,0.9886996801181523,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_CDR_sum_positive_static_SAP,0.0662015369245198,0.3458638647512382,0.3194008702144205,0.9663324806057111,STATIC-SAP,ESMFold,HIC,ESM2_H
R5_CDR_max_positive_static_SAP,-0.03145814830468896,0.2178666125411562,0.24290216368103804,1.0156072805413094,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_max_positive_static_SAP,-0.046737232665718276,0.20022708632140274,0.189083226426518,1.0231017704285272,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_mean_positive_static_SAP,-0.03416798357393258,0.21738191232509627,0.20612339657418344,1.0169405014678818,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_sum_positive_static_SAP,0.09084473020719586,0.3519318827906569,0.3581357144974109,0.9534963396847917,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_positive_SAP_residue_fraction,0.108730950631031,0.3718468605290608,0.3871852340420679,0.9440704684144818,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_top3_mean_static_SAP,-0.0546299621927222,0.184645392566764,0.17598908209737765,1.0269517818179668,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_top5_mean_static_SAP,-0.057634799170576345,0.1779741805222375,0.18801909786172255,1.028413729564232,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_largest_positive_patch_size,0.028807205148438597,0.2730500312449537,0.27819499939494297,0.9854911439741237,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_CDR_sum_positive_static_SAP,0.18573998407518366,0.45496496724265123,0.42937587589494763,0.9023635719178242,STATIC-SAP,ESMFold,HIC,ESM2_H
R10_CDR_max_positive_static_SAP,0.04190927391255961,0.30957878530004795,0.2443614593521235,0.9788210899233923,STATIC-SAP,ESMFold,HIC,ESM2_H
