label,target,generator,model,families,PLM_only_CV_MAE,fusion_CV_MAE,delta_CV,delta_Public,delta_Private,fusion_reproducibility,boot_CV_lo,boot_CV_hi
POST_FAMILY_SELECTION_EXPLORATORY,HIC,ESMFold,ridge,AROMATIC-TOPO+STATIC-SAP+HYDRO-FIELD,0.496850365202247,0.46472564441613456,-0.03212472078611245,-0.044530114280324884,-0.029379617611665965,REPRODUCIBLE_FUSION_GAIN,-0.07731402160095292,0.01270203488225293
POST_FAMILY_SELECTION_EXPLORATORY,HIC,ESMFold,svr,AROMATIC-TOPO+STATIC-SAP+HYDRO-FIELD,0.4530015250177638,0.42351358232827563,-0.029487942689488178,-0.028148939052339728,0.003604826613377743,WEAK_OR_MIXED_FUSION,-0.06493081296201209,0.006433691691310038
