feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
R5_max_positive_static_SAP,-0.18186217255856096,0.03668072117207588,0.0036030772227091247,1.0871348456070082,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_mean_positive_static_SAP,-0.056492232778337925,0.2275864206434217,0.24407355188896937,1.0278580799801893,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_sum_positive_static_SAP,-0.1498466294781473,0.09000213442276297,0.047715016773432345,1.0723090177164127,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_positive_SAP_residue_fraction,-0.07167869210307232,0.17174863376328883,0.14404299609609453,1.0352191516866773,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_top3_mean_static_SAP,-0.13622307916438858,0.10496636630880313,0.06702457516007795,1.065937652552674,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_top5_mean_static_SAP,-0.14938107269125878,0.08994752405184875,0.047898487215638455,1.0720919142721916,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_largest_positive_patch_size,-0.22443065248555416,-0.08924698614302622,-0.11703378588268663,1.1065399461769996,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_CDR_sum_positive_static_SAP,-0.024262137096639602,0.22980537121098832,0.21547756650450703,1.0120583664465017,STATIC-SAP,Boltz2,HIC,ESM2_H
R5_CDR_max_positive_static_SAP,-0.1747798073382163,0.044496926156398726,0.07073067809264129,1.0838725973653274,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_max_positive_static_SAP,-0.06545846022724788,0.16935176555787396,0.19348933966165227,1.0322104728268342,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_mean_positive_static_SAP,0.022332798096234452,0.2685465027684024,0.21758606527878332,0.9887705506608528,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_sum_positive_static_SAP,0.1291408536617592,0.39084641949331894,0.3617430256534017,0.9331983424426674,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_positive_SAP_residue_fraction,0.07354261992890065,0.3358323039957983,0.3357408441786289,0.9625265606898697,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_top3_mean_static_SAP,-0.06351183054654141,0.16691670328864142,0.1889251595840019,1.0312670995099629,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_top5_mean_static_SAP,-0.06842520684611442,0.15913169894870086,0.1741543776753166,1.0336465579832776,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_largest_positive_patch_size,-0.015324753065368402,0.23602281911188697,0.21736308190988857,1.0076332433307427,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_CDR_sum_positive_static_SAP,0.1547117369258636,0.42202835455567395,0.35277837758499264,0.9193955966141771,STATIC-SAP,Boltz2,HIC,ESM2_H
R10_CDR_max_positive_static_SAP,-0.06909586585225092,0.15927613038557872,0.12147013454028659,1.0339709211781025,STATIC-SAP,Boltz2,HIC,ESM2_H
