feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
mean_H_surface,0.12227564064187402,0.3905934619527456,0.360907529485817,0.9368694461461178,HYDRO-FIELD,Boltz2,HIC,ESM2_H
q75_H_surface,-0.101811577294453,0.15157599116862946,0.13426790353970938,1.0496721283865316,HYDRO-FIELD,Boltz2,HIC,ESM2_H
q90_H_surface,0.16893698990584105,0.4449906343587672,0.3990298647540579,0.9116265737544336,HYDRO-FIELD,Boltz2,HIC,ESM2_H
q95_H_surface,0.13729172422958713,0.4135933747876928,0.3726044758320032,0.9288209061417954,HYDRO-FIELD,Boltz2,HIC,ESM2_H
max_H_surface,-0.2546914599776051,-0.08408372843869376,-0.03059299058232107,1.120130108494452,HYDRO-FIELD,Boltz2,HIC,ESM2_H
positive_H_area_fraction,0.08029274785371276,0.34748299309962155,0.3476383825810339,0.959013687123122,HYDRO-FIELD,Boltz2,HIC,ESM2_H
top10_H_mean,0.11575862455065944,0.39166951971617076,0.34945615126996826,0.9403410952215414,HYDRO-FIELD,Boltz2,HIC,ESM2_H
top10_H_area_fraction,-0.258369837133245,-0.044751148963581774,-0.08862892538539378,1.1217708474826737,HYDRO-FIELD,Boltz2,HIC,ESM2_H
high_H_patch_count,-0.26465883529534806,-0.049476038991672716,-0.033435657687202185,1.1245705114820417,HYDRO-FIELD,Boltz2,HIC,ESM2_H
largest_high_H_patch_area_fraction,-0.20841193557270432,-0.021822282515816065,-0.03235430682749967,1.0992779145662082,HYDRO-FIELD,Boltz2,HIC,ESM2_H
largest_high_H_patch_n_vertices,-0.19740760540289282,0.0027401363966003105,0.020595565302517688,1.094261214427599,HYDRO-FIELD,Boltz2,HIC,ESM2_H
CDR_mean_H,0.05855480224259135,0.3023265298943804,0.3074075485385168,0.9702809890384843,HYDRO-FIELD,Boltz2,HIC,ESM2_H
CDR_q90_H,-0.06609786466743106,0.1657144155930207,0.14788705559577792,1.0325201521616456,HYDRO-FIELD,Boltz2,HIC,ESM2_H
CDR_high_H_area_fraction,0.011193127938564307,0.2583560028707923,0.26330125423216916,0.9943876869873433,HYDRO-FIELD,Boltz2,HIC,ESM2_H
