feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
buried_polar_count,0.12713130859861888,0.37935036725198945,0.37340838555040795,0.9342744197509184,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
buried_unsatisfied_polar_count,-0.021322814460424278,0.17035719002430003,0.180710943050615,1.010605172389253,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
fraction_buried_polar_unsatisfied,-0.09906756482867674,0.04961804915576668,0.017349978642458578,1.0483642328652756,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
buried_unsatisfied_per_100_res,-0.04865263707179457,0.10908704071131652,0.10365623897135012,1.0240374197608644,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
VH_buried_unsat_count,0.15963341419168464,0.4029174001975355,0.4103109876361488,0.9167151061304277,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
VL_buried_unsat_count,-0.08975086113875053,0.05527103937023992,0.0452897739393599,1.0439113281969474,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
CDR_buried_unsat_count,0.07448696017459222,0.30587363966737596,0.3182438126378808,0.9620358828155593,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
framework_buried_unsat_count,0.07154946684280461,0.2875956126849662,0.2552714383661668,0.9635613800669794,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
interface_buried_unsat_count,-0.0005736661623230166,0.1950753521266317,0.20093913833916244,1.0002867919545109,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
donor_unsat_count,-0.046101283264202264,0.1427539067022791,0.08930769236874264,1.0227909284226973,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
acceptor_unsat_count,0.06663220034713924,0.29239876507700485,0.29286403101969377,0.966109620929478,POLAR-SAT,ESMFold,TmApp,AbLang2_HL_paired
