feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
buried_polar_count,-0.01406045035736403,0.22277443696144544,0.24356013921442737,1.0070056853646632,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
buried_unsatisfied_polar_count,0.06552821408945442,0.3172497441565545,0.2304622661197077,0.9666808087006309,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
fraction_buried_polar_unsatisfied,0.024137789659246067,0.2516751434127285,0.1705333471993137,0.9878573835732934,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
buried_unsatisfied_per_100_res,0.03408235251924996,0.266346094480006,0.21763792661933068,0.9828110945037369,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
VH_buried_unsat_count,-0.06702920864970818,0.17771243148761973,0.16412991570316282,1.032971058960049,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
VL_buried_unsat_count,-0.03619454365787278,0.15836082389356962,0.10834662359288377,1.0179364143487224,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
CDR_buried_unsat_count,0.13387712622987913,0.3859782959759827,0.3321437961656531,0.9306572267862995,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
framework_buried_unsat_count,-0.03665720950321916,0.15768963913866457,0.17640094025220848,1.0181636457380463,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
interface_buried_unsat_count,-0.17282059814880846,-0.06265846806820805,-0.04041515786278627,1.0829684197357692,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
donor_unsat_count,0.10636160218263013,0.34457346458729365,0.3387776207084238,0.9453244933973608,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
acceptor_unsat_count,0.007711960407641993,0.24350373766478312,0.2015421083391882,0.9961365566988966,POLAR-SAT,ABB2,TmApp,AbLang2_HL_paired
