feature,cv_R2,pearson,spearman,nrmse,family,generator,target,plm
mean_abs_delta_pKa,-0.034797775054423274,0.15819073088331692,0.19907530897128123,1.0172501044673485,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
rms_delta_pKa,-0.05313234363497199,0.1313385492463712,0.15476860848960075,1.026222365585869,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
max_abs_delta_pKa,0.015851040677144712,0.23345839295710602,0.2581848463705599,0.9920428213147624,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
mean_signed_delta_pKa,-0.006529253426605042,0.2198277037291158,0.18869370456460346,1.0032593151395228,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
frac_abs_delta_ge_1,-0.05781917125875613,0.14385144581794487,0.16456701676623745,1.0285033647050308,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
frac_abs_delta_ge_2,0.03185929471268667,0.24874350039294044,0.232001193377523,0.9839414135106217,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
max_positive_delta_pKa,0.015523319852666084,0.23302740633854443,0.2570495664074924,0.9922079823034242,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
max_negative_magnitude_delta_pKa,0.048165721767999825,0.283840461664305,0.2929643699551449,0.9756199455883843,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
acidic_mean_abs_delta,-0.023929957560570703,0.20542543187768558,0.13774274585087673,1.0118942422733097,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
acidic_mean_signed_delta,-0.03781177402856484,0.19662930275278284,0.2471953720286609,1.0187304717220709,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
basic_mean_abs_delta,0.22192379794223116,0.4762883169152441,0.4977546008811551,0.8820862781189347,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
basic_mean_signed_delta,0.1354399350219827,0.38167481486957416,0.3551747838224232,0.9298172212682799,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
cdr_mean_abs_delta,-0.030056782362716028,0.1599086687277018,0.172141848055425,1.0149171307827056,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
cdr_max_abs_delta,-0.06822395159443828,0.05788362370379134,0.06664615524699538,1.033549201341191,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
cdr_frac_abs_ge_1,0.0191215554832459,0.23711053503501858,0.20364927195815885,0.9903930757535415,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
framework_mean_abs_delta,0.10511705932501003,0.3417996158911693,0.37423877407873135,0.945982526616462,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
cdr_minus_framework_mean_abs_delta,0.07183350942211042,0.29471481733391425,0.303746607560958,0.9634139767373406,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
interface_mean_abs_delta,-0.19693022511231462,-0.11616370327513463,-0.14038662455575376,1.094043063633134,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
interface_max_abs_delta,-0.17433033729997338,-0.07691667505035177,-0.12092289497603445,1.08366523303052,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
interface_frac_abs_ge_1,-0.11182387896804125,-0.020094454249361925,-0.028760630018469995,1.0544305946392398,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
interface_minus_noninterface_mean_abs_delta,-0.03750695121540071,0.15025991637396166,0.17623465022771503,1.0185808515784935,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
buried_mean_abs_delta,-0.11875768798568509,0.007240145129884768,0.03783019387180497,1.0577134243157458,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
buried_max_abs_delta,0.015851040677144712,0.23345839295710602,0.2581848463705599,0.9920428213147624,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
buried_frac_abs_ge_1,-0.07772863195300639,0.099085190419424,0.06692501399278174,1.0381370968829133,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
buried_minus_exposed_mean_abs_delta,-0.12073135655500877,0.005311038612612413,0.037285427789562224,1.0586460015261618,PKA-SHIFT_CORRECTED,ESMFold,TmApp,AbLang2_HL_paired
