fold,imp_exposed_TYR_count,imp_exposed_TRP_count,imp_exposed_PHE_count,imp_exposed_aromatic_total_count,imp_aromatic_exposed_SASA_total,imp_aromatic_exposed_SASA_fraction,imp_strongly_exposed_aromatic_count,imp_strongly_exposed_aromatic_SASA,imp_CDR_exposed_aromatic_count,imp_CDR_aromatic_SASA,imp_CDR_aromatic_fraction,imp_aromatic_patch_count,imp_largest_aromatic_patch_n_res,imp_largest_aromatic_patch_exposed_SASA,imp_max_local_aromatic_SASA
0,0.038890712785971726,0.03736083383872207,0.015426891013460432,0.01524523916612874,0.020725140637499556,0.01635007568364565,0.019536246042205257,0.009198730730393451,0.03389935034543322,0.035136335592577464,0.06574356736091029,0.03955173812991525,0.010330411707331752,0.03178302200396809,0.03263045383433143
1,0.013606114311699278,0.038874118368635774,0.0,0.005380565530881368,0.13197686263000097,0.0,0.11198692439615561,0.0018392958652148055,0.015089840480304758,0.009700299215948215,0.11290527582609461,0.12931396885141697,0.009187357306160302,0.06561287976802967,0.0
2,0.06932847225462663,0.043327539788633684,0.04935067013357812,0.01271861506317931,0.03540825044729179,0.00027378134738212894,0.045160133727971286,0.013869933077546994,0.12649144968271017,0.07512244138712039,0.043238251140952866,0.09632333246198925,0.0,0.07760675620416481,0.011757515735203443
3,0.06833750944541106,0.03803489475426246,0.029911817596066596,0.008540108282615875,0.01959855175228968,0.0,0.018109583339492134,0.03400041847137928,0.2058354086518171,0.04342014566314837,0.0,0.02212521538597642,0.03915318697386925,0.007113304784515925,0.0
4,0.02428925142770586,0.05666752243948162,0.0051269251451260146,0.005745770535181269,0.015402843807641375,0.013934069748069225,0.011228521506620482,0.0053984608485604085,0.04158994611371381,0.03597553438573441,0.05215476723209008,0.021661453685286963,0.009575212356652098,0.009449899077021361,0.002191253963284602
