fold,imp_exposed_TYR_count,imp_exposed_TRP_count,imp_exposed_PHE_count,imp_exposed_aromatic_total_count,imp_aromatic_exposed_SASA_total,imp_aromatic_exposed_SASA_fraction,imp_strongly_exposed_aromatic_count,imp_strongly_exposed_aromatic_SASA,imp_CDR_exposed_aromatic_count,imp_CDR_aromatic_SASA,imp_CDR_aromatic_fraction,imp_aromatic_patch_count,imp_largest_aromatic_patch_n_res,imp_largest_aromatic_patch_exposed_SASA,imp_max_local_aromatic_SASA
0,0.01983114428180162,0.012450740722546578,0.03193156154523488,0.01645705757473535,0.03506290831551384,0.02294457529918987,0.0011493837870723003,0.0001748772296825343,0.003540805908460831,0.021982056721338034,0.03088501021582121,0.027024092608437168,0.04058779535394298,0.06692609382764987,0.02276260281391457
1,0.0013496693249766254,0.009969309445032042,0.022101317768944646,0.002758457187997346,0.04268567175342903,0.035691255594322735,0.009456039365012754,0.019217951336461404,0.0020092872079431313,0.01850348973492409,0.05385617537028467,0.027570858817556734,0.04615224965830376,0.04059700650094457,0.0123669061119053
2,0.09198076343488577,0.0,0.039223260402359184,0.0,0.0,0.0,0.026351843444308777,0.011126186917978922,0.0,0.09189871714011114,0.0,0.008032829686531719,0.0,0.07590763726205012,0.0
3,0.00529608614508625,0.005898642008313892,0.016450884953913284,0.0,0.06955107779693949,0.0,0.06403615847742661,0.03480134322374223,0.0,0.03101684010523488,0.004834104912966629,0.027686977052070058,0.04308360224091862,0.1679218254063953,0.02800740132092057
4,0.024386068144457082,0.08173734745943426,0.01338671349095379,0.071259493350426,0.06807673244710728,0.06356972441098496,0.0,0.009820612003755431,0.022528586485714843,0.07442260251141711,0.08670788965116347,0.09599527145947821,0.07782743232050814,0.052931703414010975,0.04750952218492089
