fold,imp_exposed_TYR_count,imp_exposed_TRP_count,imp_exposed_PHE_count,imp_exposed_aromatic_total_count,imp_aromatic_exposed_SASA_total,imp_aromatic_exposed_SASA_fraction,imp_strongly_exposed_aromatic_count,imp_strongly_exposed_aromatic_SASA,imp_CDR_exposed_aromatic_count,imp_CDR_aromatic_SASA,imp_CDR_aromatic_fraction,imp_aromatic_patch_count,imp_largest_aromatic_patch_n_res,imp_largest_aromatic_patch_exposed_SASA,imp_max_local_aromatic_SASA
0,0.06889371750516185,0.0991401901227785,0.1515509128732407,0.009805222878000971,0.038799950137598405,0.03128745823436433,0.07438958002260175,0.09867774733242886,0.08300371976477708,0.053731069775561385,0.18378269712929413,0.09265527444580383,0.13419473586515215,0.1466353064888465,0.11284322573985499
1,0.0,0.011319913139250964,0.021855415923856047,0.0004268799223958572,0.02130561070808119,0.015274163126253765,0.0020041358427587493,0.0008940943989217265,0.01919410011092217,0.02899459539410483,0.020784743657834653,0.023500866652556955,0.02359019954803839,0.04375633374650234,0.06259732273084538
2,0.03248083020155505,0.0,0.03158999372768669,0.0,0.0,0.006568017718255103,0.0,0.0617134974327906,0.0,0.0,0.0021663946644042155,0.026208516245550272,0.0,0.11010424915985914,0.03891409520592297
3,0.044539201864566134,0.07592824245294284,0.09510823385162247,0.021710594394716433,0.014383157899575392,0.0,0.03749651410092307,0.08082973854814202,0.014516624091513153,0.0,0.05572429139588297,0.04433445409834398,0.1427496633620685,0.09585742854636169,0.0865258527543097
4,0.012567208390915472,0.023743296999814034,0.021562178461769617,0.013690109082650849,0.023427606273851823,0.015143041828525316,0.005661477845404806,0.010087393266592276,0.01995982441539209,0.02566810814922141,0.021011931532309437,0.0,0.03168143606190105,0.04028291945717931,0.0637090812753084
