scheme,fold,best_epoch,selected_initial_lr,lr_at_best_epoch,w_h0_b0,w_h0_b1,w_h0_b2,w_h0_b3,w_h0_b4,w_h0_b5,w_h0_b6,w_h0_b7,w_h1_b0,w_h1_b1,w_h1_b2,w_h1_b3,w_h1_b4,w_h1_b5,w_h1_b6,w_h1_b7,w_h2_b0,w_h2_b1,w_h2_b2,w_h2_b3,w_h2_b4,w_h2_b5,w_h2_b6,w_h2_b7,w_h3_b0,w_h3_b1,w_h3_b2,w_h3_b3,w_h3_b4,w_h3_b5,w_h3_b6,w_h3_b7
primary,0,12,0.001,0.000992629116446613,-0.009725058451294899,-0.006606032606214285,-0.0009814643999561667,0.004313081502914429,0.006210717372596264,0.010135775431990623,0.016592834144830704,-0.000692723726388067,-0.007812351454049349,-0.005743125453591347,0.001899337861686945,0.005566846113651991,0.005568513181060553,0.005527535919100046,0.0068125068210065365,-0.005479305051267147,0.016620317474007607,0.016990384086966515,0.016971787437796593,0.014762071892619133,0.00283401389606297,-0.008256596513092518,-0.009772015735507011,-0.013950825668871403,-0.007892312481999397,-0.00790050532668829,-0.0031019493471831083,0.004075299017131329,0.008390001021325588,0.0012505747145041823,-0.0015246435068547726,-0.015466330572962761
primary,1,23,0.001,0.0009707359806323416,-0.011973802000284195,-0.0034301774576306343,0.005893293768167496,0.011920019052922726,0.015525860711932182,0.032746654003858566,0.010415858589112759,0.011183424852788448,0.013198013417422771,0.010899008251726627,0.004167134873569012,-0.002397998934611678,-0.007088970858603716,-0.01228121668100357,-0.008282867260277271,0.012484850361943245,0.010519907809793949,0.023688016459345818,0.031023209914565086,0.028481053188443184,0.0213260967284441,0.029857629910111427,0.022189516574144363,-0.012169724330306053,0.0298997163772583,0.03900912031531334,0.04671882092952728,0.043932072818279266,0.036756739020347595,0.02404756098985672,0.001975920982658863,-0.027003077790141106
primary,2,53,0.0001,8.438508174347009e-05,0.004333821590989828,0.006460000295192003,0.007340472657233477,0.005440368317067623,0.0014498423552140594,-0.0012297158828005195,-0.0022596041671931744,-0.0015006917528808117,-4.603294291882776e-05,-0.0014101959532126784,-0.0026191892102360725,-0.0022310176864266396,0.00034579477505758405,0.006169524975121021,0.005835616495460272,0.005591358058154583,-0.0016660786932334304,0.0019859117455780506,0.0057385871186852455,0.005928353872150183,0.0029785949736833572,-0.0028491963166743517,-0.0032724591437727213,0.002569525735452771,-0.0006314782076515257,-0.002870436292141676,-0.0027921474538743496,-0.001321278279647231,-0.0008100919076241553,0.0003625029348768294,0.004368983209133148,0.0028968227561563253
primary,3,16,0.001,0.00098632311059685,0.002073046052828431,0.004521980416029692,0.006921492982655764,0.006164148915559053,-0.002053857082501054,-0.016568534076213837,-0.03792009502649307,-0.020440559834241867,0.01665273681282997,0.008550611324608326,0.003747933078557253,0.0028957929462194443,-0.0005790364230051637,-0.011002480052411556,0.011059357784688473,0.001328827696852386,-0.0049560535699129105,-0.0055773439817130566,-0.0049860780127346516,-0.007216950878500938,-0.0154725331813097,-0.019564153626561165,0.002248320961371064,-0.003067628713324666,0.03276627138257027,0.023319145664572716,0.01701364479959011,0.015228450298309326,0.014833093620836735,0.004815121181309223,0.0049004023894667625,-0.02513493411242962
primary,4,41,0.001,0.000905463412215599,-0.011025278829038143,-0.008511357009410858,-0.0017763162031769753,0.0033605254720896482,0.0036226757802069187,-0.0227743461728096,-0.00064757966902107,0.0010297165717929602,0.0003818398108705878,0.009797857142984867,0.01583927683532238,0.010361457243561745,0.008449654094874859,0.015353407710790634,-0.01707618124783039,0.028040172532200813,0.024573946371674538,0.0263599194586277,0.021506641060113907,0.021109849214553833,0.03814612329006195,0.0366901233792305,-0.015580110251903534,0.024267934262752533,-0.015809176489710808,-0.02964729256927967,-0.03854449465870857,-0.031045330688357353,-0.005251786205917597,0.03239480406045914,-0.01805567368865013,-0.005663283169269562
shadow,0,18,0.001,0.00098245592213661,0.013853083364665508,0.0218936987221241,0.024775642901659012,0.020582998171448708,0.004261509049683809,-0.027379674836993217,-0.012915471568703651,0.00464729405939579,0.005513140931725502,0.011890027672052383,0.01338551938533783,0.014833238907158375,0.019448252394795418,0.026184355840086937,0.01636710949242115,0.004121443256735802,-0.012776685878634453,0.0022050633560866117,0.016643907874822617,0.02087615616619587,0.015194782055914402,0.006031103432178497,0.016654063016176224,-0.007000076584517956,-0.019867651164531708,-0.025622807443141937,-0.026748567819595337,-0.022229766473174095,-0.015429198741912842,-0.007218631450086832,-0.0029240783769637346,-0.006193267647176981
shadow,1,37,0.0001,9.229423231234974e-05,0.0020210000220686197,0.0017925164429470897,-0.0007984685944393277,-0.004358155187219381,-0.006049744784832001,-0.007785039953887463,-0.008897348307073116,-0.004481005482375622,-0.0005282718339003623,-0.0014108918840065598,-0.0011579967103898525,-0.0006218943162821233,-0.00030158276786096394,0.0019533829763531685,0.004357096739113331,0.0051551940850913525,-0.005681929178535938,-0.0038605581503361464,-0.0012913576792925596,-0.00011680064199026674,-0.0006140171899460256,0.001501296297647059,-0.0007273664814420044,-0.00264684553258121,0.002264257986098528,0.0016743355663493276,0.0012089521624147892,0.000321639992762357,-0.0011290406109765172,-8.400670776609331e-05,-0.002548470627516508,-0.004659500438719988
shadow,2,12,0.001,0.000992629116446613,-0.0020777785684913397,6.206732450664276e-06,0.0022047841921448708,0.001235862961038947,-0.004226262215524912,0.00034586104447953403,0.014248092658817768,-0.0005380971706472337,0.006914443802088499,0.010755770839750767,0.012837979011237621,0.010880996473133564,0.006402455735951662,0.008702252991497517,0.006102018989622593,0.007312696892768145,-0.006068817805498838,-0.00394263444468379,-0.005812596529722214,-0.008561334572732449,-0.009014640003442764,-0.0022949317935854197,0.0063332426361739635,0.007393145468086004,0.000558605941478163,-0.0016322425799444318,-0.005882310215383768,-0.009972496889531612,-0.013366308063268661,-0.013869567774236202,-0.005810376722365618,-0.003855572547763586
shadow,3,8,0.001,0.000997010672950314,0.018166888505220413,0.018005266785621643,0.017784830182790756,0.01725216954946518,0.015125458128750324,0.010002552531659603,0.01033744029700756,0.01086925808340311,0.010254797525703907,0.009896094910800457,0.005351535975933075,0.003016007598489523,0.0002988020423799753,0.002350317779928446,0.008844847790896893,0.013136742636561394,0.0005214388947933912,0.002939323429018259,0.0018134538549929857,0.001168291550129652,0.0017591987270861864,0.008361616171896458,0.015681136399507523,0.009878093376755714,-0.004625385161489248,-0.0012952849501743913,0.004789293278008699,0.005090523045510054,0.0021273610182106495,-0.005484761204570532,-0.00489030173048377,-0.0022259801626205444
shadow,4,14,0.001,0.0009897152912577741,0.018085777759552002,0.014439399354159832,0.003327194368466735,-0.0033984165638685226,-0.003708496456965804,-0.0006107804947532713,-0.010580942966043949,-0.015896819531917572,0.026117151603102684,0.027443356812000275,0.027490152046084404,0.025263261049985886,0.02309252694249153,0.022425176575779915,0.007099581882357597,0.01178778801113367,-0.0009281224338337779,0.0006959654856473207,0.0039628348313272,0.006257940549403429,0.004690245725214481,0.00529275368899107,0.01459064893424511,0.029913967475295067,-0.011358740739524364,-0.009400100447237492,-0.002892258809879422,0.005030557047575712,0.010426213033497334,-6.956512515898794e-05,0.002075799973681569,0.003356877714395523
