family,n_features,tm_base_P,tm_base_S,tm_base_fixed_P,tm_base_fixed_S,tm_base_verdict,tm_recipe_P,tm_recipe_S,tm_recipe_fixed_P,tm_recipe_fixed_S,tm_recipe_verdict,hic_P,hic_S,hic_fixed_P,hic_fixed_S,hic_verdict
GLOBAL_DYNAMICS,5,0.002735881899964,0.0063020058051979,0.002735881899964,0.0063020058051979,FAMILY_WEAK,-0.0081668244980974,-0.0012083689165764,-0.0081668244980974,-0.0012083689165764,FAMILY_DROP,-0.0014022071218868,-0.0039700056985869,-0.0014022071218868,-0.0039700056985869,FAMILY_DROP
DOMAIN_FLEXIBILITY,8,0.0095537959172449,0.018980159438529,0.0095537959172449,0.018980159438529,FAMILY_WEAK,-0.0174665847503172,-0.0050656191751241,-0.0174665847503172,-0.0050656191751241,FAMILY_DROP,-0.0004617617278123,-0.0014449356483454,-0.0004617617278123,-0.0014449356483454,FAMILY_DROP
INTERFACE_DYNAMICS,12,-0.0875542126832429,-0.040784852604891,-0.0875542126832429,-0.040784852604891,FAMILY_DROP,-0.0823592521688678,-0.0448851786430863,-0.0823592521688678,-0.0448851786430863,FAMILY_DROP,-0.0010410641086363,-0.0016324830333626,-0.0010410641086363,-0.0016324830333626,FAMILY_DROP
AROMATIC_EXPOSURE,7,0.0072039784665092,-0.0038228760546945,0.0072039784665092,-0.0038228760546945,FAMILY_MIXED,0.0071156139276604,-0.010730405343911,0.0071156139276604,-0.010730405343911,FAMILY_MIXED,-0.008845217291554,-0.0054430428847214,-0.008845217291554,-0.0054430428847214,FAMILY_DROP
HYDROPHOBIC_EXPOSURE,4,-0.0091202392062488,-0.0247143076090106,-0.0091202392062488,-0.0247143076090106,FAMILY_DROP,-0.0047909666468157,-0.025413874555801,-0.0047909666468157,-0.025413874555801,FAMILY_DROP,-0.0030176824685666,-0.0007803729447227,-0.0030176824685666,-0.0007803729447227,FAMILY_DROP
