experiment_code,representation,arm,cv_primary,cv_shadow,cv_mean,public_mae,private_mae,test_overall_mae,public_private_gap
EXP-H340,ablang1,SHAM35,0.5236985429834436,0.5377991520916975,0.5307488475375706,0.4657212313428338,0.4704142726380147,0.4680677519904243,0.004693041295180944
EXP-H344,ablang1,ARO_ONLY35,0.5469314383518549,0.503261871855936,0.5250966551038954,0.44251762738639927,0.44782476929087717,0.4451711983386382,0.005307141904477897
EXP-H345,ablang1,HYDRO_ONLY35,0.5079083423849977,0.4903136303748613,0.4991109863799295,0.40916890914351833,0.43818777494077316,0.4236783420421458,0.029018865797254823
EXP-H341,ablang1,FULL35,0.4756654593856246,0.5166966467492374,0.496181053067431,0.37234936297381377,0.40795626275333363,0.3901528128635737,0.03560689977951986
EXP-H342,ablingua,SHAM35,0.49513655302259657,0.5327797420642995,0.513958147543448,0.44583160871340877,0.48076274937759206,0.4632971790455004,0.03493114066418329
EXP-H346,ablingua,ARO_ONLY35,0.47571155204301996,0.503078109976686,0.489394831009853,0.392706697723012,0.44232592311906205,0.41751631042103693,0.04961922539605007
EXP-H347,ablingua,HYDRO_ONLY35,0.48438186800921407,0.47873442925347226,0.48155814863134316,0.4152649912893036,0.43990078697675544,0.42758288913302944,0.024635795687451834
EXP-H343,ablingua,FULL35,0.47927375840552056,0.4697127017268428,0.4744932300661817,0.3764778889785578,0.42976332883481627,0.403120608906687,0.0532854398562585
