experiment_code,representation,topology,annotation,representation_context,cv_primary_mae,cv_shadow_mae,cv_mean_mae,cv_worst_mae,abs_PS,public_mae,private_mae,test_overall_mae,public_private_delta,public_private_gap,test_minus_cv_mean,high_n_high,high_mae_high,high_mean_signed_error,high_obs_min,high_obs_max,high_pred_min,high_pred_max,provenance,internal_rank,external_rank,rank_change
EXP-H167,ablingua,JOINT,FULL,SEPARATE_CHAIN,0.4957099548622414,0.5264911660559384,0.5111005604590899,0.5264911660559384,0.0307812111936969,0.43169738147876874,0.4793714216255845,0.4555344015521765,-0.047674040146815755,0.047674040146815755,-0.05556615890691341,7,2.611621301923479,-2.611621301923479,11.643,13.856,9.165421295166016,10.353797149658202,prospective_relative_to_factorial_freeze,22.0,4.0,-18.0
EXP-H168,ablingua,REG-SEP,BASE,SEPARATE_CHAIN,0.511186703764362,0.5608692050039032,0.5360279543841326,0.5608692050039032,0.0496825012395412,0.4679777056847087,0.5056713337839387,0.4868245197343237,-0.03769362809922999,0.03769362809922999,-0.04920343464980892,7,2.9078901465279716,-2.9078901465279716,11.643,13.856,9.089402961730958,9.782391357421876,prospective_relative_to_factorial_freeze,119.0,144.0,25.0
EXP-H169,ablingua,REG-SEP,IMGT,SEPARATE_CHAIN,0.5057664694609466,0.5102845644067835,0.508025516933865,0.5102845644067835,0.0045180949458368,0.4454450207933967,0.48874952386926696,0.4670972723313318,-0.04330450307587025,0.04330450307587025,-0.04092824460253319,7,2.6940368826729904,-2.6940368826729904,11.643,13.856,9.169052696228029,10.331053924560546,prospective_relative_to_factorial_freeze,13.0,29.0,16.0
EXP-H170,ablingua,REG-SEP,REGION,SEPARATE_CHAIN,0.5079750062918956,0.5381027355429567,0.5230388709174262,0.5381027355429567,0.0301277292510611,0.4803006562597958,0.48807263635706005,0.484186646308428,-0.007771980097264264,0.007771980097264264,-0.038852224608998176,7,2.8069947825840535,-2.8069947825840535,11.643,13.856,9.144501686096191,10.220487213134763,prospective_relative_to_factorial_freeze,50.0,128.0,78.0
EXP-H171,ablingua,REG-SEP,FULL,SEPARATE_CHAIN,0.5105600825651193,0.515688340363679,0.5131242114643992,0.515688340363679,0.0051282577985597,0.44624829318199627,0.4802136191850827,0.4632309561835395,-0.03396532600308644,0.03396532600308644,-0.04989325528085975,7,2.7910644433157787,-2.7910644433157787,11.643,13.856,9.204720497131348,10.068271827697751,prospective_relative_to_factorial_freeze,25.0,16.0,-9.0
EXP-H172,ablingua,XREG,BASE,SEPARATE_CHAIN,0.5434048571645477,0.5720183887717164,0.557711622968132,0.5720183887717164,0.0286135316071687,0.463164242873957,0.4978679106912495,0.48051607678260333,-0.034703667817292505,0.034703667817292505,-0.07719554618552871,7,2.842169506617954,-2.842169506617954,11.643,13.856,9.123425483703612,9.955810356140136,prospective_relative_to_factorial_freeze,189.0,96.0,-93.0
EXP-H173,ablingua,XREG,IMGT,SEPARATE_CHAIN,0.5203610460728775,0.4985195034639335,0.5094402747684055,0.5203610460728775,0.0218415426089439,0.45538909431740104,0.49911498025022877,0.4772520372838148,-0.043725885932827724,0.043725885932827724,-0.032188237484590654,7,2.8445550003051756,-2.8445550003051756,11.643,13.856,9.151884651184082,10.014434051513671,prospective_relative_to_factorial_freeze,15.0,81.0,66.0
EXP-H174,ablingua,XREG,REGION,SEPARATE_CHAIN,0.5165641108383369,0.5394567839540081,0.5280104473961724,0.5394567839540081,0.0228926731156712,0.4565057875079872,0.4954638037034023,0.47598479560569484,-0.03895801619541511,0.03895801619541511,-0.05202565179047758,7,2.8513745346069337,-2.8513745346069337,11.643,13.856,9.10531997680664,9.962993621826172,prospective_relative_to_factorial_freeze,76.0,72.0,-4.0
EXP-H175,ablingua,XREG,FULL,SEPARATE_CHAIN,0.5059597042695975,0.5102358784145778,0.5080977913420877,0.5102358784145778,0.0042761741449803,0.44284625507872794,0.4878128809987764,0.4653295680387521,-0.044966625920048464,0.044966625920048464,-0.04276822330333557,7,2.643998572213309,-2.643998572213309,11.643,13.856,9.153054809570312,10.369536972045898,prospective_relative_to_factorial_freeze,14.0,23.0,9.0
EXP-H176,ablingua,FUSE,BASE,SEPARATE_CHAIN,0.5229688792287568,0.5182059738253371,0.5205874265270469,0.5229688792287568,0.0047629054034197,0.4869602153448413,0.5140529499760379,0.5005065826604396,-0.027092734631196602,0.027092734631196602,-0.020080843866607356,7,2.924938382829939,-2.924938382829939,11.643,13.856,9.13066635131836,9.80805206298828,prospective_relative_to_factorial_freeze,43.0,194.0,151.0
EXP-H177,ablingua,FUSE,IMGT,SEPARATE_CHAIN,0.4963344269269778,0.4995614053702648,0.4979479161486213,0.4995614053702648,0.003226978443287,0.44543391041696817,0.4913834507318191,0.4684086805743936,-0.045949540314850934,0.045949540314850934,-0.029539235574227662,7,2.810625420706612,-2.810625420706612,11.643,13.856,9.060125350952148,10.271237182617188,prospective_relative_to_factorial_freeze,2.0,36.0,34.0
EXP-H178,ablingua,FUSE,REGION,SEPARATE_CHAIN,0.5176652206138328,0.5081101970908082,0.5128877088523205,0.5176652206138328,0.0095550235230246,0.45397212539484477,0.5210777711279598,0.48752494826140225,-0.06710564573311506,0.06710564573311506,-0.025362760590918243,7,2.666394823346819,-2.666394823346819,11.643,13.856,9.121649169921875,10.0621488571167,prospective_relative_to_factorial_freeze,24.0,145.0,121.0
EXP-H179,ablingua,FUSE,FULL,SEPARATE_CHAIN,0.5114295395274221,0.5337883479271406,0.5226089437272814,0.5337883479271406,0.0223588083997184,0.45213376513822584,0.49587946159456964,0.47400661336639777,-0.0437456964563438,0.0437456964563438,-0.04860233036088363,7,2.7297203783307755,-2.7297203783307755,11.643,13.856,9.217663383483886,9.982147026062012,prospective_relative_to_factorial_freeze,49.0,62.0,13.0
EXP-H180,ablang1,SEP,BASE,SEPARATE_CHAIN,0.5429080351370352,0.5182106201737016,0.5305593276553684,0.5429080351370352,0.0246974149633336,0.45961515770429445,0.4636411724326052,0.4616281650684499,-0.004026014728310767,0.004026014728310767,-0.0689311625869185,7,2.618816747392927,-2.618816747392927,11.643,13.856,9.260146331787109,10.233649826049804,prospective_relative_to_factorial_freeze,82.0,11.0,-71.0
EXP-H181,ablang1,SEP,IMGT,SEPARATE_CHAIN,0.5383313941013665,0.5374237620977708,0.5378775780995686,0.5383313941013665,0.0009076320035957,0.47916953578996063,0.4863070301950714,0.48273828299251603,-0.007137494405110745,0.007137494405110745,-0.055139295107052566,7,2.7875582188197545,-2.7875582188197545,11.643,13.856,9.182855033874512,9.885239601135254,prospective_relative_to_factorial_freeze,128.0,115.0,-13.0
EXP-H182,ablang1,SEP,REGION,SEPARATE_CHAIN,0.5456880620320639,0.5552951014954366,0.5504915817637502,0.5552951014954366,0.0096070394633727,0.46846878767602246,0.47295650727071875,0.4707126474733706,-0.004487719594696293,0.004487719594696293,-0.07977893429037963,7,2.707817122323173,-2.707817122323173,11.643,13.856,9.282380294799804,10.104579734802249,prospective_relative_to_factorial_freeze,181.0,45.0,-136.0
EXP-H183,ablang1,SEP,FULL,SEPARATE_CHAIN,0.5317623360716266,0.4993927925957573,0.515577564333692,0.5317623360716266,0.0323695434758692,0.466011897428536,0.4725739656613198,0.46929293154492796,-0.006562068232783824,0.006562068232783824,-0.04628463278876399,7,2.6445809402465827,-2.6445809402465827,11.643,13.856,9.215406227111815,10.119318771362304,prospective_relative_to_factorial_freeze,31.0,39.0,8.0
EXP-H184,ablang1,JOINT,BASE,SEPARATE_CHAIN,0.534950596044093,0.5263368580194168,0.5306437270317549,0.534950596044093,0.0086137380246762,0.47391906191978916,0.4757817053147303,0.4748503836172598,-0.0018626433949411325,0.0018626433949411325,-0.0557933434144951,7,2.623265474591936,-2.623265474591936,11.643,13.856,9.236838722229004,9.962873840332032,prospective_relative_to_factorial_freeze,83.0,68.0,-15.0
EXP-H185,ablang1,JOINT,IMGT,SEPARATE_CHAIN,0.5443998471012822,0.5271473984423979,0.53577362277184,0.5443998471012822,0.0172524486588843,0.4295832932083694,0.45408406019799513,0.4418336767031823,-0.024500766989625722,0.024500766989625722,-0.09393994606865774,7,2.3065615964617048,-2.3065615964617048,11.643,13.856,9.39890727996826,10.808145332336426,prospective_relative_to_factorial_freeze,115.0,1.0,-114.0
EXP-H186,ablang1,JOINT,REGION,SEPARATE_CHAIN,0.5366114169933177,0.5323492741525908,0.5344803455729543,0.5366114169933177,0.0042621428407269,0.4696052040759428,0.47061321541115086,0.4701092097435468,-0.0010080113352080589,0.0010080113352080589,-0.06437113582940751,7,2.6827528174264086,-2.6827528174264086,11.643,13.856,9.34725875854492,10.047920608520508,prospective_relative_to_factorial_freeze,105.0,44.0,-61.0
EXP-H187,ablang1,JOINT,FULL,SEPARATE_CHAIN,0.5386881117644133,0.5063478662467298,0.5225179890055716,0.5386881117644133,0.0323402455176835,0.4573448580518182,0.4671465790360061,0.46224571854391217,-0.009801720984187912,0.009801720984187912,-0.060272270461659394,7,2.5201946705409455,-2.5201946705409455,11.643,13.856,9.35391082763672,10.251219940185546,prospective_relative_to_factorial_freeze,48.0,15.0,-33.0
EXP-H188,ablang1,REG-SEP,BASE,SEPARATE_CHAIN,0.5049195471869574,0.5580075319549184,0.531463539570938,0.5580075319549184,0.0530879847679609,0.4836916544407974,0.49220808627281665,0.48794987035680704,-0.008516431832019222,0.008516431832019222,-0.04351366921413091,7,2.8340141198294506,-2.8340141198294506,11.643,13.856,9.185803031921386,9.815668869018555,prospective_relative_to_factorial_freeze,88.0,146.0,58.0
EXP-H189,ablang1,REG-SEP,IMGT,SEPARATE_CHAIN,0.5127581640172888,0.5587784591486425,0.5357683115829657,0.5587784591486425,0.0460202951313537,0.4807554913744513,0.4843958075252579,0.48257564944985454,-0.0036403161508066217,0.0036403161508066217,-0.053192662133111135,7,2.8226270032610214,-2.8226270032610214,11.643,13.856,9.131226539611816,9.86050624847412,prospective_relative_to_factorial_freeze,114.0,113.0,-1.0
EXP-H190,ablang1,REG-SEP,REGION,SEPARATE_CHAIN,0.5483314478838885,0.5220166711689513,0.5351740595264199,0.5483314478838885,0.0263147767149372,0.4718066351619769,0.4815785059987762,0.4766925705803765,-0.009771870836799312,0.009771870836799312,-0.058481488946043436,7,2.5555743528093613,-2.5555743528093613,11.643,13.856,9.277227210998536,10.211649894714355,prospective_relative_to_factorial_freeze,111.0,76.0,-35.0
EXP-H191,ablang1,REG-SEP,FULL,SEPARATE_CHAIN,0.5521801866131064,0.5215987821037387,0.5368894843584225,0.5521801866131064,0.0305814045093677,0.4753678415557484,0.47399808285560124,0.47468296220567474,0.0013697587001471612,0.0013697587001471612,-0.0622065221527478,7,2.6518532791137694,-2.6518532791137694,11.643,13.856,9.21067237854004,10.036103248596191,prospective_relative_to_factorial_freeze,124.0,66.0,-58.0
EXP-H192,ablang1,XREG,BASE,SEPARATE_CHAIN,0.5442965401543511,0.5548412876835576,0.5495689139189543,0.5548412876835576,0.0105447475292064,0.4820915549949364,0.48268480032461636,0.4823881776597763,-0.00059324532967997,0.00059324532967997,-0.06718073625917803,7,2.6673316312517437,-2.6673316312517437,11.643,13.856,9.178549766540527,10.11532974243164,prospective_relative_to_factorial_freeze,178.0,112.0,-66.0
EXP-H193,ablang1,XREG,IMGT,SEPARATE_CHAIN,0.5312273112638498,0.5467158718344606,0.5389715915491552,0.5467158718344606,0.0154885605706107,0.47358792519275045,0.484422863618827,0.4790053944057887,-0.010834938426076579,0.010834938426076579,-0.059966197143366484,7,2.769383965628488,-2.769383965628488,11.643,13.856,9.224409294128415,9.93117446899414,prospective_relative_to_factorial_freeze,136.0,90.0,-46.0
EXP-H194,ablang1,XREG,REGION,SEPARATE_CHAIN,0.5240623869719329,0.5262439047731,0.5251531458725165,0.5262439047731,0.0021815178011671,0.44548749269085175,0.4733769337218484,0.45943221320635,-0.027889441030996664,0.027889441030996664,-0.06572093266616647,7,2.690618505205426,-2.690618505205426,11.643,13.856,9.18448429107666,10.176169776916504,prospective_relative_to_factorial_freeze,60.0,9.0,-51.0
EXP-H195,ablang1,XREG,FULL,SEPARATE_CHAIN,0.5514376671402542,0.5397041834607537,0.5455709253005039,0.5514376671402542,0.0117334836795005,0.45193723815164455,0.4757678186864029,0.46385252841902375,-0.02383058053475834,0.02383058053475834,-0.08171839688148014,7,2.6080541240147173,-2.6080541240147173,11.643,13.856,9.37932586669922,10.168585586547852,prospective_relative_to_factorial_freeze,162.0,19.0,-143.0
EXP-H196,ablang1,FUSE,BASE,SEPARATE_CHAIN,0.5169349612954223,0.5220814489670742,0.5195082051312483,0.5220814489670742,0.0051464876716519,0.46511165336326293,0.4791594307039991,0.472135542033631,-0.014047777340736145,0.014047777340736145,-0.047372663097617285,7,2.846810249328613,-2.846810249328613,11.643,13.856,9.15789337158203,9.79771156311035,prospective_relative_to_factorial_freeze,39.0,49.0,10.0
EXP-H197,ablang1,FUSE,IMGT,SEPARATE_CHAIN,0.5278134214142222,0.5450956621523256,0.5364545417832739,0.5450956621523256,0.0172822407381034,0.49078127882215694,0.48964952313458504,0.490215400978371,0.0011317556875719004,0.0011317556875719004,-0.04623914080490288,7,2.949291900634765,-2.949291900634765,11.643,13.856,9.21664867401123,9.604869079589845,prospective_relative_to_factorial_freeze,123.0,157.0,34.0
EXP-H198,ablang1,FUSE,REGION,SEPARATE_CHAIN,0.5514643793459292,0.5257632351628057,0.5386138072543674,0.5514643793459292,0.0257011441831235,0.46142512841872246,0.4698758049482181,0.4656504666834703,-0.00845067652949566,0.00845067652949566,-0.07296334057089704,7,2.662416584559849,-2.662416584559849,11.643,13.856,9.3055419921875,10.128649520874024,prospective_relative_to_factorial_freeze,132.0,24.0,-108.0
EXP-H199,ablang1,FUSE,FULL,SEPARATE_CHAIN,0.5322687318119002,0.5146406614986467,0.5234546966552734,0.5322687318119002,0.0176280703132534,0.47028100830831643,0.48381375866171766,0.4770473834850171,-0.013532750353401235,0.013532750353401235,-0.04640731317025637,7,2.6359714682442807,-2.6359714682442807,11.643,13.856,9.392634201049804,10.110680389404298,prospective_relative_to_factorial_freeze,52.0,79.0,27.0
EXP-H200,ablang2_paired,SEP,BASE,SEPARATE_CHAIN,0.571509762234158,0.5489232363759736,0.5602164993050658,0.571509762234158,0.0225865258581843,0.46341274609977817,0.47397135200029566,0.46869204905003686,-0.010558605900517493,0.010558605900517493,-0.09152445025502892,7,2.865694390433176,-2.865694390433176,11.643,13.856,9.051235961914063,10.020375442504882,prospective_relative_to_factorial_freeze,194.0,37.0,-157.0
EXP-H201,ablang2_paired,SEP,IMGT,SEPARATE_CHAIN,0.5160752072746372,0.5403054094667787,0.528190308370708,0.5403054094667787,0.0242302021921415,0.47581141964005813,0.47185539603527693,0.4738334078376676,0.0039560236047812,0.0039560236047812,-0.05435690053304043,7,3.066446076529366,-3.066446076529366,11.643,13.856,9.113105201721192,9.490236282348633,prospective_relative_to_factorial_freeze,77.0,58.0,-19.0
EXP-H202,ablang2_paired,SEP,REGION,SEPARATE_CHAIN,0.5453878255302523,0.6082766145776819,0.5768322200539671,0.6082766145776819,0.0628887890474295,0.48261201806715986,0.46965322631082407,0.47613262218899194,0.012958791756335797,0.012958791756335797,-0.10069959786497512,7,2.934573572431291,-2.934573572431291,11.643,13.856,9.187155151367188,9.621102714538576,prospective_relative_to_factorial_freeze,198.0,74.0,-124.0
EXP-H203,ablang2_paired,SEP,FULL,SEPARATE_CHAIN,0.5531332273130063,0.5214346413788973,0.5372839343459518,0.5531332273130063,0.031698585934109,0.4944912864779248,0.4702828812775788,0.4823870838777518,0.024208405200346006,0.024208405200346006,-0.054896850468199976,7,2.9998093915666857,-2.9998093915666857,11.643,13.856,9.11301212310791,9.552294540405274,prospective_relative_to_factorial_freeze,126.0,111.0,-15.0
EXP-H204,ablang2_paired,JOINT,BASE,SEPARATE_CHAIN,0.5282233790173942,0.5277525332886496,0.5279879561530219,0.5282233790173942,0.0004708457287446,0.46833145979893076,0.4756084037121431,0.4719699317555369,-0.007276943913212319,0.007276943913212319,-0.05601802439748493,7,2.8513085675920755,-2.8513085675920755,11.643,13.856,9.14378833770752,9.81128978729248,prospective_relative_to_factorial_freeze,74.0,48.0,-26.0
EXP-H205,ablang2_paired,JOINT,IMGT,SEPARATE_CHAIN,0.5298435989191502,0.5300082426659855,0.5299259207925678,0.5300082426659855,0.0001646437468352,0.49559706407711823,0.4714314416956017,0.4835142528863599,0.02416562238151654,0.02416562238151654,-0.04641166790620793,7,2.967655226571219,-2.967655226571219,11.643,13.856,9.158861351013185,9.677610397338867,prospective_relative_to_factorial_freeze,81.0,122.0,41.0
EXP-H206,ablang2_paired,JOINT,REGION,SEPARATE_CHAIN,0.5604268482349537,0.5367500180844907,0.5485884331597222,0.5604268482349537,0.0236768301504629,0.4734778502664448,0.4763316950856904,0.47490477267606757,-0.00285384481924561,0.00285384481924561,-0.0736836604836546,7,2.773214057922363,-2.773214057922363,11.643,13.856,9.12627944946289,10.148371696472168,prospective_relative_to_factorial_freeze,174.0,69.0,-105.0
EXP-H207,ablang2_paired,JOINT,FULL,SEPARATE_CHAIN,0.5641941686559606,0.516870245144691,0.5405322069003258,0.5641941686559606,0.0473239235112695,0.48985654261082784,0.46384218804630234,0.47684936532856503,0.0260143545645255,0.0260143545645255,-0.06368284157176074,7,2.9087726494925357,-2.9087726494925357,11.643,13.856,9.213799667358398,9.701531219482424,prospective_relative_to_factorial_freeze,143.0,77.0,-66.0
EXP-H208,ablang2_paired,REG-SEP,BASE,SEPARATE_CHAIN,0.5391948005770459,0.5244184631536036,0.5318066318653247,0.5391948005770459,0.0147763374234423,0.4727472608589832,0.4672727053606952,0.47000998310983927,0.005474555498288014,0.005474555498288014,-0.06179664875548546,7,2.6698358437674394,-2.6698358437674394,11.643,13.856,9.1424560546875,10.074985694885251,prospective_relative_to_factorial_freeze,91.0,42.0,-49.0
EXP-H209,ablang2_paired,REG-SEP,IMGT,SEPARATE_CHAIN,0.5409329670093677,0.5260158523277,0.5334744096685338,0.5409329670093677,0.0149171146816676,0.4786591942869587,0.4885559317506389,0.4836075630187988,-0.009896737463680194,0.009896737463680194,-0.04986684664973495,7,3.0786894018990654,-3.0786894018990654,11.643,13.856,9.079140090942383,9.607170295715331,prospective_relative_to_factorial_freeze,97.0,124.0,27.0
EXP-H210,ablang2_paired,REG-SEP,REGION,SEPARATE_CHAIN,0.5482051206989054,0.5378597686202438,0.5430324446595746,0.5482051206989054,0.0103453520786616,0.4818629626992307,0.4647707748413085,0.47331686877026974,0.01709218785792216,0.01709218785792216,-0.06971557588930483,7,2.9090758634294778,-2.9090758634294778,11.643,13.856,9.081948852539062,9.885541915893556,prospective_relative_to_factorial_freeze,154.0,54.0,-100.0
EXP-H211,ablang2_paired,REG-SEP,FULL,SEPARATE_CHAIN,0.548681236785135,0.5576900765218852,0.55318565665351,0.5576900765218852,0.0090088397367501,0.49690635163107044,0.4748921341130761,0.4858992428720733,0.022014217517994317,0.022014217517994317,-0.06728641378143674,7,3.073655663626534,-3.073655663626534,11.643,13.856,9.12030487060547,9.457227897644042,prospective_relative_to_factorial_freeze,185.0,139.0,-46.0
EXP-H212,ablang2_paired,XREG,BASE,SEPARATE_CHAIN,0.5344186245011694,0.5350652374455958,0.5347419309733825,0.5350652374455958,0.0006466129444263,0.48361790918420866,0.47989285956488714,0.48175538437454796,0.003725049619321519,0.003725049619321519,-0.05298654659883456,7,3.059767904009139,-3.059767904009139,11.643,13.856,9.11771125793457,9.558261108398437,prospective_relative_to_factorial_freeze,106.0,104.0,-2.0
EXP-H213,ablang2_paired,XREG,IMGT,SEPARATE_CHAIN,0.5539875890472788,0.541515788372652,0.5477516887099654,0.5539875890472788,0.0124718006746268,0.500043884842484,0.4897521816300756,0.4948980332362798,0.010291703212408354,0.010291703212408354,-0.05285365547368559,7,3.007232301984515,-3.007232301984515,11.643,13.856,9.145918464660644,9.61876163482666,prospective_relative_to_factorial_freeze,171.0,177.0,6.0
EXP-H214,ablang2_paired,XREG,REGION,SEPARATE_CHAIN,0.5680224844379189,0.5181360017281992,0.5430792430830591,0.5680224844379189,0.0498864827097197,0.43773359077359425,0.458036912800353,0.4478852517869736,-0.020303322026758774,0.020303322026758774,-0.09519399129608552,7,2.8551628014700756,-2.8551628014700756,11.643,13.856,9.074854850769045,9.906881713867188,prospective_relative_to_factorial_freeze,155.0,2.0,-153.0
EXP-H215,ablang2_paired,XREG,FULL,SEPARATE_CHAIN,0.5523795309184509,0.5115807088216147,0.5319801198700328,0.5523795309184509,0.0407988220968362,0.4846149271270376,0.4686853537853852,0.4766501404562113,0.015929573341652403,0.015929573341652403,-0.055329979413821506,7,2.9696517028808596,-2.9696517028808596,11.643,13.856,9.096895790100096,9.681646919250488,prospective_relative_to_factorial_freeze,92.0,75.0,-17.0
EXP-H216,ablang2_paired,FUSE,BASE,SEPARATE_CHAIN,0.5448504235538436,0.552634669692428,0.5487425466231358,0.552634669692428,0.0077842461385844,0.4831216655778295,0.47872760094536654,0.48092463326159807,0.004394064632462946,0.004394064632462946,-0.06781791336153775,7,2.8076367688860207,-2.8076367688860207,11.643,13.856,9.078743362426758,9.82768611907959,prospective_relative_to_factorial_freeze,175.0,100.0,-75.0
EXP-H217,ablang2_paired,FUSE,IMGT,SEPARATE_CHAIN,0.5677414945437584,0.5497729316993997,0.558757213121579,0.5677414945437584,0.0179685628443587,0.4701813748206621,0.4758586147920582,0.4730199948063602,-0.005677239971396131,0.005677239971396131,-0.0857372183152188,7,3.1218782054356162,-3.1218782054356162,11.643,13.856,9.031126976013184,9.52636890411377,prospective_relative_to_factorial_freeze,191.0,52.0,-139.0
EXP-H218,ablang2_paired,FUSE,REGION,SEPARATE_CHAIN,0.5405588778743038,0.5386158394519194,0.5395873586631116,0.5405588778743038,0.0019430384223844,0.4895284359778889,0.4667411025247456,0.47813476925131715,0.02278733345314332,0.02278733345314332,-0.061452589411794434,7,3.0408984494890485,-3.0408984494890485,11.643,13.856,9.16896743774414,9.4408935546875,prospective_relative_to_factorial_freeze,138.0,85.0,-53.0
EXP-H219,ablang2_paired,FUSE,FULL,SEPARATE_CHAIN,0.5477407261883771,0.5285088792965735,0.5381248027424753,0.5477407261883771,0.0192318468918035,0.4523403709317429,0.47162635765546634,0.46198336429360454,-0.019285986723723447,0.019285986723723447,-0.07614143844887078,7,2.911041685921805,-2.911041685921805,11.643,13.856,9.078481101989746,9.95783805847168,prospective_relative_to_factorial_freeze,131.0,14.0,-117.0
EXP-H220,ablang2_unpaired,SEP,BASE,PAIRED_NATIVE,0.5709747315395026,0.5920056660499102,0.5814901987947064,0.5920056660499102,0.0210309345104076,0.47931334799307374,0.47684781175778224,0.478080579875428,0.002465536235291499,0.002465536235291499,-0.10340961891927841,7,2.8922578713553295,-2.8922578713553295,11.643,13.856,9.173125648498536,9.972918510437012,prospective_relative_to_factorial_freeze,199.0,83.0,-116.0
EXP-H221,ablang2_unpaired,SEP,IMGT,PAIRED_NATIVE,0.5644592366630647,0.5390553616653254,0.551757299164195,0.5644592366630647,0.0254038749977393,0.4938627853393554,0.488750709062741,0.49130674720104817,0.005112076276614419,0.005112076276614419,-0.06045055196314686,7,2.9911707371303016,-2.9911707371303016,11.643,13.856,9.1057918548584,9.852034187316894,prospective_relative_to_factorial_freeze,184.0,161.0,-23.0
EXP-H222,ablang2_unpaired,SEP,REGION,PAIRED_NATIVE,0.5677386102558655,0.5095941490361721,0.5386663796460187,0.5677386102558655,0.0581444612196934,0.4658702559294524,0.46989054870605473,0.4678804023177536,-0.004020292776602319,0.004020292776602319,-0.07078597732826514,7,2.808453304835728,-2.808453304835728,11.643,13.856,9.191665840148923,10.01718044281006,prospective_relative_to_factorial_freeze,133.0,34.0,-99.0
EXP-H223,ablang2_unpaired,SEP,FULL,PAIRED_NATIVE,0.5263977011221427,0.5220857475657522,0.5242417243439474,0.5263977011221427,0.0043119535563904,0.4862537407580715,0.47213551283471394,0.4791946267963927,0.01411822792335754,0.01411822792335754,-0.04504709754755476,7,3.0225775756835938,-3.0225775756835938,11.643,13.856,9.208709716796877,9.591283226013184,prospective_relative_to_factorial_freeze,58.0,92.0,34.0
EXP-H224,ablang2_unpaired,JOINT,BASE,PAIRED_NATIVE,0.5483967508857632,0.5399838250713584,0.5441902879785608,0.5483967508857632,0.0084129258144047,0.4871429196581428,0.4920331591382438,0.48958803939819334,-0.004890239480100977,0.004890239480100977,-0.054602248580367496,7,2.8162247150966095,-2.8162247150966095,11.643,13.856,9.23254165649414,10.168560028076172,prospective_relative_to_factorial_freeze,159.0,153.0,-6.0
EXP-H225,ablang2_unpaired,JOINT,IMGT,PAIRED_NATIVE,0.5828538475978522,0.5369662727544336,0.5599100601761429,0.5828538475978522,0.0458875748434185,0.4725614627791038,0.46116661326090497,0.4668640380200044,0.011394849518198857,0.011394849518198857,-0.09304602215613844,7,2.9014373136247906,-2.9014373136247906,11.643,13.856,9.121104431152345,9.790396308898924,prospective_relative_to_factorial_freeze,192.0,28.0,-164.0
EXP-H226,ablang2_unpaired,JOINT,REGION,PAIRED_NATIVE,0.5309602096934377,0.4987537739129714,0.5148569918032045,0.5309602096934377,0.0322064357804663,0.4647435335700896,0.4854670242497951,0.4751052789099423,-0.020723490679705525,0.020723490679705525,-0.03975171289326224,7,2.919280423845564,-2.919280423845564,11.643,13.856,9.119224166870117,9.798727416992188,prospective_relative_to_factorial_freeze,29.0,70.0,41.0
EXP-H227,ablang2_unpaired,JOINT,FULL,PAIRED_NATIVE,0.5756020796975971,0.5168238619109731,0.5462129708042851,0.5756020796975971,0.058778217786624,0.43894744194878477,0.48449022410828385,0.46171883302853434,-0.045542782159499084,0.045542782159499084,-0.08449413777575077,7,2.6655899767194464,-2.6655899767194464,11.643,13.856,9.10180950164795,10.040727424621585,prospective_relative_to_factorial_freeze,165.0,12.0,-153.0
EXP-H228,ablang2_unpaired,REG-SEP,BASE,PAIRED_NATIVE,0.585194137290672,0.5118724109979323,0.5485332741443022,0.585194137290672,0.0733217262927397,0.4956875243010346,0.4854475640190972,0.4905675441600659,0.010239960281937355,0.010239960281937355,-0.05796572998423627,7,2.8999299360002797,-2.8999299360002797,11.643,13.856,9.149110031127927,9.98238296508789,prospective_relative_to_factorial_freeze,173.0,159.0,-14.0
EXP-H229,ablang2_unpaired,REG-SEP,IMGT,PAIRED_NATIVE,0.5505488072619026,0.5693230620019231,0.5599359346319128,0.5693230620019231,0.0187742547400204,0.47964357154752013,0.48741048892927796,0.48352703023839905,-0.007766917381757832,0.007766917381757832,-0.07640890439351378,7,3.092555908203125,-3.092555908203125,11.643,13.856,8.994720458984375,9.672646141052246,prospective_relative_to_factorial_freeze,193.0,123.0,-70.0
EXP-H230,ablang2_unpaired,REG-SEP,REGION,PAIRED_NATIVE,0.5737610926216031,0.5195147711671428,0.546637931894373,0.5737610926216031,0.0542463214544602,0.46255113587556057,0.47312054170208195,0.46783583878882135,-0.010569405826521383,0.010569405826521383,-0.0788020931055517,7,2.7380718950544085,-2.7380718950544085,11.643,13.856,9.203055381774902,10.016089248657227,prospective_relative_to_factorial_freeze,168.0,33.0,-135.0
EXP-H231,ablang2_unpaired,REG-SEP,FULL,PAIRED_NATIVE,0.5566968338577837,0.5724262684009692,0.5645615511293764,0.5724262684009692,0.0157294345431855,0.44843694587990074,0.463764983848289,0.45610096486409496,-0.015328037968388275,0.015328037968388275,-0.10846058626528149,7,2.7846462151663647,-2.7846462151663647,11.643,13.856,9.166670989990234,10.099756813049316,prospective_relative_to_factorial_freeze,195.0,5.0,-190.0
