family_id,evidence_class,ablang1_delta_public,ablang1_delta_private,ablang1_delta_test,ablang1_delta_cv_primary,ablang1_delta_cv_shadow,ablingua_delta_public,ablingua_delta_private,ablingua_delta_test,ablingua_delta_cv_primary,ablingua_delta_cv_shadow
ARO_EXPOSED_AMOUNT,LITTLE_UNIQUE_CONDITIONAL_VALUE,-0.011493560131685454,0.0038948784345459453,-0.0037993408485696434,0.04006043719067981,-0.012896696820671183,-0.010275592662670086,-0.00081859532108991,-0.0055470939918799145,-0.013583080998173458,0.009930912064917252
ARO_CDR_LOCALIZATION,CONTEXT_DEPENDENT_CONTRIBUTOR,-0.0054630135430231985,0.012029588581603079,0.003283287519289968,-0.019422028341411046,-0.028351539140866133,-0.011059703120478714,-0.0040032916598852775,-0.007531497390181885,-0.02201316663953995,0.0066604316617236425
ARO_PATCH_TOPOLOGY,CONTEXT_DEPENDENT_CONTRIBUTOR,0.009659006754557276,0.013868790426371791,0.011763898590464561,-0.010717020811858047,-0.027402997146418084,-0.012767580762321484,0.011666232638888718,-0.0005506740617163275,-0.016415158165825616,0.05119574031123414
ARO_SEQUENCE_COMPOSITION,CONTEXT_DEPENDENT_CONTRIBUTOR,0.020776933363925998,0.037864913186909266,0.029320923275417632,0.018331334384871112,0.016905390044789192,-0.014431732460304436,0.00868216451009074,-0.0028747839751068205,-0.017927862614761148,-0.006015447781409777
HYDRO_GLOBAL_FIELD,EXTERNAL_DIRECTIONAL_CONTRIBUTOR,0.010746040815188374,-0.005210428120177524,0.0027678063475054526,0.0007088133258584262,-0.026907389275821703,0.00787017728075562,-0.004723198219582059,0.0015734895305867802,-0.003885644983362302,0.02687464951880192
HYDRO_LOCAL_HIGH_INTENSITY,EXTERNAL_DIRECTIONAL_CONTRIBUTOR,0.03532201338402985,0.009219842698838854,0.02227092804143438,0.03573307343471194,-0.025364407197928762,-0.0019587329817405963,0.020535423938139008,0.009288345478199289,-0.009285146830994462,0.004369724179491663
HYDRO_CDR_FIELD,CONTEXT_DEPENDENT_CONTRIBUTOR,0.02560548900086207,0.009773516431266727,0.017689502716064398,0.02724258733678747,0.024837763750994668,-0.014580890514232225,-0.00016725290557484396,-0.007374071709903451,-0.01212079540299782,0.03051376003689238
HYDRO_SURFACE_CONSTRUCTION_QC,CONTEXT_DEPENDENT_CONTRIBUTOR,0.040206967483332134,0.024926667013286108,0.03256681724830912,0.045205984374623254,-0.01369521440105681,-0.015320779965247666,0.001421509542582855,-0.00694963521133235,-0.02443053488083835,0.04526711593439542
