scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,11,77,0.0009939057285945933,2.6411796338630444,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/primary_k0_lr1e-03_seed101.pt,86a4661057eb9dc0,101
primary,1,0.001,1e-05,7,42,0.0009978031724785245,3.3711423006924717,37,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/primary_k1_lr1e-03_seed101.pt,86a4661057eb9dc0,101
primary,2,0.001,1e-05,23,161,0.0009707359806323416,3.1376492977142334,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/primary_k2_lr1e-03_seed101.pt,86a4661057eb9dc0,101
primary,3,0.0001,1.0000000000000002e-06,20,140,9.781175423251735e-05,2.5646212100982666,50,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/primary_k3_lr1e-04_seed101.pt,86a4661057eb9dc0,101
primary,4,0.001,1e-05,47,329,0.0008763049794670775,2.759237766265869,77,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/primary_k4_lr1e-03_seed101.pt,86a4661057eb9dc0,101
shadow,0,0.001,1e-05,12,84,0.000992629116446613,2.547558408794981,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,86a4661057eb9dc0,101
shadow,1,0.001,1e-05,14,98,0.0009897152912577741,3.2627835273742676,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,86a4661057eb9dc0,101
shadow,2,0.001,1e-05,31,217,0.0009460482294732421,3.248499631881714,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,86a4661057eb9dc0,101
shadow,3,0.001,1e-05,34,238,0.0009349725996469047,3.287500323671283,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,86a4661057eb9dc0,101
shadow,4,0.001,1e-05,69,483,0.000743468068680349,2.830857753753662,99,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T130_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,86a4661057eb9dc0,101
