scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.01,0.0001,5,35,0.009990232305719944,0.527382677482836,35,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/primary_k0_lr1e-02_seed101.pt,60ec6314adb35214,101
primary,1,0.0001,1.0000000000000002e-06,83,498,6.431005974894185e-05,0.49627352419766513,113,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/primary_k1_lr1e-04_seed101.pt,60ec6314adb35214,101
primary,2,0.001,1e-05,69,483,0.000743468068680349,0.42058631086349485,99,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/primary_k2_lr1e-03_seed101.pt,60ec6314adb35214,101
primary,3,0.0001,1.0000000000000002e-06,113,791,4.122462492800663e-05,0.5116553609371185,143,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/primary_k3_lr1e-04_seed101.pt,60ec6314adb35214,101
primary,4,0.001,1e-05,68,476,0.0007502520408740418,0.40929447126388563,98,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/primary_k4_lr1e-03_seed101.pt,60ec6314adb35214,101
shadow,0,0.0001,1.0000000000000002e-06,111,777,4.275649398050857e-05,0.4969174127289742,141,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,60ec6314adb35214,101
shadow,1,0.0001,1.0000000000000002e-06,57,399,8.205248749256015e-05,0.5176467797756195,87,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,60ec6314adb35214,101
shadow,2,0.0001,1.0000000000000002e-06,40,280,9.099841101253866e-05,0.5157608883380891,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,60ec6314adb35214,101
shadow,3,0.001,1e-05,28,196,0.0009561446219345453,0.4868598003965435,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,60ec6314adb35214,101
shadow,4,0.01,0.0001,5,35,0.009990232305719944,0.4560012958049774,35,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H238_run/checkpoints/shadow_k4_lr1e-02_seed101.pt,60ec6314adb35214,101
