kind,representation,annotation,topology,scheme,delta_mae,ci95_lo,ci95_hi,code_x,code_a,code_base,family
topology_gain_vs_A,esm1b,FULL,D,primary,0.01706007969232253,-0.1543155328727063,0.17231151439525438,EXP-T249,EXP-T246,,
topology_gain_vs_A,esm1b,FULL,D,shadow,0.054125821148907696,-0.19250394444406768,0.3215801144823615,EXP-T249,EXP-T246,,
topology_gain_vs_A,esm2,BASE,B1,primary,-0.10573469562295043,-0.3838293628928102,0.18624761369493273,EXP-T266,EXP-T265,,
topology_gain_vs_A,esm2,BASE,B1,shadow,0.09015646098572531,-0.1454829227777175,0.33245871037612723,EXP-T266,EXP-T265,,
topology_gain_vs_A,esm2,BASE,B2,primary,-0.029700243914568866,-0.30375313935456455,0.25086284095858347,EXP-T267,EXP-T265,,
topology_gain_vs_A,esm2,BASE,B2,shadow,-0.011779832251277971,-0.14502427018718955,0.1288972430759006,EXP-T267,EXP-T265,,
topology_gain_vs_A,esm2,BASE,C,primary,0.06379600807472512,-0.2107972033229875,0.3410041797308272,EXP-T268,EXP-T265,,
topology_gain_vs_A,esm2,BASE,C,shadow,-0.07491745183497299,-0.2870690369311674,0.1312102894724151,EXP-T268,EXP-T265,,
topology_gain_vs_A,esm2,BASE,D,primary,0.08755347169475791,-0.18639450544192468,0.370936467912462,EXP-T269,EXP-T265,,
topology_gain_vs_A,esm2,BASE,D,shadow,0.1476530381190924,-0.04845772025025921,0.3555917940022032,EXP-T269,EXP-T265,,
topology_gain_vs_A,esm2,IMGT,B1,primary,0.16260043485665027,-0.04231592931865174,0.3724374559190538,EXP-T271,EXP-T270,,
topology_gain_vs_A,esm2,IMGT,B1,shadow,-0.26497506506649054,-0.5461790249671462,0.02473157953332961,EXP-T271,EXP-T270,,
topology_gain_vs_A,esm2,IMGT,B2,primary,0.2567355779953945,0.03582869282475225,0.4904539861796811,EXP-T272,EXP-T270,,
topology_gain_vs_A,esm2,IMGT,B2,shadow,-0.23834565245074987,-0.5294031985012102,0.0351756219510678,EXP-T272,EXP-T270,,
topology_gain_vs_A,esm2,IMGT,C,primary,0.05463826214825666,-0.12013904489116904,0.22687347259050528,EXP-T273,EXP-T270,,
topology_gain_vs_A,esm2,IMGT,C,shadow,-0.2689071702368465,-0.5473858438892129,-0.008651393725548372,EXP-T273,EXP-T270,,
topology_gain_vs_A,esm2,IMGT,D,primary,0.015023973253038194,-0.13962470396065418,0.16325995245097583,EXP-T274,EXP-T270,,
topology_gain_vs_A,esm2,IMGT,D,shadow,-0.16589746357482157,-0.4707488330793969,0.12688374401610567,EXP-T274,EXP-T270,,
topology_gain_vs_A,esm2,REGION,B1,primary,-0.005785176783432239,-0.2540668693589576,0.2417374210593137,EXP-T276,EXP-T275,,
topology_gain_vs_A,esm2,REGION,B1,shadow,-0.08441303394458911,-0.29971309826697834,0.10750272538926858,EXP-T276,EXP-T275,,
topology_gain_vs_A,esm2,REGION,B2,primary,-0.05944748866705251,-0.2816528885452836,0.15547651950223929,EXP-T277,EXP-T275,,
topology_gain_vs_A,esm2,REGION,B2,shadow,-0.1317527676806038,-0.2832992730317292,0.014720831976996312,EXP-T277,EXP-T275,,
topology_gain_vs_A,esm2,REGION,C,primary,-0.34933697735821767,-0.5784425476450981,-0.11994511404155232,EXP-T278,EXP-T275,,
topology_gain_vs_A,esm2,REGION,C,shadow,-0.07715625527464313,-0.2538778104899842,0.08430120797804828,EXP-T278,EXP-T275,,
topology_gain_vs_A,esm2,REGION,D,primary,-0.242685506373276,-0.4646907741640821,-0.033624201645086046,EXP-T279,EXP-T275,,
topology_gain_vs_A,esm2,REGION,D,shadow,-0.03307497942889178,-0.1670407201036995,0.09635553242247763,EXP-T279,EXP-T275,,
topology_gain_vs_A,esm2,FULL,B1,primary,-0.1228592719560788,-0.34979222556691114,0.10186329005677021,EXP-T153,EXP-T152,,
topology_gain_vs_A,esm2,FULL,B1,shadow,-0.13656712755744835,-0.3516577785397753,0.09702027462146895,EXP-T153,EXP-T152,,
topology_gain_vs_A,esm2,FULL,B2,primary,-0.12186707390679254,-0.29269386220861365,0.05066542625427245,EXP-T154,EXP-T152,,
topology_gain_vs_A,esm2,FULL,B2,shadow,-0.19061194525824654,-0.40143143748059684,0.019944212171766427,EXP-T154,EXP-T152,,
topology_gain_vs_A,esm2,FULL,C,primary,-0.19928767357343508,-0.39866505316746087,0.004897818153287006,EXP-T155,EXP-T152,,
topology_gain_vs_A,esm2,FULL,C,shadow,-0.0334077528965326,-0.23298270672927668,0.170500436241244,EXP-T155,EXP-T152,,
topology_gain_vs_A,esm2,FULL,D,primary,-0.23865172303753135,-0.45249387953016496,-0.030047809930495283,EXP-T156,EXP-T152,,
topology_gain_vs_A,esm2,FULL,D,shadow,-0.14948920261712725,-0.33818886368363,0.033014145603886214,EXP-T156,EXP-T152,,
topology_gain_vs_A,esmc600m,BASE,B1,primary,-0.07936892097378954,-0.1851834226537634,0.027419683668348474,EXP-T285,EXP-T284,,
topology_gain_vs_A,esmc600m,BASE,B1,shadow,-0.1649171570200979,-0.36759744867866423,0.03241555190380702,EXP-T285,EXP-T284,,
topology_gain_vs_A,esmc600m,BASE,B2,primary,0.24305708614396465,0.0346927007039388,0.47381352671870475,EXP-T286,EXP-T284,,
topology_gain_vs_A,esmc600m,BASE,B2,shadow,-0.13904138258945795,-0.35666992752640336,0.07715506730256255,EXP-T286,EXP-T284,,
topology_gain_vs_A,esmc600m,BASE,C,primary,-0.0060315544222608024,-0.10567303057070132,0.09255292680528425,EXP-T287,EXP-T284,,
topology_gain_vs_A,esmc600m,BASE,C,shadow,-0.11484023671091338,-0.304925133858198,0.08412135500966757,EXP-T287,EXP-T284,,
topology_gain_vs_A,esmc600m,BASE,D,primary,0.1845226052366657,0.0288420041402181,0.3402505933502573,EXP-T288,EXP-T284,,
topology_gain_vs_A,esmc600m,BASE,D,shadow,-0.0021144961133415315,-0.1867920086707598,0.17263874006860044,EXP-T288,EXP-T284,,
topology_gain_vs_A,esmc600m,IMGT,B1,primary,0.06060986459991078,-0.14553657932046019,0.2668370653081823,EXP-T290,EXP-T289,,
topology_gain_vs_A,esmc600m,IMGT,B1,shadow,0.02992041317033179,-0.1272398513040425,0.19021549813541344,EXP-T290,EXP-T289,,
topology_gain_vs_A,esmc600m,IMGT,B2,primary,0.03999046043113426,-0.17401102325062695,0.2604393635267091,EXP-T291,EXP-T289,,
topology_gain_vs_A,esmc600m,IMGT,B2,shadow,0.08266189951955537,-0.09812342325846354,0.2588465184341242,EXP-T291,EXP-T289,,
topology_gain_vs_A,esmc600m,IMGT,C,primary,0.04103439236864632,-0.1443115946687298,0.22221898914855182,EXP-T292,EXP-T289,,
topology_gain_vs_A,esmc600m,IMGT,C,shadow,0.038013316966869125,-0.16006118927472904,0.24733378681135731,EXP-T292,EXP-T289,,
topology_gain_vs_A,esmc600m,IMGT,D,primary,0.10582570676450376,-0.09821621518076201,0.3008689362325784,EXP-T293,EXP-T289,,
topology_gain_vs_A,esmc600m,IMGT,D,shadow,-0.00855452926070602,-0.16637775279857495,0.1469341960954077,EXP-T293,EXP-T289,,
topology_gain_vs_A,esmc600m,REGION,B1,primary,0.08687266597041378,-0.06079144772188163,0.2267983766249668,EXP-T295,EXP-T294,,
topology_gain_vs_A,esmc600m,REGION,B1,shadow,-0.15846794034227912,-0.322964831929148,0.007458098140763599,EXP-T295,EXP-T294,,
topology_gain_vs_A,esmc600m,REGION,B2,primary,0.08946016099717882,-0.04820769510151427,0.2270123964474524,EXP-T296,EXP-T294,,
topology_gain_vs_A,esmc600m,REGION,B2,shadow,-0.1320028422791281,-0.2796933185907058,0.006300269232855709,EXP-T296,EXP-T294,,
topology_gain_vs_A,esmc600m,REGION,C,primary,0.08434728928554205,-0.05618766148885091,0.22532267982577092,EXP-T297,EXP-T294,,
topology_gain_vs_A,esmc600m,REGION,C,shadow,-0.04238919858579283,-0.21341916778941214,0.12830657958984348,EXP-T297,EXP-T294,,
topology_gain_vs_A,esmc600m,REGION,D,primary,0.04567770310390143,-0.07508519490559895,0.17547866915479116,EXP-T298,EXP-T294,,
topology_gain_vs_A,esmc600m,REGION,D,shadow,-0.24802139658986785,-0.4295050585711444,-0.0682121241534199,EXP-T298,EXP-T294,,
topology_gain_vs_A,esmc600m,FULL,B1,primary,0.16009898244598766,-0.039903760839391636,0.3579222620269398,EXP-T281,EXP-T280,,
topology_gain_vs_A,esmc600m,FULL,B1,shadow,0.24515262650854794,0.05278309657249922,0.45616507883425106,EXP-T281,EXP-T280,,
topology_gain_vs_A,esmc600m,FULL,B2,primary,0.029754497386791087,-0.1567999851556472,0.22597246052306366,EXP-T282,EXP-T280,,
topology_gain_vs_A,esmc600m,FULL,B2,shadow,0.11323723969636136,-0.03394381264109671,0.2646019411675723,EXP-T282,EXP-T280,,
topology_gain_vs_A,esmc600m,FULL,C,primary,0.1181537015938464,-0.10467530827463409,0.31933017071382447,EXP-T159,EXP-T280,,
topology_gain_vs_A,esmc600m,FULL,C,shadow,0.029248225836106288,-0.10659584469265408,0.16777060708881888,EXP-T159,EXP-T280,,
topology_gain_vs_A,esmc600m,FULL,D,primary,0.19522744637948494,-0.04003159793806665,0.43085536250361667,EXP-T283,EXP-T280,,
topology_gain_vs_A,esmc600m,FULL,D,shadow,0.15527348459502796,0.008625314265121649,0.3112765547669962,EXP-T283,EXP-T280,,
topology_gain_vs_A,currab_paired,BASE,B1,primary,0.2777972751193576,0.029482097390257197,0.5209608548953208,EXP-T304,EXP-T303,,
topology_gain_vs_A,currab_paired,BASE,B1,shadow,0.22222622529959968,-0.0019102632263560775,0.4592344961048643,EXP-T304,EXP-T303,,
topology_gain_vs_A,currab_paired,BASE,B2,primary,0.035613024676287616,-0.18504052103301624,0.26308694415622197,EXP-T305,EXP-T303,,
topology_gain_vs_A,currab_paired,BASE,B2,shadow,-0.018024750697759936,-0.22033217748006187,0.17886403519430275,EXP-T305,EXP-T303,,
topology_gain_vs_A,currab_paired,BASE,C,primary,0.07657413718141151,-0.1429356692749777,0.29449954503848214,EXP-T306,EXP-T303,,
topology_gain_vs_A,currab_paired,BASE,C,shadow,0.07484600867754143,-0.1287300421867842,0.28939358452220004,EXP-T306,EXP-T303,,
topology_gain_vs_A,currab_paired,BASE,D,primary,0.0065646936864028746,-0.18772367606928317,0.20883183714784206,EXP-T307,EXP-T303,,
topology_gain_vs_A,currab_paired,BASE,D,shadow,0.03302583576720434,-0.17876595332298756,0.2566135789141243,EXP-T307,EXP-T303,,
topology_gain_vs_A,currab_paired,IMGT,B1,primary,0.054119628152729596,-0.16507720947265622,0.2471673518051336,EXP-T309,EXP-T308,,
topology_gain_vs_A,currab_paired,IMGT,B1,shadow,-0.09114795260959202,-0.283342573966509,0.09583214771600405,EXP-T309,EXP-T308,,
topology_gain_vs_A,currab_paired,IMGT,B2,primary,0.1245264123987269,-0.05769895388756269,0.3105902065465479,EXP-T310,EXP-T308,,
topology_gain_vs_A,currab_paired,IMGT,B2,shadow,-0.12122229587884596,-0.3581416418522964,0.1020418944182219,EXP-T310,EXP-T308,,
topology_gain_vs_A,currab_paired,IMGT,C,primary,-0.02033530341254336,-0.19608864077815294,0.15847290356953947,EXP-T311,EXP-T308,,
topology_gain_vs_A,currab_paired,IMGT,C,shadow,-0.1504570289894386,-0.34960052290080496,0.03401842352784696,EXP-T311,EXP-T308,,
topology_gain_vs_A,currab_paired,IMGT,D,primary,0.024414038952486016,-0.18695297771030003,0.22901820783261884,EXP-T312,EXP-T308,,
topology_gain_vs_A,currab_paired,IMGT,D,shadow,-0.261095541494864,-0.4734841699953432,-0.06431490344765758,EXP-T312,EXP-T308,,
topology_gain_vs_A,currab_paired,REGION,B1,primary,-0.13424654360170718,-0.34924568011436935,0.07656612984928074,EXP-T314,EXP-T313,,
topology_gain_vs_A,currab_paired,REGION,B1,shadow,0.05820170743965813,-0.13317045871122374,0.24772886876706718,EXP-T314,EXP-T313,,
topology_gain_vs_A,currab_paired,REGION,B2,primary,-0.050564424491222996,-0.16040064022864825,0.053060145436981336,EXP-T315,EXP-T313,,
topology_gain_vs_A,currab_paired,REGION,B2,shadow,-0.023327015064380743,-0.14281157858577773,0.09040040793242282,EXP-T315,EXP-T313,,
topology_gain_vs_A,currab_paired,REGION,C,primary,-0.044351530663761046,-0.2514968407006911,0.1770972605104799,EXP-T316,EXP-T313,,
topology_gain_vs_A,currab_paired,REGION,C,shadow,0.04556262640305507,-0.15252006907521934,0.24580977286821526,EXP-T316,EXP-T313,,
topology_gain_vs_A,currab_paired,REGION,D,primary,-0.035406889738859956,-0.22090204615651823,0.1632368664682647,EXP-T317,EXP-T313,,
topology_gain_vs_A,currab_paired,REGION,D,shadow,-0.07983318375952446,-0.2679345725495138,0.10205545248808687,EXP-T317,EXP-T313,,
topology_gain_vs_A,currab_paired,FULL,B1,primary,0.1189702822838301,-0.08129979710520045,0.3217545727152884,EXP-T300,EXP-T299,,
topology_gain_vs_A,currab_paired,FULL,B1,shadow,-0.087050590986087,-0.23877062679808816,0.072022067175971,EXP-T300,EXP-T299,,
topology_gain_vs_A,currab_paired,FULL,B2,primary,0.15522627182948737,0.0068785714514461565,0.3156916412306418,EXP-T301,EXP-T299,,
topology_gain_vs_A,currab_paired,FULL,B2,shadow,0.038918365666895736,-0.14361804797325606,0.2288166846758053,EXP-T301,EXP-T299,,
topology_gain_vs_A,currab_paired,FULL,C,primary,0.06451352437337239,-0.11635890183625398,0.2599258181489543,EXP-T160,EXP-T299,,
topology_gain_vs_A,currab_paired,FULL,C,shadow,-0.17097256507402586,-0.3991586797031355,0.04915848425876895,EXP-T160,EXP-T299,,
topology_gain_vs_A,currab_paired,FULL,D,primary,-0.011981446066020448,-0.20238939744454842,0.17615699179378555,EXP-T302,EXP-T299,,
topology_gain_vs_A,currab_paired,FULL,D,shadow,0.08203725461606622,-0.07760564486185713,0.24809758751480634,EXP-T302,EXP-T299,,
topology_gain_vs_A,currab_unpaired,BASE,B1,primary,-0.0056977919590326005,-0.14060819413926867,0.12709656350406595,EXP-T324,EXP-T323,,
topology_gain_vs_A,currab_unpaired,BASE,B1,shadow,-0.07870523429211275,-0.2557592492044708,0.09266315860512814,EXP-T324,EXP-T323,,
topology_gain_vs_A,currab_unpaired,BASE,B2,primary,0.04247481734664352,-0.15352925783322183,0.24053480007030337,EXP-T325,EXP-T323,,
topology_gain_vs_A,currab_unpaired,BASE,B2,shadow,-0.08290985484182099,-0.2316987814726653,0.055658738407087766,EXP-T325,EXP-T323,,
topology_gain_vs_A,currab_unpaired,BASE,C,primary,-0.029683996129918983,-0.1856302320221324,0.11613301406671964,EXP-T326,EXP-T323,,
topology_gain_vs_A,currab_unpaired,BASE,C,shadow,-0.14192576467255016,-0.26190112667319215,-0.02480442494521911,EXP-T326,EXP-T323,,
topology_gain_vs_A,currab_unpaired,BASE,D,primary,0.0762928150318287,-0.08026389840208453,0.24347014132841108,EXP-T327,EXP-T323,,
topology_gain_vs_A,currab_unpaired,BASE,D,shadow,-0.0013720194498697917,-0.13708420388492537,0.1335509629897128,EXP-T327,EXP-T323,,
topology_gain_vs_A,currab_unpaired,IMGT,B1,primary,0.06600747285065828,-0.11605557924435463,0.23308760678326626,EXP-T329,EXP-T328,,
topology_gain_vs_A,currab_unpaired,IMGT,B1,shadow,0.00011498251079036895,-0.18094418490374536,0.17809215651618085,EXP-T329,EXP-T328,,
topology_gain_vs_A,currab_unpaired,IMGT,B2,primary,0.08712066838770736,-0.056556758174189814,0.23245989246132925,EXP-T330,EXP-T328,,
topology_gain_vs_A,currab_unpaired,IMGT,B2,shadow,0.050377339492609426,-0.16369738343321255,0.27726122126167185,EXP-T330,EXP-T328,,
topology_gain_vs_A,currab_unpaired,IMGT,C,primary,-0.032445813402717495,-0.20172202969774788,0.1301887576962692,EXP-T331,EXP-T328,,
topology_gain_vs_A,currab_unpaired,IMGT,C,shadow,-0.050091190102659666,-0.25548597500648035,0.15970779878121802,EXP-T331,EXP-T328,,
topology_gain_vs_A,currab_unpaired,IMGT,D,primary,0.008454146208586517,-0.14376539595333146,0.15848611195882148,EXP-T332,EXP-T328,,
topology_gain_vs_A,currab_unpaired,IMGT,D,shadow,0.040230221218532945,-0.16448190830372,0.24553320613908172,EXP-T332,EXP-T328,,
topology_gain_vs_A,currab_unpaired,REGION,B1,primary,-0.08782916598849827,-0.2608254974271044,0.09310170632821475,EXP-T334,EXP-T333,,
topology_gain_vs_A,currab_unpaired,REGION,B1,shadow,0.26860738683629926,0.05939089869275514,0.49182119192900475,EXP-T334,EXP-T333,,
topology_gain_vs_A,currab_unpaired,REGION,B2,primary,0.11112236682279611,-0.07693405975530176,0.297278567891062,EXP-T335,EXP-T333,,
topology_gain_vs_A,currab_unpaired,REGION,B2,shadow,0.07309098891270013,-0.05463108663205747,0.21516353524761422,EXP-T335,EXP-T333,,
topology_gain_vs_A,currab_unpaired,REGION,C,primary,-0.14506493085696373,-0.32832407303798344,0.0371356657993646,EXP-T336,EXP-T333,,
topology_gain_vs_A,currab_unpaired,REGION,C,shadow,-0.1159414126549238,-0.32220918926191916,0.0841977967156304,EXP-T336,EXP-T333,,
topology_gain_vs_A,currab_unpaired,REGION,D,primary,-0.1889046092092255,-0.36025827784597136,-0.012012229731053554,EXP-T337,EXP-T333,,
topology_gain_vs_A,currab_unpaired,REGION,D,shadow,0.23978266303921925,0.03310325999318818,0.45887593163384305,EXP-T337,EXP-T333,,
topology_gain_vs_A,currab_unpaired,FULL,B1,primary,0.10846422925407503,-0.07391806590704271,0.29236218605512454,EXP-T319,EXP-T318,,
topology_gain_vs_A,currab_unpaired,FULL,B1,shadow,0.0010435787248022324,-0.16791675296830544,0.16991637665548434,EXP-T319,EXP-T318,,
topology_gain_vs_A,currab_unpaired,FULL,B2,primary,0.023752659927179783,-0.10307512401062766,0.15405757692125102,EXP-T320,EXP-T318,,
topology_gain_vs_A,currab_unpaired,FULL,B2,shadow,-0.05774832360538436,-0.20595524340500065,0.08622203403049039,EXP-T320,EXP-T318,,
topology_gain_vs_A,currab_unpaired,FULL,C,primary,0.0434347082067419,-0.13222031652191538,0.20574040118558887,EXP-T321,EXP-T318,,
topology_gain_vs_A,currab_unpaired,FULL,C,shadow,0.006028658078040605,-0.18414022775343908,0.2090509355804066,EXP-T321,EXP-T318,,
topology_gain_vs_A,currab_unpaired,FULL,D,primary,0.1486806987244406,-0.05879272178367332,0.36458011203342006,EXP-T322,EXP-T318,,
topology_gain_vs_A,currab_unpaired,FULL,D,shadow,-0.14474006935402198,-0.36099488058207946,0.06751988081284495,EXP-T322,EXP-T318,,
annotation_gain_vs_BASE,scratch,IMGT,A,primary,-0.18486131267783082,-0.5007606682954011,0.15052460799982484,EXP-T167,,EXP-T162,
annotation_gain_vs_BASE,scratch,IMGT,A,shadow,-0.030849456787109375,-0.28789563002409757,0.23045085977624954,EXP-T167,,EXP-T162,
annotation_gain_vs_BASE,scratch,REGION,A,primary,-0.2165741155176987,-0.5468535022971072,0.11321872075398758,EXP-T172,,EXP-T162,
annotation_gain_vs_BASE,scratch,REGION,A,shadow,0.08937816855348187,-0.14248071835364826,0.316601887455693,EXP-T172,,EXP-T162,
annotation_gain_vs_BASE,scratch,FULL,A,primary,-0.03723236366554547,-0.3469767264377924,0.32029931810167084,EXP-T091,,EXP-T162,
annotation_gain_vs_BASE,scratch,FULL,A,shadow,0.2109836060323833,-0.07569466579107591,0.528070071891502,EXP-T091,,EXP-T162,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,A,primary,0.364203064529984,-0.009087961691397202,0.7560598891458388,,,,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,A,shadow,0.1524548942660108,-0.21679615444607206,0.5323194798128105,,,,
annotation_gain_vs_BASE,scratch,IMGT,B1,primary,0.06622109589753324,-0.23335173748157645,0.3600770167362541,EXP-T168,,EXP-T163,
annotation_gain_vs_BASE,scratch,IMGT,B1,shadow,0.24933659588849108,-0.05726139457137492,0.5453567216425765,EXP-T168,,EXP-T163,
annotation_gain_vs_BASE,scratch,REGION,B1,primary,0.11200643468786164,-0.2128671181054763,0.45820291483843767,EXP-T173,,EXP-T163,
annotation_gain_vs_BASE,scratch,REGION,B1,shadow,0.10243547698597853,-0.18009297641707056,0.3829107643645487,EXP-T173,,EXP-T163,
annotation_gain_vs_BASE,scratch,FULL,B1,primary,-0.21582471588511531,-0.5226462423065563,0.08909071345388152,EXP-T094,,EXP-T163,
annotation_gain_vs_BASE,scratch,FULL,B1,shadow,0.07433947810420288,-0.21056860287984205,0.3423502651261692,EXP-T094,,EXP-T163,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,B1,primary,-0.3940522464705102,-0.818162453616107,0.03854242784005592,,,,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,B1,shadow,-0.2774325947702667,-0.6856119238300089,0.12657593091328892,,,,
annotation_gain_vs_BASE,scratch,IMGT,B2,primary,-0.0638610698558666,-0.30914316530580876,0.20403199843418443,EXP-T169,,EXP-T164,
annotation_gain_vs_BASE,scratch,IMGT,B2,shadow,-0.014410701798804012,-0.2537627820615415,0.2204470151736412,EXP-T169,,EXP-T164,
annotation_gain_vs_BASE,scratch,REGION,B2,primary,-0.06183273409619743,-0.33611534436543783,0.21424038616227514,EXP-T174,,EXP-T164,
annotation_gain_vs_BASE,scratch,REGION,B2,shadow,-0.13531418788580246,-0.3770511674292294,0.10839951008926191,EXP-T174,,EXP-T164,
annotation_gain_vs_BASE,scratch,FULL,B2,primary,-0.11167363767270688,-0.3752681479041959,0.15718717869417162,EXP-T096,,EXP-T164,
annotation_gain_vs_BASE,scratch,FULL,B2,shadow,-0.15797706886574073,-0.3846047083536784,0.053962008158365826,EXP-T096,,EXP-T164,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,B2,primary,0.014020166279357156,-0.37173495881351426,0.35673645278553884,,,,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,B2,shadow,-0.008252179181134259,-0.3236931918579855,0.3377944263411156,,,,
annotation_gain_vs_BASE,scratch,IMGT,C,primary,0.07626001334484712,-0.16624275313483344,0.32796536963662976,EXP-T170,,EXP-T165,
annotation_gain_vs_BASE,scratch,IMGT,C,shadow,0.2163731374858338,-0.045049973476080245,0.4889758710507993,EXP-T170,,EXP-T165,
annotation_gain_vs_BASE,scratch,REGION,C,primary,0.10932774013943142,-0.12899147963818208,0.3586044240880895,EXP-T175,,EXP-T165,
annotation_gain_vs_BASE,scratch,REGION,C,shadow,0.1197161262418017,-0.13654365480681996,0.38487979571024566,EXP-T175,,EXP-T165,
annotation_gain_vs_BASE,scratch,FULL,C,primary,0.00323451006854022,-0.23601939589888962,0.24260742222821255,EXP-T102,,EXP-T165,
annotation_gain_vs_BASE,scratch,FULL,C,shadow,0.09566657925829475,-0.13763086884110062,0.32919802489104094,EXP-T102,,EXP-T165,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,C,primary,-0.18235324341573833,-0.5073672530091838,0.11468691472653966,,,,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,C,shadow,-0.24042268446934076,-0.6623751811039301,0.15590313393392652,,,,
annotation_gain_vs_BASE,scratch,IMGT,D,primary,0.11719687191056616,-0.13016216666610153,0.39233270868842973,EXP-T171,,EXP-T166,
annotation_gain_vs_BASE,scratch,IMGT,D,shadow,0.1942532857259114,-0.04323218192583249,0.4350483058411398,EXP-T171,,EXP-T166,
annotation_gain_vs_BASE,scratch,REGION,D,primary,-0.07895208288122106,-0.32261846565905916,0.17577889053909865,EXP-T176,,EXP-T166,
annotation_gain_vs_BASE,scratch,REGION,D,shadow,-0.017385223765432098,-0.22889124434671285,0.19418418672349608,EXP-T176,,EXP-T166,
annotation_gain_vs_BASE,scratch,FULL,D,primary,0.0029652442461178628,-0.30860378712783626,0.31302295967384597,EXP-T161,,EXP-T166,
annotation_gain_vs_BASE,scratch,FULL,D,shadow,0.1714697708318263,-0.08336661656697592,0.4330201019475489,EXP-T161,,EXP-T166,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,D,primary,-0.035279544783227236,-0.4658855473553693,0.36611416957996445,,,,
annotation_nonadditivity,scratch,FULL_IMGT_REGION,D,shadow,-0.0053982911286530235,-0.36030299045421454,0.36253789678032006,,,,
annotation_gain_vs_BASE,ablingua,IMGT,A,primary,0.020157708062065974,-0.1389491022369008,0.17017578548855242,EXP-T182,,EXP-T177,
annotation_gain_vs_BASE,ablingua,IMGT,A,shadow,0.13025448646074464,-0.12114730999793526,0.3852392514546713,EXP-T182,,EXP-T177,
annotation_gain_vs_BASE,ablingua,REGION,A,primary,0.09788739239728009,-0.06666364434324665,0.2685830728507336,EXP-T187,,EXP-T177,
annotation_gain_vs_BASE,ablingua,REGION,A,shadow,0.00012461344401041666,-0.20484628677368164,0.2034568103743188,EXP-T187,,EXP-T177,
annotation_gain_vs_BASE,ablingua,FULL,A,primary,0.04057881861557195,-0.06921533537499698,0.15472357479142543,EXP-T080,,EXP-T177,
annotation_gain_vs_BASE,ablingua,FULL,A,shadow,-0.04486300621503665,-0.2518227506566931,0.16004817632981252,EXP-T080,,EXP-T177,
annotation_nonadditivity,ablingua,FULL_IMGT_REGION,A,primary,-0.07746628184377412,-0.38256498030674313,0.22553906735078777,,,,
annotation_nonadditivity,ablingua,FULL_IMGT_REGION,A,shadow,-0.1752421061197917,-0.46158511903550886,0.10674541143723429,,,,
annotation_gain_vs_BASE,ablingua,IMGT,B1,primary,0.011195971642011478,-0.1468338460098078,0.1698841548260347,EXP-T183,,EXP-T178,
annotation_gain_vs_BASE,ablingua,IMGT,B1,shadow,0.13305958406424812,-0.12078800966710225,0.3907106317119833,EXP-T183,,EXP-T178,
annotation_gain_vs_BASE,ablingua,REGION,B1,primary,-0.0005486335283444252,-0.15024363199869792,0.1539369724414966,EXP-T188,,EXP-T178,
annotation_gain_vs_BASE,ablingua,REGION,B1,shadow,0.06261225099916802,-0.1093629424954639,0.23993542577013544,EXP-T188,,EXP-T178,
annotation_gain_vs_BASE,ablingua,FULL,B1,primary,0.15783820917576916,-0.016866679839146033,0.3337741775277218,EXP-T081,,EXP-T178,
annotation_gain_vs_BASE,ablingua,FULL,B1,shadow,0.14148495521074456,-0.043561124212947895,0.33586309397662106,EXP-T081,,EXP-T178,
annotation_nonadditivity,ablingua,FULL_IMGT_REGION,B1,primary,0.1471908710621021,-0.1132438959898773,0.4166864030155134,,,,
annotation_nonadditivity,ablingua,FULL_IMGT_REGION,B1,shadow,-0.05418687985267159,-0.39831058831862454,0.26531872572722254,,,,
annotation_gain_vs_BASE,ablingua,IMGT,B2,primary,0.07860885431737076,-0.11836670180897654,0.2856866000611105,EXP-T184,,EXP-T179,
annotation_gain_vs_BASE,ablingua,IMGT,B2,shadow,0.0038678675522038964,-0.20952446902239763,0.21335225870579835,EXP-T184,,EXP-T179,
annotation_gain_vs_BASE,ablingua,REGION,B2,primary,0.018101256570698304,-0.15318380402929987,0.19073868739752103,EXP-T189,,EXP-T179,
annotation_gain_vs_BASE,ablingua,REGION,B2,shadow,-0.008442819854359568,-0.177830105063356,0.15777398450874985,EXP-T189,,EXP-T179,
annotation_gain_vs_BASE,ablingua,FULL,B2,primary,-0.01781812126253858,-0.22015368850142866,0.16891058580374999,EXP-T082,,EXP-T179,
annotation_gain_vs_BASE,ablingua,FULL,B2,shadow,-0.07027769677432967,-0.2590369972181909,0.11282847898977731,EXP-T082,,EXP-T179,
annotation_nonadditivity,ablingua,FULL_IMGT_REGION,B2,primary,-0.11452823215060765,-0.34374407426810555,0.11677634627730707,,,,
annotation_nonadditivity,ablingua,FULL_IMGT_REGION,B2,shadow,-0.065702744472174,-0.33056310429985136,0.19286469942257686,,,,
