topology,annotation,rep1,rep2,scheme,did,ci95_lo,ci95_hi,note
A,FULL,scratch,ablang2_unpaired,shadow,0.08584799589934172,-0.30237973413349667,0.5167440473297489,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,ablang1,primary,-0.03331471666877657,-0.42092949902569804,0.385927606511999,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,ablang1,shadow,0.24589981267481675,-0.07015822257524655,0.5773649627779737,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,esm1b,primary,0.1605225315800419,-0.16844163294191714,0.5216939172627012,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,esm1b,shadow,0.13585726420084634,-0.18773299440925503,0.4960885724903623,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,esm2,primary,-0.12531530121226375,-0.5429827907939017,0.31445425704673485,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,esm2,shadow,0.07303134305977527,-0.29591241000611107,0.46739158394895897,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,esmc600m,primary,-0.12885484577697004,-0.5546329186286457,0.3430903646681043,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,esmc600m,shadow,0.24989036277488427,-0.13644242345550914,0.6531780254693678,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,currab_paired,primary,-0.011701513219762776,-0.38381859696941617,0.38260241967660397,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,currab_paired,shadow,0.18148575300051842,-0.14901860142931528,0.5253172150364627,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,currab_unpaired,primary,0.07370524936252165,-0.25704635749628524,0.42484483365659326,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,scratch,currab_unpaired,shadow,0.26067321683153694,-0.058678346210055875,0.5826819796621062,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,ablang2_paired,primary,-0.053944929146472316,-0.3744516931934121,0.24102155779614856,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,ablang2_paired,shadow,-0.002694895238052136,-0.3083666071479701,0.30568134166576194,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,ablang2_unpaired,primary,-0.07544265558690201,-0.34923175588066196,0.20452638790931174,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,ablang2_unpaired,shadow,-0.16999861634807822,-0.5353768902060426,0.19140502317452135,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,ablang1,primary,0.04449646561234086,-0.15115980689908257,0.2551174175592116,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,ablang1,shadow,-0.009946799572603202,-0.24241606983137717,0.22364303447582065,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,esm1b,primary,0.23833371386115934,0.023195039490122853,0.43667045758094303,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,esm1b,shadow,-0.11998934804657359,-0.3968769703382327,0.15341739419065875,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,esm2,primary,-0.04750411893114632,-0.3959551911295196,0.28901286478395805,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,esm2,shadow,-0.18281526918764468,-0.5007179719430429,0.15901705129646942,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,esmc600m,primary,-0.051043663495852626,-0.29777797416404445,0.17570749800882218,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,esmc600m,shadow,-0.005956249472535687,-0.3146338250901964,0.3145027266608337,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,currab_paired,primary,0.06610966906135465,-0.1430053010398959,0.28809828346158206,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,currab_paired,shadow,-0.07436085924690153,-0.349449744047942,0.202018763695234,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,currab_unpaired,primary,0.1515164316436391,-0.09116390958244418,0.3988455466282219,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablingua,currab_unpaired,shadow,0.004826604584116994,-0.24232310306878738,0.24928241717962557,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,ablang2_unpaired,primary,-0.021497726440429688,-0.34143433570861825,0.319062935275796,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,ablang2_unpaired,shadow,-0.1673037211100261,-0.5404356991803204,0.2033518432099141,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,ablang1,primary,0.09844139475881318,-0.26886473702795705,0.49249703795821553,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,ablang1,shadow,-0.0072519043345510665,-0.30525547192420494,0.28887195881502103,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,esm1b,primary,0.2922786430076317,0.005119559794296456,0.5998682846257712,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,esm1b,shadow,-0.11729445280852145,-0.450783192081216,0.1865684468069194,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,esm2,primary,0.0064408102153260035,-0.38069288701186943,0.4391064997072567,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,esm2,shadow,-0.18012037394959254,-0.5425163722332613,0.16260309160491532,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,esmc600m,primary,0.0029012656506196954,-0.3694676122547668,0.36970085332423047,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,esmc600m,shadow,-0.003261354234483551,-0.3106865105805574,0.3096064850136085,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,currab_paired,primary,0.12005459820782696,-0.20708877539929058,0.47509490119086356,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,currab_paired,shadow,-0.07166596400884939,-0.36583457581790885,0.2157632062464583,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,currab_unpaired,primary,0.2054613607901114,-0.11325897934996053,0.5046480543819474,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_paired,currab_unpaired,shadow,0.007521499822169131,-0.2736135070706592,0.28614878889955114,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,ablang1,primary,0.11993912119924287,-0.23016712812729836,0.46877658161116237,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,ablang1,shadow,0.16005181677547503,-0.19075055122375487,0.5184514628516298,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,esm1b,primary,0.31377636944806137,0.05181345468685951,0.5807628490306713,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,esm1b,shadow,0.05000926830150463,-0.3420037375556098,0.42625980141721986,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,esm2,primary,0.02793853665575569,-0.3595519442617158,0.42736240316320345,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,esm2,shadow,-0.012816652839566454,-0.37841250808150684,0.3597695262343793,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,esmc600m,primary,0.02439899209104938,-0.3352987301202468,0.3820648823255371,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,esmc600m,shadow,0.16404236687554252,-0.21009909959486972,0.5297228860266413,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,currab_paired,primary,0.14155232464825665,-0.1682689054512683,0.4488999178380141,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,currab_paired,shadow,0.0956377571011767,-0.2928563865614526,0.47667435598962093,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,currab_unpaired,primary,0.2269590872305411,-0.07502447940685131,0.518539649468881,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang2_unpaired,currab_unpaired,shadow,0.1748252209321952,-0.1818862897378427,0.5215697894861668,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,esm1b,primary,0.19383724824881848,-0.07996808275764367,0.4665064034638576,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,esm1b,shadow,-0.1100425484739704,-0.39828072889351546,0.1718480121942214,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,esm2,primary,-0.09200058454348717,-0.49018934979850864,0.30233647911636924,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,esm2,shadow,-0.1728684696150415,-0.4972175627578924,0.16296726215032864,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,esmc600m,primary,-0.09554012910819348,-0.4231317102173227,0.22181646382367146,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,esmc600m,shadow,0.003990550100067516,-0.2706344675134729,0.2907429812866963,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,currab_paired,primary,0.021613203449013792,-0.24140157699584963,0.2652419078497237,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,currab_paired,shadow,-0.06441405967429832,-0.32070904896583086,0.17170339749183175,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,currab_unpaired,primary,0.10701996603129822,-0.14006747669643815,0.36003626717461445,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,ablang1,currab_unpaired,shadow,0.014773404156720196,-0.21600751994568623,0.24827975284906037,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,esm2,primary,-0.2858378327923057,-0.614948930858094,0.03563976228972992,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,esm2,shadow,-0.06282592114107108,-0.31629793496779457,0.21184198473706609,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,esmc600m,primary,-0.28937737735701197,-0.5963609707208327,0.007213579578163811,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,esmc600m,shadow,0.1140330985740379,-0.17620712621712392,0.41843621230419764,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,currab_paired,primary,-0.1722240447998047,-0.4243831051720513,0.09003952756340101,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,currab_paired,shadow,0.045628488799672066,-0.22575612715732904,0.331707767204002,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,currab_unpaired,primary,-0.08681728221752026,-0.30492091237762825,0.1324560706998095,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm1b,currab_unpaired,shadow,0.12481595263069059,-0.13966493253354673,0.39123514140093757,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm2,esmc600m,primary,-0.0035395445647063077,-0.38523261929735725,0.4014368628278183,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm2,esmc600m,shadow,0.17685901971510898,-0.14596553496372555,0.49187190208905973,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm2,currab_paired,primary,0.11361378799250096,-0.24743558389169198,0.46794080439908997,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm2,currab_paired,shadow,0.10845440994074315,-0.23414074815349814,0.43387841118706555,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm2,currab_unpaired,primary,0.1990205505747854,-0.17968590583330318,0.5789956722730469,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esm2,currab_unpaired,shadow,0.18764187377176167,-0.1128009831463849,0.49305470019210984,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esmc600m,currab_paired,primary,0.11715333255720728,-0.16532397211333852,0.41419235688668704,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esmc600m,currab_paired,shadow,-0.06840460977436584,-0.3881138925199155,0.2557681978484729,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esmc600m,currab_unpaired,primary,0.2025600951394917,-0.1244427998860677,0.5220319418259607,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,esmc600m,currab_unpaired,shadow,0.01078285405665268,-0.24032360594949606,0.2501267486148409,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,currab_paired,currab_unpaired,primary,0.08540676258228443,-0.16560265458660361,0.3288491643505331,DiD=annot_gain(r1)-annot_gain(r2)
A,FULL,currab_paired,currab_unpaired,shadow,0.07918746383101852,-0.13743790167349357,0.2926916664029345,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablingua,primary,0.05502512425552175,-0.29100892867571054,0.3792460194340457,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablingua,shadow,0.11627701182424295,-0.27691214997091407,0.4907468589735621,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablang2_paired,primary,0.296968224607868,-0.13402062992990743,0.7046219790423353,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablang2_paired,shadow,0.03892630117910884,-0.37823380364312065,0.46269287533230213,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablang2_unpaired,primary,-0.03069927074291088,-0.42327602292284555,0.364138763922232,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablang2_unpaired,shadow,0.33253038665394735,-0.005538495970360852,0.672327284754058,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablang1,primary,-0.06876156653886964,-0.43462965576737017,0.2823536390139728,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,ablang1,shadow,0.16644805154682682,-0.1607097072365844,0.5030825438322845,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,esm1b,primary,0.051317968486267754,-0.32644013593226323,0.42672384285632464,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,esm1b,shadow,0.06653990568938083,-0.37133228278454444,0.4980151335398358,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,esm2,primary,-0.053915070898738954,-0.4114502494717822,0.2830794228447807,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,esm2,shadow,0.23752375002260562,-0.19550654152293265,0.6566496843173176,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,esmc600m,primary,-0.23923598395453563,-0.6264396331928397,0.15200561711817603,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,esmc600m,shadow,0.06701208043981485,-0.2749830775790745,0.4090725298281066,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,currab_paired,primary,0.289407659459997,-0.05879402396119671,0.645832639270358,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,currab_paired,shadow,0.38999705844455296,0.02181293522870095,0.76072662141588,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,currab_unpaired,primary,-0.016113351892542,-0.34350156784057617,0.28618053977872115,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,scratch,currab_unpaired,shadow,0.29063669840494794,-0.04803743715639467,0.6424897388175683,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,ablang2_paired,primary,0.2419431003523462,-0.04426591661241319,0.5389820487410935,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,ablang2_paired,shadow,-0.07735071064513412,-0.45765227152977467,0.28980650313106565,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,ablang2_unpaired,primary,-0.08572439499843264,-0.4062039151603793,0.2323744703222204,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,ablang2_unpaired,shadow,0.2162533748297044,-0.11289215676578462,0.5408066543532004,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,ablang1,primary,-0.12378669079439139,-0.3794751037786036,0.12598047197600926,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,ablang1,shadow,0.05017103972258387,-0.21803488319302786,0.33315042978451553,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,esm1b,primary,-0.0037071557692539983,-0.26810836674254623,0.27237681989316564,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,esm1b,shadow,-0.04973710613486212,-0.38430394243311006,0.29522434870402015,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,esm2,primary,-0.1089401951542607,-0.3767657044493122,0.1350378130689075,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,esm2,shadow,0.12124673819836267,-0.3018926284931326,0.5237354396302022,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,esmc600m,primary,-0.2942611082100574,-0.5995495189855128,0.007555066214667258,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,esmc600m,shadow,-0.04926493138442809,-0.3530138898778845,0.26350390292980047,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,currab_paired,primary,0.23438253520447527,-0.0017726703926369005,0.4747311686292102,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,currab_paired,shadow,0.27372004662031,-0.03585721298500348,0.5834070082064028,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,currab_unpaired,primary,-0.07113847614806375,-0.28456441502512236,0.1580054495069715,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablingua,currab_unpaired,shadow,0.174359686580705,-0.17427421145968972,0.5340759183153692,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,ablang2_unpaired,primary,-0.3276674953507788,-0.6329252837616721,-0.0348493576049808,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,ablang2_unpaired,shadow,0.2936040854748385,-0.04712188391037929,0.6523738237074862,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,ablang1,primary,-0.3657297911467376,-0.6691046938484098,-0.05719450903527544,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,ablang1,shadow,0.12752175036771798,-0.18628929691550164,0.43421572991359375,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,esm1b,primary,-0.2456502561216002,-0.5497957294369923,0.07280061097792603,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,esm1b,shadow,0.02761360451027199,-0.3174520945843356,0.3770528787448083,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,esm2,primary,-0.3508832955066069,-0.6705192495275427,-0.03806595743438359,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,esm2,shadow,0.19859744884349678,-0.14765697585211862,0.5264471419063613,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,esmc600m,primary,-0.5362042085624036,-0.8531916500609599,-0.22866642092481085,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,esmc600m,shadow,0.028085779260706017,-0.3191850715213352,0.36306481773470645,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,currab_paired,primary,-0.00756056514787094,-0.29435259147926623,0.2973281789709019,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,currab_paired,shadow,0.3510707572654441,0.06054663481535727,0.6435580901157708,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,currab_unpaired,primary,-0.31308157650040996,-0.5897275253578469,-0.026971264827398988,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_paired,currab_unpaired,shadow,0.2517103972258391,-0.058013600478937596,0.5653939288339491,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,ablang1,primary,-0.03806229579595876,-0.32239957738805697,0.24758326506909006,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,ablang1,shadow,-0.1660823351071205,-0.4316929593498325,0.12412978690347524,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,esm1b,primary,0.08201723922917864,-0.26574483624211065,0.43999515580542253,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,esm1b,shadow,-0.2659904809645665,-0.6135009070973337,0.09173239248770235,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,esm2,primary,-0.02321580015582807,-0.33792827217667176,0.3133799087854076,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,esm2,shadow,-0.09500663663134172,-0.45921362653190706,0.2523855009196711,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,esmc600m,primary,-0.20853671321162476,-0.5364955189787312,0.11598045678786276,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,esmc600m,shadow,-0.26551830621413247,-0.5562120737852875,0.02521096983073662,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,currab_paired,primary,0.3201069302029079,-0.006411245722829642,0.6420866801414958,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,currab_paired,shadow,0.05746667179060562,-0.27107937895221484,0.37167758529568806,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,currab_unpaired,primary,0.01458591885036888,-0.29118757601137507,0.3068436528429571,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang2_unpaired,currab_unpaired,shadow,-0.04189368824899937,-0.36690735758086784,0.27107777830995133,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,esm1b,primary,0.1200795350251374,-0.19613623324735668,0.4351986367025492,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,esm1b,shadow,-0.09990814585744599,-0.38207591021502463,0.19000305187555003,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,esm2,primary,0.014846495640130691,-0.2691811732303949,0.31027498186370467,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,esm2,shadow,0.0710756984757788,-0.26583195792304154,0.39340068322640853,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,esmc600m,primary,-0.170474417415666,-0.49782481370148834,0.1448531515804337,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,esmc600m,shadow,-0.09943597110701197,-0.3610910545160742,0.16441788261319365,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,currab_paired,primary,0.35816922599886664,0.05841397591579103,0.6691375726534996,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,currab_paired,shadow,0.22354900689772614,-0.023281513025731258,0.46864142005826187,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,currab_unpaired,primary,0.05264821464632764,-0.19739118917488757,0.31480967556988737,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,ablang1,currab_unpaired,shadow,0.12418864685812114,-0.1531747929843856,0.4057838351638227,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,esm2,primary,-0.10523303938500671,-0.42351866651464376,0.20549754095666203,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,esm2,shadow,0.17098384433322478,-0.21453920234868556,0.5254938284556062,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,esmc600m,primary,-0.2905539524408034,-0.6251819198514207,0.010233624187516405,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,esmc600m,shadow,0.00047217475043402775,-0.2741023346229836,0.28449337040936484,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,currab_paired,primary,0.23808969097372926,-0.050654936425479836,0.5264784683415914,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,currab_paired,shadow,0.3234571527551721,-0.025990790496637793,0.6624159183031246,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,currab_unpaired,primary,-0.06743132037880975,-0.3210447252532582,0.1818584936636464,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm1b,currab_unpaired,shadow,0.22409679271556712,-0.1574707001815608,0.6049033288602474,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm2,esmc600m,primary,-0.18532091305579668,-0.5130732477447133,0.14570556687720024,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm2,esmc600m,shadow,-0.17051166958279076,-0.5011785195197588,0.19794878665311794,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm2,currab_paired,primary,0.34332273035873595,0.044470570411211136,0.646825693860466,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm2,currab_paired,shadow,0.15247330842194734,-0.13778171303831488,0.4674417118967314,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm2,currab_unpaired,primary,0.03780171900619695,-0.24187882152604467,0.31806466844346776,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esm2,currab_unpaired,shadow,0.053112948382342345,-0.286268029389558,0.413479767905341,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esmc600m,currab_paired,primary,0.5286436434145327,0.25700283168274674,0.8147140367531478,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esmc600m,currab_paired,shadow,0.3229849780047381,0.004080855993576951,0.6358925248369756,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esmc600m,currab_unpaired,primary,0.22312263206199365,-0.03817951178845064,0.49430489128018584,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,esmc600m,currab_unpaired,shadow,0.2236246179651331,-0.08295804895000693,0.5123750080297022,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,currab_paired,currab_unpaired,primary,-0.305521011352539,-0.5353293748549472,-0.08938894683932079,DiD=annot_gain(r1)-annot_gain(r2)
B1,IMGT,currab_paired,currab_unpaired,shadow,-0.099360360039605,-0.3749801376719534,0.180595874786377,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablingua,primary,0.11255506821620608,-0.23620211459972243,0.49112234292206924,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablingua,shadow,0.03982322598681051,-0.290885324831362,0.35053302093788424,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablang2_paired,primary,0.38022022482789597,-0.042763941964985494,0.8091364972385361,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablang2_paired,shadow,-0.05337413740746769,-0.44152501129809724,0.3319334618839215,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablang2_unpaired,primary,-0.04975773375711328,-0.4856645142590559,0.3780244085523814,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablang2_unpaired,shadow,0.2845343601556472,-0.0832667297787136,0.6630110970249878,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablang1,primary,-0.14063401869785638,-0.5233982610113826,0.2432934190020148,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,ablang1,shadow,-0.18122244469913432,-0.5529661131493839,0.18701671494377942,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,esm1b,primary,-0.01685523986816415,-0.4205465734740836,0.39627651226373306,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,esm1b,shadow,0.0117861194375121,-0.3294318375764068,0.35283521722864214,DiD=annot_gain(r1)-annot_gain(r2)
B1,REGION,scratch,esm2,primary,-0.2825475386631342,-0.6907923598348359,0.16435370445251432,DiD=annot_gain(r1)-annot_gain(r2)
