experiment_code,scheme,fold,seed,initial_lr,eta_min,epoch,optimizer_step,train_loss,val_loss,val_mae,learning_rate,best_val_mae_so_far,best_epoch_so_far,epochs_since_improvement,is_best,stopped_early,numerical_failure
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,1,7,0.5346033589116165,0.4380565981070201,3.509483568596117,1e-05,3.509483568596117,1,0,True,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,2,14,0.5346909484692982,0.4446532924969991,3.455288048946496,9.99938933078422e-06,3.455288048946496,2,0,True,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,3,21,0.6173147133418492,0.4541083176930745,3.4057820638020835,9.997557473810373e-06,3.4057820638020835,3,0,True,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,4,28,0.49905755690165926,0.46758126219113666,3.3800293893525093,9.994504881061752e-06,3.3800293893525093,4,0,True,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,5,35,0.505564520925483,0.47836967309316,3.361828659520005,9.990232305719944e-06,3.361828659520005,5,0,True,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,6,42,0.5804229038102287,0.48872270186742145,3.360238739938447,9.984740801978984e-06,3.360238739938447,6,0,True,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,7,49,0.5479976066521236,0.4961150685946147,3.363436149828362,9.978031724785247e-06,3.360238739938447,6,1,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,8,56,0.4929463267326355,0.5010300278663635,3.3654385191021543,9.97010672950314e-06,3.360238739938447,6,2,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,9,63,0.5724442601203918,0.5034217238426208,3.3662761341441763,9.960967771506666e-06,3.360238739938447,6,3,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,10,70,0.4991706343633788,0.5058231751124064,3.3671232281309185,9.950617105696961e-06,3.360238739938447,6,4,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,11,77,0.5386000105312893,0.5086544156074524,3.3680829134854404,9.939057285945933e-06,3.360238739938447,6,5,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,12,84,0.5445144602230617,0.5102452039718628,3.368509697191643,9.926291164466131e-06,3.360238739938447,6,6,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,13,91,0.5581578229154859,0.5110141535600027,3.368491201689749,9.91232189110701e-06,3.360238739938447,6,7,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,14,98,0.5609508923121861,0.5112674236297607,3.3682338830196494,9.897152912577742e-06,3.360238739938447,6,8,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,15,105,0.49936312437057495,0.5110715428988138,3.3677423650568183,9.8807879715968e-06,3.360238739938447,6,9,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,16,112,0.5407985491412026,0.5147834519545237,3.369600700609612,9.8632311059685e-06,3.360238739938447,6,10,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,17,119,0.6665671808379037,0.5140296419461569,3.368571657122988,9.844486647586724e-06,3.360238739938447,6,11,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,18,126,0.4597725978320731,0.515607883532842,3.3704219008937026,9.824559221366101e-06,3.360238739938447,6,12,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,19,133,0.47535326118980137,0.5162650346755981,3.371139988754735,9.803453744100868e-06,3.360238739938447,6,13,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,20,140,0.4781490573992154,0.512483557065328,3.366452303799716,9.781175423251734e-06,3.360238739938447,6,14,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,21,147,0.522433591740472,0.5115442276000977,3.365558739864465,9.757729755661012e-06,3.360238739938447,6,15,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,22,154,0.5629810435431344,0.5112454891204834,3.365154150760535,9.73312252619635e-06,3.360238739938447,6,16,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,23,161,0.5812071221215385,0.5143589377403259,3.3686322298916904,9.707359806323418e-06,3.360238739938447,6,17,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,24,168,0.46745329573085265,0.5163614551226298,3.3709945678710938,9.680447952607845e-06,3.360238739938447,6,18,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,25,175,0.5061509343130248,0.5196381211280823,3.3748534231474907,9.652393605146845e-06,3.360238739938447,6,19,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,26,182,0.4990163253886359,0.5198272069295248,3.374971794359612,9.62320368593087e-06,3.360238739938447,6,20,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,27,189,0.5267561248370579,0.518554170926412,3.3732757568359375,9.592885397135707e-06,3.360238739938447,6,21,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,28,196,0.49980623381478445,0.5200072129567465,3.374892726089015,9.561446219345455e-06,3.360238739938447,6,22,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,29,203,0.49025213931288036,0.5210939844449362,3.376049619732481,9.528893909706798e-06,3.360238739938447,6,23,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,30,210,0.5737280760492597,0.5226186911265055,3.3777484315814394,9.495236500015048e-06,3.360238739938447,6,24,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,31,217,0.609775538955416,0.5250443617502848,3.3804864594430635,9.460482294732422e-06,3.360238739938447,6,25,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,32,224,0.5446358323097229,0.5271677374839783,3.382813655968868,9.424639868939035e-06,3.360238739938447,6,26,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,33,231,0.5289778283664158,0.5225860277811686,3.377455046682647,9.387718066217125e-06,3.360238739938447,6,27,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,34,238,0.5298231158937726,0.522826611995697,3.3776751431551846,9.349725996469047e-06,3.360238739938447,6,28,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,35,245,0.5021589015211377,0.5246715446313223,3.3797697587446733,9.310673033669522e-06,3.360238739938447,6,29,False,False,False
EXP-T118,primary,0,101,1e-05,1.0000000000000001e-07,36,252,0.4830601380422844,0.5229478875796,3.3777484315814394,9.270568813552757e-06,3.360238739938447,6,30,False,True,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,1,7,0.5176352629704135,0.533547063668569,3.3915104721531724,0.0001,3.3915104721531724,1,0,True,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,2,14,0.592798867395946,0.5087291101614634,3.364061066598603,9.99938933078422e-05,3.364061066598603,2,0,True,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,3,21,0.5615666338375637,0.5110347270965576,3.3623150912198154,9.997557473810373e-05,3.3623150912198154,3,0,True,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,4,28,0.520402620945658,0.5494398574034373,3.4050637447472774,9.994504881061753e-05,3.3623150912198154,3,1,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,5,35,0.4928173784698759,0.5376486579577128,3.3919048887310606,9.990232305719945e-05,3.3623150912198154,3,2,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,6,42,0.5509287757532937,0.4859783848126729,3.3433442549272017,9.984740801978984e-05,3.3433442549272017,6,0,True,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,7,49,0.49502768899713245,0.48114611705144245,3.338683388449929,9.978031724785247e-05,3.338683388449929,7,0,True,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,8,56,0.4821555722238762,0.49675904711087543,3.344050089518229,9.97010672950314e-05,3.338683388449929,7,1,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,9,63,0.5288876891136169,0.5046826899051666,3.3510150331439394,9.960967771506667e-05,3.338683388449929,7,2,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,10,70,0.48357194129909786,0.5052456855773926,3.350931340997869,9.95061710569696e-05,3.338683388449929,7,3,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,11,77,0.48390355919088635,0.5041922529538473,3.3490767045454546,9.939057285945933e-05,3.338683388449929,7,4,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,12,84,0.5252864105360848,0.510411004225413,3.3563986113577178,9.926291164466132e-05,3.338683388449929,7,5,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,13,91,0.5554817212479455,0.5190040866533915,3.366182731859612,9.91232189110701e-05,3.338683388449929,7,6,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,14,98,0.5392652750015259,0.5204432109991709,3.3670161854137075,9.897152912577741e-05,3.338683388449929,7,7,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,15,105,0.48917361881051746,0.513485868771871,3.3585064049923057,9.8807879715968e-05,3.338683388449929,7,8,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,16,112,0.5148878970316478,0.5331172943115234,3.3805525808623345,9.8632311059685e-05,3.338683388449929,7,9,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,17,119,0.6750333777495793,0.5057877898216248,3.348225217877012,9.844486647586725e-05,3.338683388449929,7,10,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,18,126,0.4751990277852331,0.5186413526535034,3.3630891279740767,9.824559221366101e-05,3.338683388449929,7,11,False,False,False
EXP-T118,primary,0,101,0.0001,1.0000000000000002e-06,19,133,0.4550742137694864,0.5370394786198934,3.3824444395123106,9.803453744100869e-05,3.338683388449929,7,12,False,False,False
