experiment_code,scheme,fold,seed,initial_lr,eta_min,epoch,optimizer_step,train_loss,val_loss,val_mae,learning_rate,best_val_mae_so_far,best_epoch_so_far,epochs_since_improvement,is_best,stopped_early,numerical_failure
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,1,7,0.4143002788935389,0.31286203011404723,0.5628703155517577,1e-05,0.5628703155517577,1,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,2,14,0.4295764778341566,0.3105740468017757,0.5559019618178859,9.99938933078422e-06,0.5559019618178859,2,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,3,21,0.4311853221484593,0.30957980873063207,0.5498088991569748,9.997557473810373e-06,0.5498088991569748,3,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,4,28,0.3885895162820816,0.3096811706200242,0.5454026348229609,9.994504881061752e-06,0.5454026348229609,4,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,5,35,0.39224516440715107,0.3104707108189662,0.5417538190899471,9.990232305719944e-06,0.5417538190899471,5,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,6,42,0.41572520775454386,0.3115032762289047,0.5389723556980941,9.984740801978984e-06,0.5389723556980941,6,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,7,49,0.37543907621875405,0.3120014338443677,0.5378663246848365,9.978031724785247e-06,0.5378663246848365,7,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,8,56,0.3880815633705684,0.3127547688782215,0.5364157282511391,9.97010672950314e-06,0.5364157282511391,8,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,9,63,0.3920499086380005,0.31274248597522575,0.5364174911036634,9.960967771506666e-06,0.5364157282511391,8,1,False,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,10,70,0.39678739064506124,0.31282966770231724,0.5362495866255325,9.950617105696961e-06,0.5362495866255325,10,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,11,77,0.4092260194676263,0.31355535921951133,0.535265214399858,9.939057285945933e-06,0.535265214399858,11,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,12,84,0.3855425567765321,0.3145891862610976,0.5341524209687204,9.926291164466131e-06,0.5341524209687204,12,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,13,91,0.5102598858731133,0.31532659257451695,0.5334375987197414,9.91232189110701e-06,0.5334375987197414,13,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,14,98,0.37445664991225514,0.3149861693382263,0.5337748237378669,9.897152912577742e-06,0.5334375987197414,13,1,False,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,15,105,0.41025627723761965,0.31575411433974904,0.5330408413048946,9.8807879715968e-06,0.5330408413048946,15,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,16,112,0.38336328363844324,0.316008855899175,0.5327974520596591,9.8632311059685e-06,0.5327974520596591,16,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,17,119,0.5915323453290122,0.3162441651026408,0.5325660270922111,9.844486647586724e-06,0.5325660270922111,17,0,True,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,18,126,0.3783281019755772,0.31551050518949825,0.5332178201386423,9.824559221366101e-06,0.5325660270922111,17,1,False,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,19,133,0.4147025729928698,0.31460411846637726,0.5340875711152048,9.803453744100868e-06,0.5325660270922111,17,2,False,False,False
EXP-H079,primary,0,101,1e-05,1.0000000000000001e-07,20,140,0.7547139823436737,0.3135022260248661,0.5352522386493105,9.781175423251734e-06,0.5325660270922111,17,3,False,False,False
