code,scheme,fold,split,block,feature,mae_normal,delta_mae_mean,delta_mae_sd,delta_mae_q025,delta_mae_q975,n_perm
EXP-H102,shadow,2,TEST_OOF,HSP_FEATURE,HSP_MAX,0.4997444088459015,0.027202019095420818,0.039729631168041825,-0.05599324984550477,0.09471575609445576,100
EXP-H102,shadow,2,TEST_OOF,HSP_FEATURE,HSP_MEAN,0.4997444088459015,-0.00888525128841404,0.015972167209870925,-0.037660564851760864,0.02091324999332426,100
EXP-H102,shadow,2,TEST_OOF,HSP_FEATURE,HSP_SUM,0.4997444088459015,0.042604874207973494,0.0313904847638041,-0.018278696918487547,0.09960165041685105,100
EXP-H102,shadow,3,TEST_OOF,HSP,,0.4255370297431946,0.13160894606351856,0.05716385120277386,0.025400261270999935,0.22902607722878446,100
EXP-H102,shadow,3,TEST_OOF,HSP_FEATURE,HSP_MAX,0.4255370297431946,0.09724426503896716,0.0385503098392992,0.030168080097436965,0.16762672374248494,100
EXP-H102,shadow,3,TEST_OOF,HSP_FEATURE,HSP_MEAN,0.4255370297431946,0.02225554542064666,0.01020621677756563,0.001976009464263928,0.04111014381051066,100
EXP-H102,shadow,3,TEST_OOF,HSP_FEATURE,HSP_SUM,0.4255370297431946,0.029782869877815275,0.035672382621337956,-0.028887399423122413,0.10534731366038323,100
EXP-H102,shadow,4,TEST_OOF,HSP,,0.47307656675396537,0.10442346957351219,0.043178023646006765,0.012974311267968369,0.1755701786330252,100
EXP-H102,shadow,4,TEST_OOF,HSP_FEATURE,HSP_MAX,0.47307656675396537,0.05781033469691422,0.028526690391603753,-0.0037674166766079736,0.10527873964020698,100
EXP-H102,shadow,4,TEST_OOF,HSP_FEATURE,HSP_MEAN,0.47307656675396537,-0.01443834890423399,0.012264851283495767,-0.03548152566389604,0.008385473522995462,100
EXP-H102,shadow,4,TEST_OOF,HSP_FEATURE,HSP_SUM,0.47307656675396537,0.052350600431037696,0.022187417235269007,0.01152104501435249,0.09553389465447626,100
EXP-H103,primary,0,TEST_OOF,SURFACE,,0.40307568454742426,0.17582060226917268,0.06394668409932584,0.04365650987625126,0.2836099703192709,100
EXP-H103,primary,0,TEST_OOF,HSP,,0.40307568454742426,0.13162714569568634,0.03234221974558104,0.07558176377415657,0.1983429587185382,100
EXP-H103,primary,0,TEST_OOF,SURFACE_PLUS_HSP,,0.40307568454742426,0.24136342766046529,0.05662831773193289,0.1248616173148155,0.3245165252149105,100
