scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,25,175,0.0009652393605146844,0.41063352064652875,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/primary_k0_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
primary,1,0.0001,1.0000000000000002e-06,43,258,8.961267311259666e-05,0.4945672064116507,73,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/primary_k1_lr1e-04_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
primary,2,0.001,1e-05,22,154,0.0009733122526196349,0.34655457735061646,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/primary_k2_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
primary,3,0.001,1e-05,29,203,0.0009528893909706797,0.4198722839355469,59,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/primary_k3_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
primary,4,0.001,1e-05,24,168,0.0009680447952607845,0.42968329787254333,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/primary_k4_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
shadow,0,0.001,1e-05,45,315,0.0008864040551740157,0.33071749138109613,75,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
shadow,1,0.001,1e-05,49,343,0.0008658394705735987,0.4547426998615265,79,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
shadow,2,0.001,1e-05,13,91,0.000991232189110701,0.412492960691452,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
shadow,3,0.001,1e-05,64,448,0.0007767662949090753,0.3793390447443182,94,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
shadow,4,0.001,1e-05,17,119,0.0009844486647586723,0.44233664870262146,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H110_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,accb43c4ef7a9742,101,044f6d6936d0f2bca881839d421094dc639ddde7f4df28f22719e11d7f0b9e7b,FS_HIC_HSP_FP_R5_PROMOTED
