scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,18,126,0.00098245592213661,0.5160203448208894,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/primary_k0_lr1e-03_seed101.pt,d65503c22c382305,101
primary,1,0.001,1e-05,15,90,0.00098807879715968,0.5054502276796283,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/primary_k1_lr1e-03_seed101.pt,d65503c22c382305,101
primary,2,0.001,1e-05,47,329,0.0008763049794670775,0.4276795480251313,77,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/primary_k2_lr1e-03_seed101.pt,d65503c22c382305,101
primary,3,0.0001,1.0000000000000002e-06,111,777,4.275649398050857e-05,0.48417322611808766,141,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/primary_k3_lr1e-04_seed101.pt,d65503c22c382305,101
primary,4,0.001,1e-05,28,196,0.0009561446219345453,0.3402484419345856,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/primary_k4_lr1e-03_seed101.pt,d65503c22c382305,101
shadow,0,0.001,1e-05,34,238,0.0009349725996469047,0.3894257951216263,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,d65503c22c382305,101
shadow,1,0.001,1e-05,29,203,0.0009528893909706797,0.4073657197952271,59,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,d65503c22c382305,101
shadow,2,0.001,1e-05,52,364,0.0008494768343131955,0.4752529060840606,82,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,d65503c22c382305,101
shadow,3,0.0001,1.0000000000000002e-06,137,959,2.3976573648539656e-05,0.49392975778290715,167,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,d65503c22c382305,101
shadow,4,0.0001,1.0000000000000002e-06,163,1141,9.559511573409197e-06,0.3719421792030334,193,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H149_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,d65503c22c382305,101
