scheme,fold,best_epoch,selected_initial_lr,lr_at_best_epoch,w_h0_b0,w_h0_b1,w_h0_b2,w_h0_b3,w_h0_b4,w_h0_b5,w_h0_b6,w_h0_b7,w_h1_b0,w_h1_b1,w_h1_b2,w_h1_b3,w_h1_b4,w_h1_b5,w_h1_b6,w_h1_b7,w_h2_b0,w_h2_b1,w_h2_b2,w_h2_b3,w_h2_b4,w_h2_b5,w_h2_b6,w_h2_b7,w_h3_b0,w_h3_b1,w_h3_b2,w_h3_b3,w_h3_b4,w_h3_b5,w_h3_b6,w_h3_b7
primary,0,25,0.001,0.0009652393605146844,-0.007218623999506235,-0.01165656466037035,-0.008220052346587181,0.0010962114902213216,0.0067717162892222404,0.005157198291271925,0.018615232780575752,0.009205020032823086,-0.017838330939412117,-0.0040526133961975574,0.0090773431584239,0.017733892425894737,0.023590194061398506,0.008630858734250069,0.021517446264624596,0.022043753415346146,0.0028366048354655504,0.003868967993184924,0.0003186327521689236,0.0013787447242066264,0.002495868131518364,-0.010211887769401073,-0.01597263105213642,-0.02278357557952404,-0.0052998606115579605,0.0013158456422388554,0.011764372698962688,0.03108484297990799,0.050116922706365585,0.008288237266242504,0.014421680942177773,0.033429987728595734
primary,1,12,0.001,0.000992629116446613,0.009939105249941349,0.003997098188847303,-0.004212761763483286,-0.0084834611043334,-0.007051939610391855,-0.001910047372803092,-0.0022421651519834995,-0.02078058570623398,-0.004291605204343796,-0.004594092257320881,-0.005189650692045689,-0.0037850942462682724,-0.0008400200749747455,0.00492270989343524,-0.005825156811624765,0.0033031448256224394,-0.007949425838887691,-0.015604274347424507,-0.02141912281513214,-0.019172603264451027,-0.013478073291480541,-0.015701899304986,-0.024657312780618668,-0.007324306759983301,0.007555862423032522,0.006634377874433994,0.005859163589775562,0.003273872658610344,0.004738882649689913,0.006210713647305965,-0.01080306526273489,-0.016118109226226807
primary,2,44,0.0001,8.913130516324733e-05,0.0049983360804617405,0.005260520149022341,0.003961044829338789,0.0009742906549945474,-0.0003373654617462307,0.004068875685334206,0.003898862050846219,-0.0005649686208926141,-0.001727381139062345,-0.0003455115365795791,0.001602244796231389,0.0023594778031110764,0.002282575471326709,9.81165940174833e-05,0.0012235356261953712,0.0011883358238264918,0.006583150010555983,0.007413943763822317,0.00660446984693408,0.004065992310643196,0.0008010886376723647,-0.00023263308685272932,-0.001826264662668109,-0.0029676854610443115,0.008021452464163303,0.009063735604286194,0.007488827221095562,0.005549001973122358,0.0051683904603123665,0.005343372002243996,0.005255112424492836,-0.004950338508933783
primary,3,9,0.001,0.0009960967771506667,0.012747040018439293,0.01359462458640337,0.010977930389344692,0.005895289592444897,0.002353593474254012,0.004999436438083649,0.004809032194316387,-0.0035319144371896982,0.0071015250869095325,0.013073069043457508,0.016039539128541946,0.013664809986948967,0.013189245946705341,0.003042797790840268,-0.012719548307359219,-0.014025640673935413,0.013006728142499924,0.014232144691050053,0.011176714673638344,0.010511111468076706,0.012309113517403603,0.015591575764119625,0.007145109586417675,0.008852073922753334,0.0007857245509512722,0.000932580791413784,0.0020042327232658863,0.0004617323575075716,-0.0025958663318306208,-0.0013295561075210571,0.0149861890822649,0.01657327264547348
primary,4,16,0.001,0.00098632311059685,-0.008327135816216469,-0.0010912055149674416,0.006175409071147442,0.009562275372445583,0.0060578929260373116,-0.010216865688562393,-0.006458633579313755,-0.013001934625208378,0.0046581183560192585,0.005252231378108263,0.004771466366946697,0.0014108085306361318,-0.0008319757762365043,-0.005079325754195452,0.00033558657742105424,0.010219923220574856,-0.009481891058385372,-0.010082836262881756,-0.007649524603039026,-0.0018749930895864964,0.0029131860937923193,0.004060019738972187,0.007898223586380482,-0.00878535769879818,0.00390705605968833,0.0029830115381628275,-0.004248333163559437,-0.015686344355344772,-0.019180765375494957,0.007569175213575363,0.021850580349564552,-0.0034924568608403206
shadow,0,19,0.001,0.0009803453744100868,-0.025542262941598892,-0.01620076410472393,-0.0019988338463008404,0.011722554452717304,0.01582798920571804,-0.006254291161894798,-0.0334637276828289,0.016896123066544533,0.018697891384363174,0.017090117558836937,0.012408541515469551,-2.5767378247110173e-05,-0.013965418562293053,-0.023225463926792145,-0.021643683314323425,-0.00612518610432744,0.015605139546096325,0.011882963590323925,0.0055149998515844345,0.0003397862601559609,0.0018334687920287251,0.002503049559891224,-0.002101635094732046,-0.007784267421811819,0.0024987850338220596,0.013106219470500946,0.012449515983462334,0.006965645123273134,0.0022251165937632322,0.004079548642039299,-0.008818406611680984,-0.03482441604137421
shadow,1,13,0.001,0.000991232189110701,0.013909480534493923,0.018576350063085556,0.019567051902413368,0.01387797575443983,0.005602420773357153,0.005180398002266884,0.013694941066205502,0.023951631039381027,0.03218310326337814,0.02841303125023842,0.019251609221100807,0.013375500217080116,0.014933842234313488,0.0024963116738945246,0.0034144087694585323,0.0022387667559087276,0.008010923862457275,0.013427156023681164,0.014491687528789043,0.010760090313851833,0.002605877351015806,-0.0029276739805936813,0.0034761279821395874,-0.017469564452767372,0.0217671450227499,0.01888399012386799,0.016778117045760155,0.012285297736525536,0.004249872639775276,-0.005333600100129843,-0.004871794953942299,-0.0011322227073833346
shadow,2,12,0.001,0.000992629116446613,-0.0013464672956615686,-0.0038070103619247675,-0.004886876326054335,-0.001882025389932096,0.0005667151417583227,-0.004736077040433884,-0.016409501433372498,-0.010820985771715641,0.022535430267453194,0.02286604419350624,0.01733759045600891,0.010099336504936218,0.0072984215803444386,0.00603174464777112,0.00808501522988081,0.005118242464959621,-0.0015842391876503825,-0.00330315507017076,-0.007231767289340496,-0.00846934411674738,-0.0032617668621242046,0.005046157166361809,-0.007712258491665125,-0.004254655912518501,-0.01603069342672825,0.0029139011166989803,0.019645987078547478,0.02522381581366062,0.022865785285830498,0.019979961216449738,0.016049398109316826,0.003552313195541501
shadow,3,46,0.0001,8.814009529720155e-05,0.0029278991278260946,0.0020827953703701496,0.0016066426178440452,0.0019023733912035823,0.0018182420171797276,-0.0006827156757935882,-0.005340877454727888,-0.003100781003013253,-0.002409621374681592,0.0006705816485919058,0.0035080034285783768,0.00391513854265213,0.0022123216185718775,-0.00046622598893009126,-0.00037157320184633136,0.001000483171083033,0.00037468058872036636,0.00376787967979908,0.006333479192107916,0.007407806348055601,0.007081495597958565,0.0010100321378558874,-0.009422075934708118,-0.0060747358947992325,0.007081722840666771,0.009557652287185192,0.007752453442662954,0.004227545112371445,0.0037470501847565174,0.0059382193721830845,0.007082109805196524,0.0007989666191861033
shadow,4,18,0.001,0.00098245592213661,-0.01815331168472767,-0.017211340367794037,-0.013888664543628693,-0.014191245660185814,-0.00990635622292757,-0.012397187761962414,-0.024483896791934967,-0.010314109735190868,-0.014962980523705482,7.659607945242897e-05,0.013883864507079124,0.022465679794549942,0.020802173763513565,0.005928813945502043,0.01049564778804779,-0.007660693023353815,-0.007580447010695934,0.011163381859660149,0.021193107590079308,0.020684152841567993,0.015317374840378761,0.00268014264293015,-0.02677776850759983,0.009990548714995384,-0.010433787479996681,-0.011635658331215382,-0.010891838930547237,-0.0039011884946376085,0.005182018503546715,0.003400400746613741,0.01075148954987526,-0.00022079062182456255
