scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,59,413,8.083889915582235e-05,0.4916262650923297,89,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/primary_k0_lr1e-04_seed101.pt,242742585ab8f992,101
primary,1,0.0001,1.0000000000000002e-06,48,288,8.711173920144117e-05,0.5091778250029593,78,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/primary_k1_lr1e-04_seed101.pt,242742585ab8f992,101
primary,2,0.001,1e-05,25,175,0.0009652393605146844,0.3752283771038055,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/primary_k2_lr1e-03_seed101.pt,242742585ab8f992,101
primary,3,0.001,1e-05,30,210,0.0009495236500015047,0.4375213756561279,60,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/primary_k3_lr1e-03_seed101.pt,242742585ab8f992,101
primary,4,0.001,1e-05,58,406,0.0008144951148861742,0.3919396395683289,88,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/primary_k4_lr1e-03_seed101.pt,242742585ab8f992,101
shadow,0,0.001,1e-05,29,203,0.0009528893909706797,0.44672146814519703,59,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,242742585ab8f992,101
shadow,1,0.001,1e-05,62,434,0.0007896275997614229,0.45374582409858705,92,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,242742585ab8f992,101
shadow,2,0.0001,1.0000000000000002e-06,48,336,8.711173920144117e-05,0.46921473836898814,78,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,242742585ab8f992,101
shadow,3,0.001,1e-05,61,427,0.0007959536998847743,0.506307682384144,91,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,242742585ab8f992,101
shadow,4,0.0001,1.0000000000000002e-06,52,364,8.494768343131955e-05,0.4166078217029572,82,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H250_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,242742585ab8f992,101
